ESERCIZIO,CD_UNITA_FUNZIONALE,CD_CHIAVE_PRIMARIA,CD_CHIAVE_SECONDARIA,VAL01,VAL02,VAL03,VAL04,IM01,IM02,DT01,DT02,UTCR,UTUV,PG_VER_REC
"-1","*","PIANO_RIPARTO","IM_CF_TFR_DET","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","SYSTEM","SYSTEM","1"
"-1","*","PIANO_RIPARTO","IM_CF_TFR","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","SYSTEM","SYSTEM","1"
"-1","*","MODULO_SPECIALE","MODULO_SAC","283","NULL","NULL","NULL","NULL","NULL","NULL","NULL","SYSTEM","SYSTEM","1"
"-1","*","ELEMENTO_VOCE_SPECIALE","TFR_TEMPO_DET","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","SYSTEM","SYSTEM","1"
"-1","*","CONTO_CORRENTE_BANCA_ITALIA","CODICE","167369","NULL","NULL","NULL","NULL","NULL","NULL","NULL","SYSTEM","SYSTEM","1"
"-1","*","LINEA_ATTIVITA_SPECIALE","LINEA_VERSAMENTO_IVA_SAC","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","SYSTEM","SYSTEM","1"
"-1","*","COSTANTI","BLACKLIST","A","NULL","NULL","NULL","0","10000","2012-03-01","NULL","SYSTEM","SYSTEM","1"
"-1","*","BILANCIO_ENTE","AVANZO","NULL","NULL","NULL","NULL","2438950","NULL","NULL","NULL","SYSTEM","SYSTEM","1"
"-1","*","BILANCIO_ENTE","FONDO_CASSA","NULL","NULL","NULL","NULL","3810000","NULL","NULL","NULL","SYSTEM","SYSTEM","1"
"-1","*","FONDO_ECONOMALE","REINTEGRO_OBBLIGATORIO","S","NULL","NULL","NULL","NULL","NULL","NULL","NULL","SYSTEM","SYSTEM","1"
"-1","*","ORDINI","IMPEGNO_ORDINI_UO_DEST","Y","NULL","NULL","NULL","NULL","NULL","NULL","NULL","SYSTEM","SYSTEM","1"
"-1","*","ORDINI","ORDINI_AUT_ROTTURA_UO_DEST","N","NULL","NULL","NULL","NULL","NULL","NULL","NULL","SYSTEM","SYSTEM","1"
"-1","*","BASE_DEDUZIONE_IRPEF","QUOTE_DEDUZIONE","NULL","NULL","NULL","NULL","3000","4500","NULL","NULL","SYSTEM","SYSTEM","1"
"-1","*","BASE_DEDUZIONE_IRPEF","VALORE_BASE","NULL","NULL","NULL","NULL","26000","NULL","NULL","NULL","SYSTEM","SYSTEM","1"
"-1","*","CODICE_SIOPE_DEFAULT","MANDATO_ACCREDITAMENTO","ESCL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","SYSTEM","SYSTEM","1"
"-1","*","GESTIONE_IVA","ATTIVA_PRORATA","Y","NULL","NULL","NULL","NULL","NULL","NULL","NULL","SYSTEM","SYSTEM","1"
"-1","*","LIQUID_CORI","LOCALE_ATTIVA","Y","NULL","NULL","NULL","NULL","NULL","NULL","NULL","SYSTEM","SYSTEM","1"
"-1","*","CHIUSURA_COSTANTI","TERMINE_CREAZIONE_DOCAMM_ES_PREC","NULL","NULL","NULL","NULL","NULL","NULL","2019-02-28","NULL","SYSTEM","SYSTEM","1"
"-1","*","ELEMENTO_VOCE_SPECIALE","VOCE_APERTURA_FONDO_ECO","71010","NULL","NULL","NULL","NULL","NULL","NULL","NULL","SYSTEM","SYSTEM","1"
"-1","*","ELEMENTO_VOCE_SPECIALE","COMPENSAZIONE_CORI","71011","NULL","NULL","NULL","NULL","NULL","NULL","NULL","SYSTEM","SYSTEM","1"
"-1","*","VOCEF_SPECIALE","AVANZO_S_CNR","2.000","NULL","NULL","NULL","NULL","NULL","NULL","NULL","SYSTEM","SYSTEM","1"
"-1","*","VOCEF_SPECIALE","AVANZO_E_CNR","00.00.000.000.000","NULL","NULL","NULL","NULL","NULL","NULL","NULL","SYSTEM","SYSTEM","1"
"-1","*","VOCEF_SPECIALE","AVANZO_S_CDS","2.000","NULL","NULL","NULL","NULL","NULL","NULL","NULL","SYSTEM","SYSTEM","1"
"-1","*","VOCEF_SPECIALE","AVANZO_E_CDS","00.001","NULL","NULL","NULL","NULL","NULL","NULL","NULL","SYSTEM","SYSTEM","1"
"-1","*","ELEMENTO_VOCE_SPECIALE","CD_TITOLO_CAPITOLO_BIL_CNR_SAC","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","SYSTEM","SYSTEM","1"
"-1","*","BASE_DEDUZIONE_FAMILY","VALORE_BASE","NULL","NULL","NULL","NULL","78000","NULL","NULL","NULL","SYSTEM","SYSTEM","1"
"-1","*","BASE_DEDUZIONE_FAMILY","CONIUGE","C","NULL","NULL","NULL","3200","NULL","NULL","NULL","SYSTEM","SYSTEM","1"
"-1","*","BASE_DEDUZIONE_FAMILY","FIGLIO","F","NULL","NULL","NULL","2900","NULL","NULL","NULL","SYSTEM","SYSTEM","1"
"-1","*","BASE_DEDUZIONE_FAMILY","ALTRO","A","NULL","NULL","NULL","2900","NULL","NULL","NULL","SYSTEM","SYSTEM","1"
"-1","*","BASE_DEDUZIONE_FAMILY","FIGLIO_MENO_TRE","B","NULL","NULL","NULL","3450","NULL","NULL","NULL","SYSTEM","SYSTEM","1"
"-1","*","BASE_DEDUZIONE_FAMILY","FIGLIO_SENZA_CONIUGE","M","NULL","NULL","NULL","3200","NULL","NULL","NULL","SYSTEM","SYSTEM","1"
"-1","*","BASE_DEDUZIONE_FAMILY","FIGLIO_HANDICAP","H","NULL","NULL","NULL","3700","NULL","NULL","NULL","SYSTEM","SYSTEM","1"
"-1","*","PIANO_RIPARTO","IM_CF_AMM_IMMOBILI","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","SYSTEM","SYSTEM","1"
"-1","*","ELEMENTO_VOCE_SPECIALE","VOCE_IVA_FATTURA_ESTERA","91002","91012","NULL","NULL","NULL","NULL","NULL","NULL","SYSTEM","SYSTEM","1"
"-1","*","PIANO_RIPARTO","IM_CF_AMM_ATTREZZ","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","SYSTEM","SYSTEM","1"
"-1","*","INVIO_MAIL_AUTO","TERZI_DA_CONGUAGLIARE","conguagli.terzi@cnr.it","NULL","NULL","NULL","NULL","NULL","NULL","NULL","SYSTEM","SYSTEM","1"
"-1","*","ELEMENTO_VOCE_SPECIALE","NETTO_DA_TRATTENERE","91002","NULL","NULL","NULL","NULL","NULL","NULL","NULL","SYSTEM","SYSTEM","1"
"-1","*","COSTANTI","MODELLO_INTRASTAT","306100","1OOS","001","NULL","200150","NULL","NULL","NULL","SYSTEM","SYSTEM","1"
"-1","*","ELEMENTO_VOCE_SPECIALE","VOCE_VERSAMENTO_IVA","10005","NULL","NULL","NULL","NULL","NULL","NULL","NULL","SYSTEM","SYSTEM","1"
"-1","*","ELEMENTO_VOCE_SPECIALE","FONDO_RISERVA_CDS","2.001","NULL","NULL","NULL","NULL","NULL","NULL","NULL","SYSTEM","SYSTEM","1"
"-1","*","COSTANTI","MODELLO_INTRA_12","TJR","721909","86538","NULL","15","1","NULL","NULL","SYSTEM","SYSTEM","1"
"-1","*","ELEMENTO_VOCE_SPECIALE","TITOLO_SPESE_FUNZIONAMENTO_CDS","1.01","NULL","NULL","NULL","NULL","NULL","NULL","NULL","SYSTEM","SYSTEM","1"
"-1","*","CLASSIFICAZIONE_CORI_SPEC","CORI_STIP_EXTRA","ST","NULL","NULL","NULL","NULL","NULL","NULL","NULL","SYSTEM","SYSTEM","1"
"-1","*","LIQUID_CORI","CENTRO_ATTIVA","Y","NULL","NULL","NULL","NULL","NULL","NULL","NULL","SYSTEM","SYSTEM","1"
"-1","*","ELEMENTO_VOCE_SPECIALE","CD_TITOLO_CAPITOLO_BIL_CNR_NO_SAC","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","SYSTEM","SYSTEM","1"
