ID_CPA,CD_CPA,DS_CPA,LIVELLO,TI_BENE_SERVIZIO,FL_UTILIZZABILE,UTCR,UTUV,PG_VER_REC
83987,"91022","Collezioni dei musei",6,"S","Y","SYSTEM","SYSTEM","1"
83988,"91031","Servizi di gestione di luoghi e monumenti storici e simili attrazioni turistiche",6,"S","Y","SYSTEM","SYSTEM","1"
83989,"91041","Servizi degli orti botanici, dei giardini zoologici e delle riserve naturali",6,"S","Y","SYSTEM","SYSTEM","1"
83990,"92001","Servizi riguardanti il gioco",6,"S","Y","SYSTEM","SYSTEM","1"
83991,"92002","Servizi riguardanti le scommesse",6,"S","Y","SYSTEM","SYSTEM","1"
83992,"93111","Servizi di gestione di stadi ed altri impianti sportivi",6,"S","Y","SYSTEM","SYSTEM","1"
83993,"93121","Servizi forniti da club sportivi",6,"S","Y","SYSTEM","SYSTEM","1"
83994,"93131","Servizi di palestre e centri fitness",6,"S","Y","SYSTEM","SYSTEM","1"
83995,"93191","Altri servizi sportivi",6,"S","Y","SYSTEM","SYSTEM","1"
83996,"93211","Servizi dei parchi di divertimento e parchi di attrazione tematici",6,"S","Y","SYSTEM","SYSTEM","1"
83997,"93291","Altri servizi ricreativi n.c.a.",6,"S","Y","SYSTEM","SYSTEM","1"
83998,"93292","Altri servizi di intrattenimento e di spettacolo n.c.a.",6,"S","Y","SYSTEM","SYSTEM","1"
83999,"94111","Servizi forniti da organizzazioni associative di imprese e di datori di lavoro",6,"S","Y","SYSTEM","SYSTEM","1"
84000,"94121","Servizi forniti da associazioni professionali",6,"S","Y","SYSTEM","SYSTEM","1"
84001,"94201","Servizi forniti da associazioni sindacali",6,"S","Y","SYSTEM","SYSTEM","1"
84002,"94911","Servizi forniti da organizzazioni religiose",6,"S","Y","SYSTEM","SYSTEM","1"
84003,"94921","Servizi forniti da organizzazioni politiche",6,"S","Y","SYSTEM","SYSTEM","1"
84004,"94991","Servizi (esclusi i servizi che concedono sussidi) forniti da altre organizzazioni associative n.c.a.",6,"S","Y","SYSTEM","SYSTEM","1"
84005,"94992","Servizi di sostegno finanziario da parte di organizzazioni associative",6,"S","Y","SYSTEM","SYSTEM","1"
84006,"95111","Servizi di riparazione di elaboratori elettronici e di unit? periferiche",6,"S","Y","SYSTEM","SYSTEM","1"
84007,"95121","Servizi di riparazione di apparecchiature per le comunicazioni",6,"S","Y","SYSTEM","SYSTEM","1"
84008,"95211","Servizi di riparazione di prodotti elettronici di consumo",6,"S","Y","SYSTEM","SYSTEM","1"
84009,"95221","Servizi di riparazione di elettrodomestici e di attrezzature per la casa e per il giardino",6,"S","Y","SYSTEM","SYSTEM","1"
84010,"95231","Servizi di riparazione di calzature e di articoli in cuoio",6,"S","Y","SYSTEM","SYSTEM","1"
84011,"95241","Servizi di riparazione di mobili e di oggetti di arredamento",6,"S","Y","SYSTEM","SYSTEM","1"
84012,"95251","Servizi di riparazione di orologi e di gioielli",6,"S","Y","SYSTEM","SYSTEM","1"
84013,"95291","Servizi di riparazione di altri beni di uso personale e domestico",6,"S","Y","SYSTEM","SYSTEM","1"
84014,"96011","Servizi di lavanderia e pulitura (a secco) di articoli tessili e pellicce",6,"S","Y","SYSTEM","SYSTEM","1"
84015,"96021","Servizi dei saloni di parrucchiere e degli istituti di bellezza",6,"S","Y","SYSTEM","SYSTEM","1"
84016,"96022","Capelli umani, non lavorati",6,"S","Y","SYSTEM","SYSTEM","1"
84017,"96031","Servizi di pompe funebri e servizi connessi",6,"S","Y","SYSTEM","SYSTEM","1"
84018,"96041","Servizi dei centri e stabilimenti per il benessere fisico",6,"S","Y","SYSTEM","SYSTEM","1"
84019,"96091","Altri servizi personali n.c.a.",6,"S","Y","SYSTEM","SYSTEM","1"
84020,"97001","Servizi di datore di lavoro per personale domestico svolti da famiglie e convivenze",6,"S","Y","SYSTEM","SYSTEM","1"
84021,"98101","Produzione di beni per uso proprio da parte di famiglie e convivenze",6,"S","Y","SYSTEM","SYSTEM","1"
84022,"98201","Produzione di servizi per uso proprio da parte di famiglie e convivenze",6,"S","Y","SYSTEM","SYSTEM","1"
84023,"99001","Servizi forniti da organizzazioni ed organismi extraterritoriali",6,"S","Y","SYSTEM","SYSTEM","1"
83423,"10899","Attivit? in subfornitura nell?ambito della produzione di altri prodotti alimentari n.c.a.",6,"S","Y","SYSTEM","SYSTEM","1"
83424,"10919","Attivit? in subfornitura nell?ambito della produzione di preparazioni per l?alimentazione del bestiame di allevamento",6,"S","Y","SYSTEM","SYSTEM","1"
83425,"10929","Attivit? in subfornitura nell?ambito della produzione di alimenti per animali domestici",6,"S","Y","SYSTEM","SYSTEM","1"
83426,"11019","Attivit? in subfornitura nell?ambito della produzione delle bevande alcoliche distillate",6,"S","Y","SYSTEM","SYSTEM","1"
83427,"11029","Attivit? in subfornitura nell?ambito della produzione di vini di uve",6,"S","Y","SYSTEM","SYSTEM","1"
83428,"11039","Attivit? in subfornitura nell?ambito della produzione di sidro e di altri vini a base di frutta",6,"S","Y","SYSTEM","SYSTEM","1"
83429,"11049","Attivit? in subfornitura nell?ambito della produzione di altre bevande fermentate non distillate",6,"S","Y","SYSTEM","SYSTEM","1"
83430,"11059","Attivit? in subfornitura nell?ambito della produzione della birra",6,"S","Y","SYSTEM","SYSTEM","1"
83431,"11069","Attivit? in subfornitura nell?ambito della produzione del malto",6,"S","Y","SYSTEM","SYSTEM","1"
83432,"11079","Attivit? in subfornitura nell?ambito della produzione delle acque minerali e bibite analcoliche",6,"S","Y","SYSTEM","SYSTEM","1"
83433,"12009","Attivit? in subfornitura nell?ambito della produzione dei prodotti a base di tabacco",6,"S","Y","SYSTEM","SYSTEM","1"
83434,"13109","Sfilacciati; servizi di preparazione di fibre tessili naturali; attivit? in subfornitura nell?ambito della produzione dei filati, anche dei filati cucirini",6,"S","Y","SYSTEM","SYSTEM","1"
83435,"13209","Attivit? in subfornitura nell?ambito della produzione dei tessuti",6,"S","Y","SYSTEM","SYSTEM","1"
83436,"13301","Servizi di finissaggio dei tessili",6,"S","Y","SYSTEM","SYSTEM","1"
83437,"13919","Attivit? in subfornitura nell?ambito della produzione delle stoffe a maglia",6,"S","Y","SYSTEM","SYSTEM","1"
83438,"13929","Attivit? in subfornitura nell?ambito della produzione di manufatti tessili confezionati, esclusi gli articoli di vestiario",6,"S","Y","SYSTEM","SYSTEM","1"
83439,"13939","Attivit? in subfornitura nell?ambito della produzione dei tappeti e di altri rivestimenti del suolo di materie tessili",6,"S","Y","SYSTEM","SYSTEM","1"
83440,"13949","Attivit? in subfornitura nell?ambito della produzione di corde, funi, spago e reti",6,"S","Y","SYSTEM","SYSTEM","1"
83441,"13959","Attivit? in subfornitura nell?ambito della produzione di tessuti non tessuti e articoli in tali materie, esclusi gli articoli di vestiario",6,"S","Y","SYSTEM","SYSTEM","1"
83442,"13969","Attivit? in subfornitura nell?ambito della produzione dei tessuti per uso tecnico e industriale",6,"S","Y","SYSTEM","SYSTEM","1"
83443,"13999","Attivit? in subfornitura nell?ambito della fabbricazione di altri prodotti dell?industria tessile n.c.a.",6,"S","Y","SYSTEM","SYSTEM","1"
83444,"14119","Attivit? in subfornitura nell?ambito della produzione degli indumenti di cuoio",6,"S","Y","SYSTEM","SYSTEM","1"
83445,"14129","Attivit? in subfornitura nell?ambito della produzione degli indumenti da lavoro",6,"S","Y","SYSTEM","SYSTEM","1"
83446,"14139","Attivit? in subfornitura nell?ambito della produzione di indumenti esterni",6,"S","Y","SYSTEM","SYSTEM","1"
83447,"14149","Attivit? in subfornitura nell?ambito della produzione di biancheria intima",6,"S","Y","SYSTEM","SYSTEM","1"
83448,"14199","Attivit? in subfornitura nell?ambito della produzione di altri articoli di abbigliamento ed accessori",6,"S","Y","SYSTEM","SYSTEM","1"
83449,"14209","Attivit? in subfornitura nell?ambito della produzione di articoli in pelliccia",6,"S","Y","SYSTEM","SYSTEM","1"
83450,"14319","Attivit? in subfornitura nell?ambito della produzione di articoli di calzetteria, a maglia",6,"S","Y","SYSTEM","SYSTEM","1"
83451,"14399","Attivit? in subfornitura nell?ambito della produzione di altri articoli di maglieria",6,"S","Y","SYSTEM","SYSTEM","1"
83452,"15119","Attivit? in subfornitura nell?ambito della produzione del cuoio conciato o ulteriormente lavorato; pellicce apprettate e tinte",6,"S","Y","SYSTEM","SYSTEM","1"
83453,"15129","Attivit? in subfornitura nell?ambito della produzione di oggetti di selleria e finimenti, articoli da viaggio, borse e simili",6,"S","Y","SYSTEM","SYSTEM","1"
83454,"15209","Attivit? in subfornitura nell?ambito della produzione delle calzature",6,"S","Y","SYSTEM","SYSTEM","1"
83455,"16109","Servizi di essiccazione, di impregnazione o di trattamento chimico del legno; attivit? in subfornitura nell?ambito della produzione di legno segato e piallato",6,"S","Y","SYSTEM","SYSTEM","1"
83456,"16219","Servizi di finitura di pannelli; attivit? in subfornitura nell?ambito della produzione di fogli da impiallacciatura e di pannelli di legno",6,"S","Y","SYSTEM","SYSTEM","1"
83457,"16229","Attivit? in subfornitura nell?ambito della fabbricazione di pavimenti a parquet assemblati",6,"S","Y","SYSTEM","SYSTEM","1"
83458,"16239","Attivit? in subfornitura nell?ambito della fabbricazione di altri prodotti di carpenteria e di falegnameria per l?edilizia",6,"S","Y","SYSTEM","SYSTEM","1"
83459,"16249","Attivit? in subfornitura nell?ambito della produzione di imballaggi in legno",6,"S","Y","SYSTEM","SYSTEM","1"
83460,"16299","Legno e sughero, esclusi i mobili; servizi legati alla fabbricazione di articoli in paglia e materiali da intreccio; attivit? in subfornitura nell?ambito della produzione di altri prodotti in legno e di articoli in sughero, paglia e materiali da intreccio",6,"S","Y","SYSTEM","SYSTEM","1"
81346,"244424","Lamiere e nastri di rame, di spessore superiore a 0,15 mm",6,"B","N","SYSTEM","SYSTEM","1"
81347,"244425","Fogli di rame, di spessore inferiore o uguale a 0,15 mm",6,"B","N","SYSTEM","SYSTEM","1"
81348,"244426","Tubi e accessori per tubi, di rame",6,"B","N","SYSTEM","SYSTEM","1"
81349,"244499","Attivita in subfornitura nell'?ambito della produzione del rame",6,"S","N","SYSTEM","SYSTEM","1"
81350,"244511","Nichel greggio",6,"B","N","SYSTEM","SYSTEM","1"
81351,"244512","Metalline di nichel, '???sinters'??¢ di ossidi di nichel ed altri prodotti intermedi della metallurgia del nichel",6,"B","N","SYSTEM","SYSTEM","1"
81352,"244521","Polveri e pagliette di nichel",6,"B","N","SYSTEM","SYSTEM","1"
81353,"244522","Barre, profilati e fili, di nichel",6,"B","N","SYSTEM","SYSTEM","1"
81354,"244523","Lamiere, nastri e fogli, di nichel",6,"B","N","SYSTEM","SYSTEM","1"
81355,"244524","Tubi e accessori per tubi, di nichel",6,"B","N","SYSTEM","SYSTEM","1"
81356,"244530","Altri metalli non ferrosi e articoli in tali materie: cermet; ceneri e residui, contenenti metalli o composti di metalli",6,"B","N","SYSTEM","SYSTEM","1"
81357,"244599","Attivita in subfornitura nell'?ambito della produzione di altri metalli non ferrosi",6,"S","N","SYSTEM","SYSTEM","1"
81358,"244610","Uranio naturale e suoi composti; leghe, dispersioni (compresi i cermet), prodotti ceramici e miscele contenenti uranio naturale o composti dell'?furanio naturale",6,"B","N","SYSTEM","SYSTEM","1"
81359,"244699","Attivita in subfornitura nell'?ambito della produzione di combustibili nucleari trattati",6,"S","N","SYSTEM","SYSTEM","1"
81360,"245111","Servizi di fusione di ghisa malleabile",6,"S","N","SYSTEM","SYSTEM","1"
81361,"245112","Servizi di fusione di ghisa a grafite sferoidale",6,"S","N","SYSTEM","SYSTEM","1"
81362,"245113","Servizi di fusione di ghisa grigia",6,"S","N","SYSTEM","SYSTEM","1"
81363,"245120","Tubi e profilati cavi, di ghisa",6,"B","N","SYSTEM","SYSTEM","1"
81364,"245130","Accessori per tubi, di ghisacolata",6,"B","N","SYSTEM","SYSTEM","1"
81365,"245199","Attivita in subfornitura nell'?ambito della fusione di ferro",6,"S","N","SYSTEM","SYSTEM","1"
81366,"245210","Servizi di fusione di acciaio",6,"S","N","SYSTEM","SYSTEM","1"
81367,"245220","Tubi di acciaio realizzato per colata centrifuga",6,"B","N","SYSTEM","SYSTEM","1"
81368,"245230","Accessori per tubi, di acciaio colato",6,"B","N","SYSTEM","SYSTEM","1"
81369,"245310","Servizi di fusione di metalli leggeri",6,"S","N","SYSTEM","SYSTEM","1"
81370,"245410","Servizi di fusione di altri metalli non ferrosi",6,"S","N","SYSTEM","SYSTEM","1"
81371,"251110","Costruzioni prefabbricate di metallo",6,"B","N","SYSTEM","SYSTEM","1"
81372,"251121","Ponti ed elementi di ponti, di ghisa, ferro o acciaio",6,"B","N","SYSTEM","SYSTEM","1"
81373,"251122","Torri e piloni, di ghisa, ferro o acciaio",6,"B","N","SYSTEM","SYSTEM","1"
81374,"251123","Altre costruzioni e parti di costruzioni, lamiere, barre, profilati e simili, di ghisa, ferro, acciaio o alluminio",6,"B","N","SYSTEM","SYSTEM","1"
81375,"251199","Attivita in subfornitura nell'?ambito della fabbricazioni di strutture metalliche e parti di strutture",6,"S","N","SYSTEM","SYSTEM","1"
81376,"251210","Porte, finestre e loro intelaiature, stipiti e soglie, di metallo",6,"B","N","SYSTEM","SYSTEM","1"
81377,"251299","Attivita in subfornitura nell'?ambito della produzione di porte e finestre di metallo",6,"S","N","SYSTEM","SYSTEM","1"
81378,"252111","Radiatori per il riscaldamento centrale, a riscaldamento non elettrico, di ghisa, ferro o acciaio",6,"B","N","SYSTEM","SYSTEM","1"
81379,"252112","Caldaie per il riscaldamento centrale, per la produzione di acqua calda o vapore a bassa pressione",6,"B","N","SYSTEM","SYSTEM","1"
81380,"252113","Parti di caldaie per il riscaldamento centrale",6,"B","N","SYSTEM","SYSTEM","1"
81381,"252199","Attivita in subfornitura nell'?ambito della produzione di radiatori e caldaie per il riscaldamento centrale",6,"S","N","SYSTEM","SYSTEM","1"
81382,"252911","Serbatoi, barili, vasche e recipienti simili (diversi dai recipienti per gas compressi o liquefatti), di ghisa, ferro, acciaio o alluminio, di capacita &gt; 300 litri, senza dispositivi meccanici o termici",6,"B","N","SYSTEM","SYSTEM","1"
81383,"252912","Recipienti per gas compressi o liquefatti, di metallo",6,"B","N","SYSTEM","SYSTEM","1"
81384,"252999","Attivita in subfornitura nell'?ambito della produzione di cisterne, serbatoi e recipienti di metallo",6,"S","N","SYSTEM","SYSTEM","1"
81385,"253011","Caldaie a vapore (generatori di vapore); caldaie dette 'ad acqua surriscaldata'",6,"B","N","SYSTEM","SYSTEM","1"
81386,"253012","Apparecchi ausiliari per caldaie; condensatori per macchine a vapore",6,"B","N","SYSTEM","SYSTEM","1"
81387,"253013","Parti di generatori di vapore",6,"B","N","SYSTEM","SYSTEM","1"
81388,"253021","Reattori nucleari, esclusi i separatori di isotopi",6,"B","N","SYSTEM","SYSTEM","1"
81389,"253022","Parti di reattori nucleari, esclusi i separatori di isotopi",6,"B","N","SYSTEM","SYSTEM","1"
81390,"253099","Attivita in subfornitura nell'?ambito della produzione di generatori di vapore (escluse le caldaie per il riscaldamento centrale)",6,"S","N","SYSTEM","SYSTEM","1"
81391,"254011","Armi da guerra, diverse dalle rivoltelle, dalle pistole e simili",6,"B","N","SYSTEM","SYSTEM","1"
82022,"321299","Attivita in subfornitura nell'ambito della produzione di gioielli e articoli di oreficeria",6,"S","N","SYSTEM","SYSTEM","1"
82023,"321310","Articoli di bigiotteria",6,"B","N","SYSTEM","SYSTEM","1"
82024,"321399","Attivita in subfornitura nell'?ambito della produzione di articoli di bigiotteria",6,"S","N","SYSTEM","SYSTEM","1"
82025,"322011","Pianoforti ed altri strumenti a corda con tastiera",6,"B","N","SYSTEM","SYSTEM","1"
82026,"322012","Altri strumenti musicali a corda",6,"B","N","SYSTEM","SYSTEM","1"
82027,"322013","Organi a canne e a tastiera; armonium e strumenti simili; fisarmoniche e strumenti simili; armoniche a bocca; strumenti a fiato",6,"B","N","SYSTEM","SYSTEM","1"
82028,"322014","Strumenti musicali o a tastiera il cui suono e prodotto o deve essere amplificato elettricamente",6,"B","N","SYSTEM","SYSTEM","1"
82029,"322015","Altri strumenti musicali",6,"B","N","SYSTEM","SYSTEM","1"
82030,"322016","Metronomi e diapason; meccanismi per scatole musicali; corde armoniche",6,"B","N","SYSTEM","SYSTEM","1"
82031,"322020","Parti ed accessori di strumenti musicali",6,"B","N","SYSTEM","SYSTEM","1"
82032,"322099","Attivita in subfornitura nell'?ambito della produzione di strumenti musicali",6,"S","N","SYSTEM","SYSTEM","1"
82033,"323011","Sci da neve ed altri attrezzi per sciare sulla neve (escl. calzature); pattini da ghiaccio e pattini a rotelle; loro parti",6,"B","N","SYSTEM","SYSTEM","1"
82034,"323012","Calzature da sci",6,"B","N","SYSTEM","SYSTEM","1"
82035,"323013","Sci nautici, acquaplani, tavole a vela ed altri attrezzi per la pratica di sport nautici",6,"B","N","SYSTEM","SYSTEM","1"
82036,"323014","Oggetti ed attrezzi per la ginnastica, i centri di fitness o l'?fatletica",6,"B","N","SYSTEM","SYSTEM","1"
82037,"323015","Altri oggetti ed attrezzi per gli sport o i giochi all'?faperto; piscine e vasche per sguazzare",6,"B","N","SYSTEM","SYSTEM","1"
82038,"323016","Canne da pesca ed altri oggetti per la pesca con la lenza; articoli per la caccia o la pesca n.c.a.",6,"B","N","SYSTEM","SYSTEM","1"
82039,"323099","Attivita in subfornitura nell'ambito della produzione di articoli sportivi",6,"S","N","SYSTEM","SYSTEM","1"
82040,"324011","Bambole raffiguranti unicamente soggetti umani",6,"B","N","SYSTEM","SYSTEM","1"
82041,"324012","Giocattoli raffiguranti animali o soggetti non umani",6,"B","N","SYSTEM","SYSTEM","1"
82042,"324013","Parti ed accessori di bambole raffiguranti soggetti umani",6,"B","N","SYSTEM","SYSTEM","1"
82043,"324020","Trenini elettrici e loro accessori; altri modelli in scala, assortimenti e giocattoli da costruzione",6,"B","N","SYSTEM","SYSTEM","1"
82044,"324031","Giocattoli a ruote destinati ad essere guidati o montati dai bambini; carrozzelle o passeggini per bambole",6,"B","N","SYSTEM","SYSTEM","1"
82045,"324032","Puzzle",6,"B","N","SYSTEM","SYSTEM","1"
82046,"324039","Giochi e giocattoli n.c.a.",6,"B","N","SYSTEM","SYSTEM","1"
82047,"324041","Carte da gioco",6,"B","N","SYSTEM","SYSTEM","1"
82048,"324042","Articoli per biliardi, per giochi di societa; altri giochi a monete o a gettoni",6,"B","N","SYSTEM","SYSTEM","1"
82049,"324099","Attivita in subfornitura nell'?ambito della produzione di giochi e giocattoli",6,"S","N","SYSTEM","SYSTEM","1"
82050,"325011","Strumenti ed apparecchi per i trattamenti dentali",6,"B","N","SYSTEM","SYSTEM","1"
82051,"325012","Sterilizzatori medico-chirurgici o di laboratorio",6,"B","N","SYSTEM","SYSTEM","1"
82052,"325013","Siringhe, aghi, cateteri, cannule e simili; strumenti per l'?foftalmologia e altri strumenti ed apparecchi n.c.a.",6,"B","N","SYSTEM","SYSTEM","1"
82053,"325021","Apparecchi per terapie; apparecchi respiratori",6,"B","N","SYSTEM","SYSTEM","1"
82054,"325022","Protesi articolari; oggetti ed apparecchi di ortopedia; denti artificiali; protesi dentarie; protesi n.c.a.",6,"B","N","SYSTEM","SYSTEM","1"
82055,"325023","Parti ed accessori di protesi e apparecchi di ortopedia",6,"B","N","SYSTEM","SYSTEM","1"
82056,"325030","Mobili per la medicina, la chirurgia, l'?fodontoiatria o la veterinaria; poltrone da parrucchiere e poltrone simili e loro parti",6,"B","N","SYSTEM","SYSTEM","1"
82057,"325041","Lenti oftalmiche a contatto; lenti per occhiali, di qualsiasi materia",6,"B","N","SYSTEM","SYSTEM","1"
82058,"325042","Occhiali (correttivi, protettivi o altri) ed oggetti simili",6,"B","N","SYSTEM","SYSTEM","1"
82059,"325043","Montature per occhiali o per oggetti simili",6,"B","N","SYSTEM","SYSTEM","1"
82060,"325044","Parti di montature per occhiali o per oggetti simili",6,"B","N","SYSTEM","SYSTEM","1"
82061,"325050","Altri articoli per usi medico-chirurgici",6,"B","N","SYSTEM","SYSTEM","1"
82062,"325099","Attivita in subfornitura nell'?ambito della produzione di strumenti ed apparecchi utilizzati in medicina, chirurgia e ortopedia",6,"S","N","SYSTEM","SYSTEM","1"
82063,"329111","Scope e spazzole per le pulizie domestiche",6,"B","N","SYSTEM","SYSTEM","1"
82064,"329112","Spazzolini da denti, spazzole per i capelli e altre spazzole per la toletta personale; pennelli per pitture artistiche, per scrivere e per l'applicazione di prodotti cosmetici",6,"B","N","SYSTEM","SYSTEM","1"
82065,"329119","Altre spazzole e pennelli n.c.a.",6,"B","N","SYSTEM","SYSTEM","1"
82066,"329199","Attivita in subfornitura nell'?ambito della produzione di scope e spazzole",6,"S","N","SYSTEM","SYSTEM","1"
82704,"582932","Download di software applicativo",6,"S","N","SYSTEM","SYSTEM","1"
82705,"582940","Software on line",6,"S","N","SYSTEM","SYSTEM","1"
82706,"582950","Servizi di concessione di licenze per l'?futilizzo di software",6,"S","N","SYSTEM","SYSTEM","1"
82707,"591111","Servizi di produzione di pellicole cinematografiche",6,"S","N","SYSTEM","SYSTEM","1"
82708,"591112","Servizi di produzione di pellicole cinematografiche e di video promozionali o pubblicitari",6,"S","N","SYSTEM","SYSTEM","1"
82709,"591113","Altri servizi di produzione di programmi televisivi",6,"S","N","SYSTEM","SYSTEM","1"
82710,"591121","Originali di pellicole cinematografiche, video e programmi televisivi",6,"S","N","SYSTEM","SYSTEM","1"
82711,"591122","Pellicole cinematografiche",6,"S","N","SYSTEM","SYSTEM","1"
82712,"591123","Contenuti di film e altri video su disco, nastro o altri supporti materiali",6,"S","N","SYSTEM","SYSTEM","1"
82713,"591124","Download di film e altri video",6,"S","N","SYSTEM","SYSTEM","1"
82714,"591130","Vendita di spazi pubblicitari in prodotti cinematografici, video e televisivi",6,"S","N","SYSTEM","SYSTEM","1"
82715,"591211","Servizi di redazione audiovisiva",6,"S","N","SYSTEM","SYSTEM","1"
82716,"591212","Servizi di trasferimento e duplicazione di master",6,"S","N","SYSTEM","SYSTEM","1"
82717,"591213","Servizi di correzione cromatica e di restauro in tecnica digitale",6,"S","N","SYSTEM","SYSTEM","1"
82718,"591214","Servizi per gli effetti visivi",6,"S","N","SYSTEM","SYSTEM","1"
82719,"591215","Servizi per l'?fanimazione",6,"S","N","SYSTEM","SYSTEM","1"
82720,"591216","Servizi di scrittura di didascalie, titolazione e sottotitolazione",6,"S","N","SYSTEM","SYSTEM","1"
82721,"591217","Servizi di editing e di progettazione audio",6,"S","N","SYSTEM","SYSTEM","1"
82722,"591219","Altri servizi di postproduzione di pellicole cinematografiche, di video e di programmi televisivi",6,"S","N","SYSTEM","SYSTEM","1"
82723,"591311","Servizi di concessione di licenze per diritti cinematografici e relative royalties",6,"S","N","SYSTEM","SYSTEM","1"
82724,"591312","Altri servizi di distribuzione di pellicole cinematografiche, di video e di programmi televisivi",6,"S","N","SYSTEM","SYSTEM","1"
82725,"591410","Servizi di proiezione cinematografica",6,"S","N","SYSTEM","SYSTEM","1"
82726,"592011","Servizi di registrazione sonora",6,"S","N","SYSTEM","SYSTEM","1"
82727,"592012","Servizi di registrazione dal vivo",6,"S","N","SYSTEM","SYSTEM","1"
82728,"592013","Originali di registrazioni sonore",6,"S","N","SYSTEM","SYSTEM","1"
82729,"592021","Servizi di produzione di programmi radiofonici",6,"S","N","SYSTEM","SYSTEM","1"
82730,"592022","Originali di programmi radiofonici",6,"S","N","SYSTEM","SYSTEM","1"
82731,"592031","Partiture a stampa",6,"S","N","SYSTEM","SYSTEM","1"
82732,"592032","Spartiti elettronici",6,"S","N","SYSTEM","SYSTEM","1"
82733,"592033","Dischi, nastri o altri supporti materiali audio musicali",6,"S","N","SYSTEM","SYSTEM","1"
82734,"592034","Altri dischi e nastri audio",6,"S","N","SYSTEM","SYSTEM","1"
82735,"592035","Download di musica",6,"S","N","SYSTEM","SYSTEM","1"
82736,"592040","Servizi di concessione di licenze per l'?futilizzo di originali acustici",6,"S","N","SYSTEM","SYSTEM","1"
82737,"601011","Servizi di radioprogrammazione e radiodiffusione",6,"S","N","SYSTEM","SYSTEM","1"
82738,"601012","Originali di emissioni radiofoniche",6,"S","N","SYSTEM","SYSTEM","1"
82739,"601020","Programmi di canali radio",6,"S","N","SYSTEM","SYSTEM","1"
82740,"601030","Spazi pubblicitari in radio",6,"S","N","SYSTEM","SYSTEM","1"
82741,"602011","Servizi di diffusione di programmi televisivi on line (escl. programmi a pagamento)",6,"S","N","SYSTEM","SYSTEM","1"
82742,"602012","Altri servizi di diffusione di programmi televisivi (escl. programmi a pagamento)",6,"S","N","SYSTEM","SYSTEM","1"
82743,"602013","Servizi di diffusione di programmi televisivi on line a pagamento",6,"S","N","SYSTEM","SYSTEM","1"
82744,"602014","Altri servizi di diffusione di programmi televisivi a pagamento",6,"S","N","SYSTEM","SYSTEM","1"
82745,"602020","Originali di programmi televisivi",6,"S","N","SYSTEM","SYSTEM","1"
82746,"602031","Programmi di canali televisivi (esclusa TV a pagamento)",6,"S","N","SYSTEM","SYSTEM","1"
82747,"602032","Programmi di canali televisivi a pagamento",6,"S","N","SYSTEM","SYSTEM","1"
82748,"602040","Spazi pubblicitari in TV",6,"S","N","SYSTEM","SYSTEM","1"
82749,"611011","Servizi di telefonia fissa . accesso e uso",6,"S","N","SYSTEM","SYSTEM","1"
82750,"611012","Servizi di telefonia fissa . caratteristiche di chiamata",6,"S","N","SYSTEM","SYSTEM","1"
82751,"611013","Servizi di reti private per sistemi di telecomunicazione cablati",6,"S","N","SYSTEM","SYSTEM","1"
82752,"611020","Servizi di carrier per telecomunicazioni cablate",6,"S","N","SYSTEM","SYSTEM","1"
82753,"611030","Servizi di trasmissione dati tramite reti di telecomunicazioni cablate",6,"S","N","SYSTEM","SYSTEM","1"
82754,"611041","Servizi di dorsale (backbone) di Internet",6,"S","N","SYSTEM","SYSTEM","1"
82755,"611042","Servizi di accesso a Internet a banda stretta tramite reti cablate",6,"S","N","SYSTEM","SYSTEM","1"
83461,"17119","Attivit? in subfornitura nell?ambito della produzione delle paste di legno",6,"S","Y","SYSTEM","SYSTEM","1"
83462,"17129","Attivit? in subfornitura nell?ambito della produzione della carta e del cartone",6,"S","Y","SYSTEM","SYSTEM","1"
83463,"17219","Attivit? in subfornitura nell?ambito della produzione di carta e cartone ondulati e imballaggi di carta e cartone",6,"S","Y","SYSTEM","SYSTEM","1"
83464,"17229","Attivit? in subfornitura nell?ambito della fabbricazione di prodotti di carta e cartone per uso domestico e igienico-sanitario",6,"S","Y","SYSTEM","SYSTEM","1"
83465,"17239","Attivit? in subfornitura nell?ambito della fabbricazione di prodotti cartotecnici",6,"S","Y","SYSTEM","SYSTEM","1"
83466,"17249","Attivit? in subfornitura nell?ambito della produzione della carta da parati",6,"S","Y","SYSTEM","SYSTEM","1"
83467,"17299","Attivit? in subfornitura nell?ambito della produzione di altri articoli di carta e di cartone",6,"S","Y","SYSTEM","SYSTEM","1"
83468,"18111","Servizi di stampa di giornali",6,"S","Y","SYSTEM","SYSTEM","1"
83469,"18121","Altri servizi di stampa",6,"S","Y","SYSTEM","SYSTEM","1"
83470,"18131","Servizi preliminari alla stampa",6,"S","Y","SYSTEM","SYSTEM","1"
83471,"18133","Servizi ausiliari connessi alla stampa",6,"S","Y","SYSTEM","SYSTEM","1"
83472,"18141","Rilegatura e servizi connessi",6,"S","Y","SYSTEM","SYSTEM","1"
83473,"18201","Servizi di riproduzione di supporti audio registrati",6,"S","Y","SYSTEM","SYSTEM","1"
83474,"18202","Servizi di riproduzione di supporti video registrati",6,"S","Y","SYSTEM","SYSTEM","1"
83475,"18203","Servizi di riproduzione di software",6,"S","Y","SYSTEM","SYSTEM","1"
