REPORT_NAME,PRIORITY,DS_REPORT,UTCR,UTUV,PG_VER_REC
"/preventivo/pdg/pdgdett_voce_funzione_natura.rpt",5,"Stampa PDG per voce funzione e natura","SYSTEM","SYSTEM","1"
"/preventivo/pdg/pdguo_voce_funzione_natura.rpt",5,"Stampa PDG aggregato per UO","SYSTEM","SYSTEM","1"
"/configurazione/sto/sto.rpt",5,"Stampa della struttura organizzativa","SYSTEM","SYSTEM","1"
"/configurazione/utenze/utente.rpt",5,"Stampa Ruoli/Accessi Utente","SYSTEM","SYSTEM","1"
"/preventivo/preventivo/bilancio_fin_cnr_entrata.rpt",5,"Stampa del Preventivo finanziario parte Entrate","SYSTEM","SYSTEM","1"
"/preventivo/preventivo/bilancio_fin_cds_entrata.rpt",5,"Stampa del Preventivo finanziario CDS parte Entrate","SYSTEM","SYSTEM","1"
"/preventivo/pdg/docpdgcdrprimo_voce_funzione_natura.rpt",5,"Documento dei Piani di Gestione Preventivi","SYSTEM","SYSTEM","1"
"/preventivo/pdg/docpdgente_voce_funzione_natura.rpt",5,"Aggregato per Ente dei Piani di Gestione","SYSTEM","SYSTEM","1"
"/preventivo/pdg/pdgcdrprimo_voce_funzione_natura.rpt",5,"Stampa PDG CDR I livello","SYSTEM","SYSTEM","1"
"/preventivo/preventivo/bilancio_fin_cds_spesa.rpt",5,"Stampa del Preventivo finanziario CDS parte Spese","SYSTEM","SYSTEM","1"
"/docamm/docamm/fatturaattiva_ncd.rpt",5,"Stampa fattura attiva, nota credito-debito su FA","SYSTEM","SYSTEM","1"
"/doccont/doccont/mandato.rpt",5,"Mandato","SYSTEM","SYSTEM","1"
"/doccont/doccont/reversale.rpt",5,"Reversale","SYSTEM","SYSTEM","1"
"/logs/batchlog.rpt",5,"Stampa logs batch applicativi","SYSTEM","SYSTEM","1"
"/doccont/doccont/distinta_cassiere.rpt",5,"Stampa distinta cassiere","SYSTEM","SYSTEM","1"
"/docamm/docamm/minicarriera_bds.rpt",5,"Stampa riepilogativa minicarriera per borsa di studio","SYSTEM","SYSTEM","1"
"/docamm/docamm/compenso.rpt",5,"Stampa compenso","SYSTEM","SYSTEM","1"
"/docamm/docamm/missione.rpt",5,"Stampa nota e prospetto liquidazione missione","SYSTEM","SYSTEM","1"
"/gestiva/gestiva/registro_iva_acquisti.rpt",5,"Stampa registro iva acquisti","SYSTEM","SYSTEM","1"
"/gestiva/gestiva/registro_iva_vendite.rpt",5,"Stampa registro iva vendite","SYSTEM","SYSTEM","1"
"/gestiva/gestiva/registro_riepilogativo_uo.rpt",5,"Stampa registro riepilogativo IVA per uo","SYSTEM","SYSTEM","1"
"/preventivo/preventivo/bilancio_fin_cnr_entrata_dz.rpt",5,"Stampa del Preventivo finanziario parte Entrate importi diversi da 0","SYSTEM","SYSTEM","1"
"/preventivo/preventivo/bilancio_fin_cds_entrata_dz.rpt",4,"Stampa del Preventivo finanziario CDS parte Entrate impoti diversi da 0","SYSTEM","SYSTEM","1"
"/preventivo/preventivo/bilancio_fin_cds_spesa_dz.rpt",5,"Stampa del Preventivo finanziario CDS parte Spese importi diversi da 0","SYSTEM","SYSTEM","1"
"/preventivo/preventivo/bilancio_fin_cnr_spesa_dz.rpt",5,"Stampa del preventivo finanziario parte Spese importi diversi da 0","SYSTEM","SYSTEM","1"
"/cnrconfigurazione/pdc/piano_dei_conti_economico.rpt",5,"Stampa piano dei conti economico","SYSTEM","SYSTEM","1"
"/cnrconfigurazione/pdc/piano_dei_conti_finanziario_entrate_cnr_esercizio.rpt",5,"Stampa piano dei conti finanziario - Entrate CNR","SYSTEM","SYSTEM","1"
"/cnrconfigurazione/pdc/piano_dei_conti_finanziario_spese_cds_esercizio.rpt",5,"Stampa piano dei conti finanziario - Spese CDS","SYSTEM","SYSTEM","1"
"/cnrdoccont/doccont/giornale_dei_mandati.rpt",4,"Stampa giornale dei mandati","SYSTEM","SYSTEM","1"
"/gestiva/gestiva/registro_iva_differita.rpt",5,"Stampa Iva Differita","SYSTEM","SYSTEM","1"
"/preventivo/pdg/pdg_aggregato_etr_delta.rpt",5,"Stampa PDG aggregato parte Entrate solo diff. con aggregato mod. Ente","SYSTEM","SYSTEM","1"
"/preventivo/pdg/pdg_aggregato_spe_delta.rpt",5,"Stampa PDG aggregato parte Spese solo diff. con aggregato mod. Ente","SYSTEM","SYSTEM","1"
"/preventivo/pdg/pdg_aggregato_spe_var.rpt",5,"Stampa variazioni (entrate) indotte da proposte di modifica pdg su aggregato parte Ente","SYSTEM","SYSTEM","1"
"/preventivo/pdg/pdg_aggregato_etr_var.rpt",5,"Stampa variazioni (spese) indotte da proposte di modifica pdg su aggregato parte Ente","SYSTEM","SYSTEM","1"
"/gestiva/gestiva/liquidazione_iva.rpt",5,"Stampa liquidazione IVA","SYSTEM","SYSTEM","1"
"/gestiva/gestiva/registro_riepilogativo_centro.rpt",5,"Stampa registro riepilogativo IVA per centro","SYSTEM","SYSTEM","1"
"/cnrdoccont/doccont/regobblig.rpt",5,"Registro Obbligazioni","SYSTEM","SYSTEM","1"
"/cnrdoccont/doccont/scadobblig.rpt",5,"Scadenzario Obbligazioni","SYSTEM","SYSTEM","1"
"/docamm/docamm/vpg_missione.rpt",5,"Stampa massiva nota e prospetto liquidazione missione","SYSTEM","SYSTEM","1"
"/doccont/doccont/vpg_mandato.rpt",5,"Stampa massiva mandato","SYSTEM","SYSTEM","1"
"/doccont/doccont/vpg_reversale.rpt",5,"Stampa massiva reversale","SYSTEM","SYSTEM","1"
"/doccont/doccont/vpg_man_rev_ass.rpt",4,"Stampa mandato e reversali associate","SYSTEM","SYSTEM","1"
"/docamm/docamm/vpg_fondo_economale.rpt",5,"Stampa del fondo economale","SYSTEM","SYSTEM","1"
"/preventivo/preventivo/variazioni_bilancio.rpt",5,"Stampa delle variazioni di bilancio","SYSTEM","SYSTEM","1"
"/docamm/docamm/vpg_doc_generico.rpt",5,"Stampa massiva documenti generici","SYSTEM","SYSTEM","1"
"/docamm/docamm/partitario_compensi.rpt",5,"Partitario Anagrafico Compensi","SYSTEM","SYSTEM","1"
"/cnrdoccont/doccont/avvpagmnd.rpt",5,"Avviso di Pagamento Mandato","SYSTEM","SYSTEM","1"
"/cnrdoccont/doccont/giornale_delle_reversali.rpt",5,"Stampa Giornale delle Reversali","SYSTEM","SYSTEM","1"
"/cnrdoccont/doccont/regaccert.rpt",5,"Registro Accertamenti","SYSTEM","SYSTEM","1"
"/cnrdoccont/doccont/pagamenti_estero.rpt",5,"Situazione Pagamenti all'Estero","SYSTEM","SYSTEM","1"
"/cnrdoccont/doccont/regannentratecds.rpt",5,"Registro Annotazioni di Entrata su Partita di Giro - CDS","SYSTEM","SYSTEM","1"
"/cnrdoccont/doccont/regannentratecnr.rpt",5,"Registro Annotazioni di Entrata su Partita di Giro - CNR","SYSTEM","SYSTEM","1"
"/cnrdoccont/doccont/regannspesacds.rpt",5,"Registro Annotazioni di Spesa su Partita di Giro - CDS","SYSTEM","SYSTEM","1"
"/cnrdoccont/doccont/regannspesecnr.rpt",5,"Registro Annotazioni di Spesa su Partita di Giro - CNR","SYSTEM","SYSTEM","1"
"/cnrpreventivo/pdg/analitica_spese_lda_a1.rpt",4,"Situazione ANALITICA  per L.di A. Costi/Spese Anno Corrente","SYSTEM","SYSTEM","1"
"/cnrpreventivo/pdg/sintetica_spese_lda_a1.rpt",4,"Situazione sintetica L.di A. Costi/Spese Anno Corrente","SYSTEM","SYSTEM","1"
"/cnrpreventivo/pdg/impdip.rpt",5,"Imponibili Fiscali e Previdenziali Dipendenti","SYSTEM","SYSTEM","1"
"/cnrdoccont/doccont/stampaordine.rpt",5,"Stampa Ordine","SYSTEM","SYSTEM","1"
"/cnrdoccont/doccont/scadaccert.rpt",5,"Scadenzario Accertamenti","SYSTEM","SYSTEM","1"
"/doccont/doccont/distinta_cassiere_provvisoria.jasper",1,"Stampa distinta cassiere provvisoria","SYSTEM","SYSTEM","1"
"/preventivo/preventivo/stampa_pdg_rendges_all.jasper",2,"Stampa Rendiconto Gestionale","SYSTEM","SYSTEM","1"
"/cnrbilaterali/bilaterali/blt_visite_annulla_provvedimento_impegno_cnr.jasper",2,"Stampa Annullamento Provvedimento Impegno","SYSTEM","SYSTEM","1"
"/cnrbilaterali/bilaterali/blt_visite_attribuzione_incarico_str.jasper",2,"Stampa Provvedimento Attribuzione Incarico","SYSTEM","SYSTEM","1"
"/cnrbilaterali/bilaterali/blt_visite_autorizzazione_partenza_cnr.jasper",2,"Stampa Lettera Autorizzazione Partenza/Arrivo","SYSTEM","SYSTEM","1"
"/cnrbilaterali/bilaterali/blt_visite_autorizzazione_partenza_str.jasper",2,"Stampa Lettera Autorizzazione Partenza/Arrivo Straniero","SYSTEM","SYSTEM","1"
"/cnrbilaterali/bilaterali/blt_visite_disp_finanziarie_cnr.jasper",2,"Stampa Lettera Disposizioni Finanziarie","SYSTEM","SYSTEM","1"
"/cnrbilaterali/bilaterali/blt_visite_documenti_candidatura_cnr.jasper",2,"Stampa Documenti Candidatura","SYSTEM","SYSTEM","1"
"/cnrbilaterali/bilaterali/blt_visite_impegno_str_fin_visita.jasper",2,"Stampa Provvedimento Impegno Straniero","SYSTEM","SYSTEM","1"
"/cnrbilaterali/bilaterali/blt_visite_modello_attestato_soggiorno.jasper",2,"Stampa Modello Attestato Soggiorno","SYSTEM","SYSTEM","1"
"/cnrbilaterali/bilaterali/blt_visite_modello_contratto_str.jasper",2,"Stampa Modello Contratto Straniero","SYSTEM","SYSTEM","1"
"/cnrbilaterali/bilaterali/blt_visite_modello_contratto_univ.jasper",2,"Stampa Modello Contratto Universitario","SYSTEM","SYSTEM","1"
"/cnrbilaterali/bilaterali/blt_visite_modulo_rimborso_cnr_e_ass_e_univ.jasper",2,"Stampa Modulo Rimborso Spese","SYSTEM","SYSTEM","1"
"/cnrbilaterali/bilaterali/blt_visite_nota_addebito_str.jasper",2,"Stampa Nota Addebito Stranieri","SYSTEM","SYSTEM","1"
"/cnrbilaterali/bilaterali/blt_visite_pagamento_anticpo_str.jasper",2,"Stampa Anticipo Pagamento Straniero","SYSTEM","SYSTEM","1"
"/cnrbilaterali/bilaterali/blt_visite_pagamento_saldo_cnr.jasper",2,"Stampa Saldo Pagamento","SYSTEM","SYSTEM","1"
"/cnrbilaterali/bilaterali/blt_visite_pagamento_saldo_str.jasper",2,"Stampa Saldo Pagamento Straniero","SYSTEM","SYSTEM","1"
"/cnrbilaterali/bilaterali/blt_visite_pagamento_saldo_str_fin_visita.jasper",2,"Stampa Pagamento Fine Visita","SYSTEM","SYSTEM","1"
"/cnrbilaterali/bilaterali/blt_visite_provvedimento_impegno_cnr.jasper",2,"Stampa Provvedimento Impegno","SYSTEM","SYSTEM","1"
"/cnrbilaterali/bilaterali/blt_visite_provvedimento_pagamento_ente_str.jasper",2,"Stampa Saldo Pagamento Ente Straniero","SYSTEM","SYSTEM","1"
"/cnrbilaterali/bilaterali/blt_visite_trasmissione_candidatura_cnr.jasper",2,"Stampa Trasmissione Candidatura","SYSTEM","SYSTEM","1"
"/cnrbilaterali/bilaterali/blt_visite_trasmissione_candidatura_str.jasper",2,"Stampa Trasmissione Candidatura Straniero","SYSTEM","SYSTEM","1"
"/preventivo/preventivo/stampa_pdgp_bilancio.jasper",2,"Stampa Bilancio Decisionale/Gestionale","SYSTEM","SYSTEM","1"
"/doccont/doccont/cup_mandato_gae.jasper",1,"Stampa Mandati per CUP","SYSTEM","SYSTEM","1"
"/cnrpreventivo/pdg/situazione_sintetica_x_progetto.jasper",2,"Stampa Situazione Progetto/GAE","SYSTEM","SYSTEM","1"
"/preventivo/preventivo/stampa_pdg_rendges_competenza.jasper",2,"Stampa Rendiconto Gestionale - I parte","SYSTEM","SYSTEM","1"
"/preventivo/preventivo/stampa_pdg_renddec.jasper",2,"Stampa Rendiconto Decisionale","SYSTEM","SYSTEM","1"
"/preventivo/preventivo/stampa_pdg_rendges_residui.jasper",2,"Stampa Rendiconto Gestionale - II parte","SYSTEM","SYSTEM","1"
"/doccont/doccont/distinta_cassiere_1210.jasper",1,"Stampa distinta 1210","SYSTEM","SYSTEM","1"
"/preventivo/preventivo/stampa_pdg_rendiconto.jasper",2,"Stampa Rendiconto Decisionale/Gestionale","SYSTEM","SYSTEM","1"
"/cnranagrafica/clienti/prevdip.rpt",5,"Elenco iscrizione previdenziale dipendenti","SYSTEM","SYSTEM","1"
"/cnrdoccont/doccont/stampariscontri.rpt",5,"Riscontri","SYSTEM","SYSTEM","1"
"/cnrdoccont/doccont/stampasospesi.rpt",5,"Sospesi","SYSTEM","SYSTEM","1"
"/cnrdoccont/doccont/sospesiasscds.rpt",5,"Sospesi CNR assegnati ai cds","SYSTEM","SYSTEM","1"
"/docamm/docamm/registroFatturePassive.jasper",3,"Stampa registro unico fatture","SYSTEM","SYSTEM","1"
"/cnrpreventivo/pdg/situazione_analitica_gae_res_uscite_x_esercizio_voce.jasper",3,"Stampa uscite in c/residui per Esercizio-Voce","SYSTEM","SYSTEM","1"
