CD_HELP,PAGE,HELP_URL,DS_PAGE,FLAG_MAN,UTCR,UTUV,PG_VER_REC
"0019100000","/doccont00/lista_sospesi_entrata_cnr.jsp","/helpres/310 - 18 interfaccia cassiere - sospesi - modifica sospesi del cnr.htm","Lista sospesi entrata cnr - Modifica stato Sospesi di Entrata CNR","N","SYSTEM","SYSTEM","1"
"0019200000","/missioni00/main_anticipo.jsp","/helpres/400 - 51 documenti amministrativi spesa - missione - registra anticipo.htm","Main anticipo - Anticipo","N","SYSTEM","SYSTEM","1"
"0019300000","/doccont00/main_distinta_cassiere.jsp","/helpres/310 - 30 interfaccia cassiere - distinta.htm","Main distinta cassiere - Gestione Distinta cassiere","N","SYSTEM","SYSTEM","1"
"0019400000","/prevent00/main_residui_presunti.jsp","/helpres/help_not_found.html","Main residui presunti - Residui presunti CNR","N","SYSTEM","SYSTEM","1"
"0019500000","/coepcoan00/main_scrittura_analitica.jsp","/helpres/700 - 50 analitica - registrazioni analitiche.htm","Main scrittura analitica - Scrittura Analitica","N","SYSTEM","SYSTEM","1"
"0019700000","/messaggio00/messaggio.jsp","/helpres/000 - 02 gestione messaggi.htm","Messaggio - Messaggi","N","SYSTEM","SYSTEM","1"
"0019800000","/compensi00/minicarriera.jsp","/helpres/400 - 70 documenti amministrativi spesa - minicarriera- registra minicarriera.htm","Minicarriera - Minicarriera","N","SYSTEM","SYSTEM","1"
"0019900000","/anagraf00/nazione.jsp","/helpres/help_not_found.html","Nazione - Nazione","N","SYSTEM","SYSTEM","1"
"0020000000","/prevent00/preventivo_cds_stampe.jsp","/helpres/help_not_found.html","Preventivo cds stampe - Preventivo finanziario CNR","N","SYSTEM","SYSTEM","1"
"0020100000","/util/print_spooler.jsp","/helpres/help_not_found.html","Print spooler - Risultato ricerca","N","SYSTEM","SYSTEM","1"
"0020200000","/coepcoan00/ricerca_mastri_coan.jsp","/helpres/700 - 55 analitica - mastri contabili.htm","Ricerca mastri coan - Visualizzazione mastri","N","SYSTEM","SYSTEM","1"
"0020300000","/coepcoan00/ricerca_mastri_coge.jsp","/helpres/700 - 35 coep - mastri contabili.htm","Ricerca mastri coge - Visualizzazione mastri","N","SYSTEM","SYSTEM","1"
"0020400000","/coepcoan00/ricerca_mov_cont_coan.jsp","/helpres/700 - 58 analitica - movimenti contabili.htm","Ricerca mov cont coan - Ricerca movimenti contabili","N","SYSTEM","SYSTEM","1"
"0020500000","/coepcoan00/ricerca_mov_cont_coge.jsp","/helpres/700 - 37 coep - movimenti contabili.htm","Ricerca mov cont coge - Ricerca movimenti contabili","N","SYSTEM","SYSTEM","1"
"0020600000","/doccont00/ricerca_v_mandato_reversale.jsp","/helpres/help_not_found.html","Ricerca v mandato reversale - Mandato/Reversale","N","SYSTEM","SYSTEM","1"
"0020700000","/gestiva00/riepilogativi_definitivi_iva.jsp","/helpres/help_not_found.html","Riepilogativi definitivi iva - Riepilogativi definitivi IVA","N","SYSTEM","SYSTEM","1"
"0020800000","/gestiva00/riepilogativi_provvisori_iva.jsp","/helpres/help_not_found.html","Riepilogativi provvisori iva - Riepilogativi provvisori IVA","N","SYSTEM","SYSTEM","1"
"0020900000","/gestiva00/riepilogo_iva_differita.jsp","/helpres/help_not_found.html","Riepilogo iva differita - Riepilogo Iva ad esigibilit? differita","N","SYSTEM","SYSTEM","1"
"0000200000","/doccont00/accertamento_pgiro.jsp","/helpres/300 - 60 documenti contabili - accertamento - annotazione entrata partita di giro.htm","Accertamento pgiro - Gestione Annotazione d'Entrata su Partita di Giro","N","SYSTEM","SYSTEM","1"
"0000300000","/anagraf00/anagrafica.jsp","http://servizi.si.cnr.it/wiki/index.php/Anagrafica_clienti/fornitori","Anagrafica - Gestione anagrafico","Y","SYSTEM","SYSTEM","1"
"0000400000","/coepcoan00/ass_anag_conto.jsp","/helpres/help_not_found.html","Ass anag conto - Associazione anagrafica conto","N","SYSTEM","SYSTEM","1"
"0000500000","/config00/ass_cap_entrata_cnr_conto_econom_ricavo.jsp","http://servizi.si.cnr.it/wiki/index.php/Associazioni_Voci","Ass cap entrata cnr conto econom ricavo - Associazione Cap. Entrata Cnr - Conto EP Ricavo","Y","SYSTEM","SYSTEM","1"
"0000600000","/config00/ass_cap_entrata_cnr_natura.jsp","http://servizi.si.cnr.it/wiki/index.php/Associazioni_Voci","Ass cap entrata cnr natura - Associazione Cap. Entrata CNR - Natura","Y","SYSTEM","SYSTEM","1"
"0005300000","/utenze00/gestione_accessi_per_ruolo.jsp","http://servizi.si.cnr.it/wiki/index.php/Gestione_Utenze","Gestione accessi per ruolo - Gestione Accessi per Ruolo","Y","SYSTEM","SYSTEM","1"
"0005400000","/utenze00/gestione_utenza_amministratore.jsp","/helpres/help_not_found.html","Gestione utenza amministratore - Gestione Utenza Amministratore","N","SYSTEM","SYSTEM","1"
"0023100000","/doccont00/stampa_registro_annotazione_spesa_pgiro.jsp","/helpres/help_not_found.html","Stampa registro annotazione spesa pgiro -  <%= bp.getJSPTitle() %> ","N","SYSTEM","SYSTEM","1"
"0023200000","/doccont00/stampa_registro_obbligazioni.jsp","/helpres/help_not_found.html","Stampa registro obbligazioni - Stampa Registro Obbligazioni","N","SYSTEM","SYSTEM","1"
"0023300000","/doccont00/stampa_scadenzario_accertamenti.jsp","/helpres/help_not_found.html","Stampa scadenzario accertamenti - Stampa Scadenzario Accertamenti","N","SYSTEM","SYSTEM","1"
"0023400000","/doccont00/stampa_scadenzario_obbligazioni.jsp","/helpres/help_not_found.html","Stampa scadenzario obbligazioni - Stampa Scadenzario Obbligazioni","N","SYSTEM","SYSTEM","1"
"0023500000","/missioni00/tipo_missione.jsp","/helpres/help_not_found.html","Tipo missione - Tipo Missione","N","SYSTEM","SYSTEM","1"
"100000013","/incarichi00/incarichi_richiesta.jsp","http://servizi.si.cnr.it/wiki/index.php/Verifica_di_Professionalit%C3%A0_Interne","Verifica Professionalita Interne","Y","SYSTEM","SYSTEM","1"
"100000006","/pdg01/var_stanz_res.jsp","/helpres/200 - 40 preventivi - piano di gestione - variazioni allo stanziamento residuo.htm","Variazioni allo stanziamento residuo","N","SYSTEM","SYSTEM","1"
"100000009","/inventario00/aggiornamento_inventario.jsp","http://servizi.si.cnr.it/wiki/index.php/Aggiornamento","Aggiorn. Inventario - Aggiornamento Inventario","Y","SYSTEM","SYSTEM","1"
"100000020","/progettiric00/progetto_ricerca_commesse.jsp","http://servizi.si.cnr.it/wiki/index.php/Anagrafica_Progetti","Aggiorn. Inventario - Aggiornamento Inventario","Y","SYSTEM","SYSTEM","1"
"100000025","/docamm00/ricerca_documenti_amministrativi_fatturazione_elettronica.jsp","http://servizi.si.cnr.it/wiki/index.php/Fattura_Elettronica_Attiva","Fattura attiva -  <%=(bp.getModel() instanceof Nota_di_credito_attivaBulk) ?""Nota di Credito"":(bp.getModel() instanceof Nota_di_debito_attivaBulk)?""Nota di Debito"":""Fattura Attiva""%>","Y","SYSTEM","SYSTEM","1"
"100000022","/config00/ass_ev_siope.jsp","http://servizi.si.cnr.it/wiki/index.php/Associazioni_Voci","Aggiorn. Inventario - Aggiornamento Inventario","Y","SYSTEM","SYSTEM","1"
"100000023","/config00/ass_tipologia_istat_siope.jsp","http://servizi.si.cnr.it/wiki/index.php/Associazioni_Voci","Aggiorn. Inventario - Aggiornamento Inventario","Y","SYSTEM","SYSTEM","1"
"100000024","/docamm00/fattura_passiva_elettronica.jsp","http://servizi.si.cnr.it/wiki/index.php/Fattura_Elettronica_Passiva","Fattura passiva -  <%=(bp.getModel() instanceof Nota_di_creditoBulk) ?""Nota di Credito"":(bp.getModel() instanceof Nota_di_debitoBulk)?""Nota di Debito"":""Fattura Passiva""%>","Y","SYSTEM","SYSTEM","1"
"100000021","/progettiric00/progetto_ricerca.jsp","http://servizi.si.cnr.it/wiki/index.php/Anagrafica_Area_Progettuale","Aggiorn. Inventario - Aggiornamento Inventario","Y","SYSTEM","SYSTEM","1"
"0000700000","/config00/ass_cap_spesa_cds_conto_econom_costo.jsp","http://servizi.si.cnr.it/wiki/index.php/Associazioni_Voci","Ass cap spesa cds conto econom costo - Associazione Cap. Spesa Cds - Conto EP Costo","Y","SYSTEM","SYSTEM","1"
"0000800000","/config00/ass_cap_spesa_cds_tipo_intervento.jsp","/helpres/100 - 49 configurazione - piano dei conti finanziario - associazioni.htm","Ass cap spesa cds tipo intervento - Associazione Cap. Spesa CDS - Tipologia di intervento","N","SYSTEM","SYSTEM","1"
"0000900000","/config00/ass_cap_spesa_cnr_natura_cap_entrata_cds.jsp","http://servizi.si.cnr.it/wiki/index.php/Piano_dei_conti_finanziario","Ass cap spesa cnr natura cap entrata cds - Associazione Cap. Spesa CNR - Natura - Cap. Entrata CDS","Y","SYSTEM","SYSTEM","1"
"0001000000","/config00/ass_cdp_ev_col_pdg.jsp","/helpres/help_not_found.html","Ass cdp ev col pdg - Configurazione associazione Cap. Spesa CDS personale - Colonna Pdg","N","SYSTEM","SYSTEM","1"
"0001100000","/inventario00/ass_inv_bene_fattura.jsp","/helpres/help_not_found.html","Ass inv bene fattura - Associa Righe Fattura - Beni","N","SYSTEM","SYSTEM","1"
"0001200000","/inventario00/ass_inventario_uo.jsp","/helpres/help_not_found.html","Ass inventario uo - Associazioni tipo linea attivita - CDR","N","SYSTEM","SYSTEM","1"
"0001300000","/compensi00/ass_ti_rapp_ti_tratt.jsp","/helpres/400 - 66 documenti amministrativi spesa - tabelle di riferimento Compensi - registra Ass Tipo Tratt - Tipo Rapp.htm","Ass ti rapp ti tratt - Associazione Tipo Rapporto/Tipo Trattamento","N","SYSTEM","SYSTEM","1"
"0001400000","/config00/ass_tipo_la_cdr.jsp","/helpres/help_not_found.html","Ass tipo la cdr - Associazioni tipo linea attivita - CDR","N","SYSTEM","SYSTEM","1"
"0001500000","/config00/ass_titolo_cnr_titolo_cds.jsp","http://servizi.si.cnr.it/wiki/index.php/Piano_dei_conti_finanziario","Ass titolo cnr titolo cds - Associazione Titolo Spesa CNR - Titolo Spesa CDS","Y","SYSTEM","SYSTEM","1"
"0001600000","/docamm00/attivita.jsp","/helpres/help_not_found.html","Attivita - Codici Attivita ","N","SYSTEM","SYSTEM","1"
"0001700000","/docamm00/beneservizio.jsp","/helpres/110 - 40 configurazione - tabelle riferimento fatture - beni e servizi.htm","Beneservizio - Bene Servizio","N","SYSTEM","SYSTEM","1"
"0001800000","/prevent00/bilancio_prev_cds_det_etr.jsp","/helpres/200 - 65  preventivi - bilancio preventivo - preventivo cds.htm","Bilancio prev cds det etr - Dettagli bilancio / ENTRATE","N","SYSTEM","SYSTEM","1"
"0001900000","/prevent00/bilancio_prev_cds_det_spe.jsp","/helpres/200 - 65  preventivi - bilancio preventivo - preventivo cds.htm","Bilancio prev cds det spe - Dettagli bilancio / SPESE","N","SYSTEM","SYSTEM","1"
"0002000000","/prevent00/bilancio_prev_cnr_det_etr.jsp","/helpres/200 - 60  preventivi - bilancio preventivo - preventivo cnr.htm","Bilancio prev cnr det etr - Dettagli bilancio / ENTRATE","N","SYSTEM","SYSTEM","1"
"0002100000","/prevent00/bilancio_prev_cnr_det_spe.jsp","/helpres/200 - 60  preventivi - bilancio preventivo - preventivo cnr.htm","Bilancio prev cnr det spe - Dettagli bilancio / SPESE","N","SYSTEM","SYSTEM","1"
"0002200000","/docamm00/cambio.jsp","/helpres/110 - 30 configurazione - tabelle riferimento fatture - cambio.htm","Cambio - Cambio ","N","SYSTEM","SYSTEM","1"
"0002300000","/utenze00/cambio_password.jsp","/helpres/help_not_found.html","Cambio password - Cambio password","N","SYSTEM","SYSTEM","1"
"0002400000","/config00/capoconto_fin.jsp","/helpres/help_not_found.html","Capoconto fin - Categoria Economica/Finanziaria","N","SYSTEM","SYSTEM","1"
"0002500000","/inventario00/carico_inventario.jsp","http://servizi.si.cnr.it/wiki/index.php/Carico_Inventario","CaricoInventario - Carico Inventario","Y","SYSTEM","SYSTEM","1"
"0002600000","/docamm00/categoriabene.jsp","/helpres/help_not_found.html","Categoriabene - Categoria Bene","N","SYSTEM","SYSTEM","1"
"0002700000","/preventvar00/causale_var_bilancio.jsp","/helpres/help_not_found.html","Causale var bilancio - Causale Variazione Bilancio","N","SYSTEM","SYSTEM","1"
"0002800000","/config00/cdr.jsp","/helpres/100 - 28 configurazione - struttura organizzativa - gestione dei centri di responsabilita.htm","Cdr - Gestione CDR","N","SYSTEM","SYSTEM","1"
"0002900000","/anagraf00/classificazione_anag.jsp","/helpres/help_not_found.html","Classificazione anag - Classificazione anagrafica","N","SYSTEM","SYSTEM","1"
"0003000000","/compensi00/compenso.jsp","/helpres/400 - 60 documenti amministrativi spesa - compenso - registra compenso.htm","Compenso - Compenso","N","SYSTEM","SYSTEM","1"
"0003100000","/anagraf00/comuni_esteri.jsp","/helpres/help_not_found.html","Comuni esteri - Comuni Esteri","N","SYSTEM","SYSTEM","1"
"0003200000","/inventario00/condizione_bene.jsp","/helpres/help_not_found.html","Condizione bene - Condizione Bene","N","SYSTEM","SYSTEM","1"
"0003300000","/docamm00/condizione_consegna.jsp","/helpres/help_not_found.html","CondizioneConsegna - Condizione Consegna","N","SYSTEM","SYSTEM","1"
"0003400000","/pdg00/costi_dipendente_mensile.jsp","/helpres/700 - 62 Costi Personale Mensili.pdf","Costi dipendente - Costi del personale Mensili","N","SYSTEM","SYSTEM","1"
"0003500000","/pdg00/costo_del_dipendente.jsp","/helpres/200 - 38 preventivi - piano di gestione - modifica costi del personale.htm","Costo del dipendente - Costi del personale","N","SYSTEM","SYSTEM","1"
"0003600000","/pdg00/del_per_linea_attivita.jsp","/helpres/help_not_found.html","Del per linea attivita -  Eliminazione dettagli per linea di attivita","N","SYSTEM","SYSTEM","1"
"0003700000","/compensi00/detrazioni_familiari.jsp","/helpres/400 - 65 documenti amministrativi spesa - tabelle di riferimento Compensi - registra Detrazioni Familiari.htm","Detrazioni familiari - Detrazioni Familiari","N","SYSTEM","SYSTEM","1"
"0003900000","/fondiric00/dettagli_fondi_ricerca.jsp","/helpres/100 - 82 configurazione - fondi di ricerca - tabelle di riferimento.htm","Dettagli fondi ricerca - Dettagli Fondo di Ricerca","N","SYSTEM","SYSTEM","1"
"0004000000","/docamm00/documento_attivo.jsp","/helpres/500 - 30 documenti amministrativi entrata - generico di entrata - registra generico attivo.htm","Documento attivo - Documento generico attivo","N","SYSTEM","SYSTEM","1"
"0004100000","/docamm00/documento_passivo.jsp","/helpres/400 - 30 documenti amministrativi spesa - generico di spesa - registra generico.htm","Documento passivo - Documento generico passivo","N","SYSTEM","SYSTEM","1"
"0004300000","/docamm00/fattura_attiva.jsp","http://servizi.si.cnr.it/wiki/index.php/Fattura_Attiva_Gestione","Fattura attiva -  <%=(bp.getModel() instanceof Nota_di_credito_attivaBulk) ?""Nota di Credito"":(bp.getModel() instanceof Nota_di_debito_attivaBulk)?""Nota di Debito"":""Fattura Attiva""%>","Y","SYSTEM","SYSTEM","1"
"0004400000","/docamm00/fattura_passiva.jsp","http://servizi.si.cnr.it/wiki/index.php/Fattura_Passiva_Gestione","Fattura passiva -  <%=(bp.getModel() instanceof Nota_di_creditoBulk) ?""Nota di Credito"":(bp.getModel() instanceof Nota_di_debitoBulk)?""Nota di Debito"":""Fattura Passiva""%>","Y","SYSTEM","SYSTEM","1"
"0004500000","/fondecon00/fondo_economale.jsp","/helpres/600 - 50 fondo economale - creazione.htm","Fondo economale - Fondo Economale","N","SYSTEM","SYSTEM","1"
"0004600000","/fondecon00/fondo_spesa.jsp","/helpres/600 - 60 fondo economale - gestione delle spese.htm","Fondo spesa - Spesa del Fondo Economale","N","SYSTEM","SYSTEM","1"
"0004700000","/util/form_albero.jsp","/helpres/help_not_found.html","Form albero - Risultato ricerca","N","SYSTEM","SYSTEM","1"
"0004800000","/util/form_lista.jsp","/helpres/help_not_found.html","Form lista - Risultato ricerca","N","SYSTEM","SYSTEM","1"
"0004900000","/utenze00/form_login.jsp","/helpres/000 - 10 identificazione nel sistema.htm","Form login - Login","N","SYSTEM","SYSTEM","1"
"0005000000","/util/form_option.jsp","/helpres/help_not_found.html","Form option - Informazione","N","SYSTEM","SYSTEM","1"
"0005100000","/util/form_ricerca_libera.jsp","/helpres/help_not_found.html","Form ricerca libera - Ricerca guidata","N","SYSTEM","SYSTEM","1"
"0005200000","/utenze00/form_traced_login.jsp","/helpres/help_not_found.html","Form traced login - Login","N","SYSTEM","SYSTEM","1"
"0023600000","/pdg00/costi_dipendente.jsp","/helpres/700 - 63 Costi Personale Previsionali.pdf","Costi dipendente - Costi del personale Previsionali","N","SYSTEM","SYSTEM","1"
"100000010","/inventario00/trasferimento_inventario.jsp","http://servizi.si.cnr.it/wiki/index.php/Trasferimento_Inventario","Trasf. Inventario - Trasferimento Inventario","Y","SYSTEM","SYSTEM","1"
"100000011","/inventario00/stampa_registro_inventario.jsp","http://servizi.si.cnr.it/wiki/index.php/Stampa_registro_inventario","Stampa Reg. Inv - Stampa Registro Inventario","Y","SYSTEM","SYSTEM","1"
"100000012","/inventario00/stampa_beni_senza_utilizzatori.jsp","http://servizi.si.cnr.it/wiki/index.php/Stampa_beni_senza_utilizzatori","Stampa Beni senza Util. - Stampa Beni senza Utilizzatori","Y","SYSTEM","SYSTEM","1"
"100000019","/pdg00/firma_digitale_variazione_pdg.jsp","/SIGLA/helpres/Istruzioni Firma Digitale 1.2..pdf","Aggiorn. Inventario - Aggiornamento Inventario","Y","SYSTEM","SYSTEM","1"
"0009990000","/breports/offline_print_report.jsp","/helpres/offline_print_report.pdf","Gestione lancio stampe","N","SYSTEM","SYSTEM","1"
"1000000000","/config00/contratti.jsp","/helpres/120 - 11 configurazione - repertorio contratti.htm","Repertorio contratti","N","SYSTEM","SYSTEM","1"
"100000008","/doccont00/obbligazione_modifica.jsp","/helpres/700 - 60 Variazioni impegni residui.pdf","Variazioni agli impegni residui","N","SYSTEM","SYSTEM","1"
"100000001","/prevent01/pdg_aggregato_modulo.jsp","/helpres/700 - 59 Piano di gestione Preliminare.pdf","Piano di gestione Preliminare","N","SYSTEM","SYSTEM","1"
"100000002","/prevent01/pdg_modulo_entrate.jsp","/helpres/700 - 59 Piano di gestione Preliminare.pdf","Piano di gestione Preliminare","N","SYSTEM","SYSTEM","1"
"100000003","/prevent01/dettaglio_modulo_costi.jsp","/helpres/700 - 59 Piano di gestione Preliminare.pdf","Piano di gestione Preliminare","N","SYSTEM","SYSTEM","1"
"100000004","/prevent01/stato_cdr_pdgp.jsp","/helpres/700 - 59 Piano di gestione Preliminare.pdf","Piano di gestione Preliminare","N","SYSTEM","SYSTEM","1"
"100000005","/pdg00/piano_riparto_spese_accentrate.jsp","/helpres/700 - 59 Piano di gestione Preliminare.pdf","Piano di gestione Preliminare","N","SYSTEM","SYSTEM","1"
"0022600000","/doccont00/stampa_giornale_mandati.jsp","/helpres/help_not_found.html","Stampa giornale mandati - Stampa Giornale dei Mandati","N","SYSTEM","SYSTEM","1"
"0022700000","/doccont00/stampa_giornale_reversali.jsp","/helpres/help_not_found.html","Stampa giornale reversali - Stampa Giornale delle Reversali","N","SYSTEM","SYSTEM","1"
"0022800000","/config00/stampa_pdc_fin_spese.jsp","/helpres/help_not_found.html","Stampa pdc fin spese - Stampa Piano dei Conti Finanziario - Spese CDS","N","SYSTEM","SYSTEM","1"
"0022900000","/doccont00/stampa_registro_accertamenti.jsp","/helpres/help_not_found.html","Stampa registro accertamenti - Stampa Registro Accertamenti","N","SYSTEM","SYSTEM","1"
"0023000000","/doccont00/stampa_registro_annotazione_entrate_pgiro.jsp","/helpres/help_not_found.html","Stampa registro annotazione entrate pgiro -  <%= bp.getJSPTitle() %> ","N","SYSTEM","SYSTEM","1"
