"cd_catastale","ds_comune","cd_provincia","aliquota","im_inferiore","im_superiore"
"C152","CASTELLEONE DI SUASA","AN","0.750000","55000.01","75000.00"
"C152","CASTELLEONE DI SUASA","AN","0.800000","75000.01","999999999.99"
"C160","CASTELLETTO MERLI","AL","0.200000","0.00","15000.00"
"C160","CASTELLETTO MERLI","AL","0.400000","15000.01","28000.00"
"C160","CASTELLETTO MERLI","AL","0.600000","28000.01","55000.00"
"C160","CASTELLETTO MERLI","AL","0.790000","55000.01","75000.00"
"C160","CASTELLETTO MERLI","AL","0.800000","75000.01","999999999.99"
"C166","CASTELLETTO SOPRA TICINO","NO","0.350000","0.00","15000.00"
"C166","CASTELLETTO SOPRA TICINO","NO","0.400000","15000.01","28000.00"
"C166","CASTELLETTO SOPRA TICINO","NO","0.650000","28000.01","55000.00"
"C166","CASTELLETTO SOPRA TICINO","NO","0.750000","55000.01","75000.00"
"C166","CASTELLETTO SOPRA TICINO","NO","0.800000","75000.01","999999999.99"
"C181","CASTELVECCANA","VA","0.200000","0.00","15000.00"
"C181","CASTELVECCANA","VA","0.300000","15000.01","28000.00"
"C181","CASTELVECCANA","VA","0.400000","28000.01","55000.00"
"C181","CASTELVECCANA","VA","0.500000","55000.01","75000.00"
"C181","CASTELVECCANA","VA","0.600000","75000.01","999999999.99"
"C190","CASTELLO DI GODEGO","TV","0.400000","0.00","15000.00"
"C190","CASTELLO DI GODEGO","TV","0.450000","15000.01","28000.00"
"C190","CASTELLO DI GODEGO","TV","0.700000","28000.01","55000.00"
"C190","CASTELLO DI GODEGO","TV","0.780000","55000.01","75000.00"
"C190","CASTELLO DI GODEGO","TV","0.800000","75000.01","999999999.99"
"C203","CASTEL MADAMA","RM","0.700000","0.00","15000.00"
"C203","CASTEL MADAMA","RM","0.750000","15000.01","28000.00"
"C203","CASTEL MADAMA","RM","0.780000","28000.01","55000.00"
"C203","CASTEL MADAMA","RM","0.790000","55000.01","75000.00"
"C203","CASTEL MADAMA","RM","0.800000","75000.01","999999999.99"
"C204","CASTEL MAGGIORE","BO","0.400000","0.00","15000.00"
"C204","CASTEL MAGGIORE","BO","0.500000","15000.01","28000.00"
"C204","CASTEL MAGGIORE","BO","0.650000","28000.01","55000.00"
"C204","CASTEL MAGGIORE","BO","0.750000","55000.01","75000.00"
"C204","CASTEL MAGGIORE","BO","0.800000","75000.01","999999999.99"
"C220","CASTELNUOVO BOZZENTE","CO","0.750000","0.00","15000.00"
"C220","CASTELNUOVO BOZZENTE","CO","0.770000","15000.01","28000.00"
"C220","CASTELNUOVO BOZZENTE","CO","0.780000","28000.01","55000.00"
"C220","CASTELNUOVO BOZZENTE","CO","0.790000","55000.01","75000.00"
"C220","CASTELNUOVO BOZZENTE","CO","0.800000","75000.01","999999999.99"
"C248","CASTELPLANIO","AN","0.400000","0.00","15000.00"
"C248","CASTELPLANIO","AN","0.500000","15000.01","28000.00"
"C248","CASTELPLANIO","AN","0.600000","28000.01","55000.00"
"C248","CASTELPLANIO","AN","0.750000","55000.01","75000.00"
"C248","CASTELPLANIO","AN","0.800000","75000.01","999999999.99"
"C255","CASTEL ROZZONE","BG","0.400000","0.00","15000.00"
"C255","CASTEL ROZZONE","BG","0.500000","15000.01","28000.00"
"C255","CASTEL ROZZONE","BG","0.700000","28000.01","55000.00"
"C255","CASTEL ROZZONE","BG","0.750000","55000.01","75000.00"
"C255","CASTEL ROZZONE","BG","0.800000","75000.01","999999999.99"
"C263","CASTEL SAN NICCOLO'","AR","0.550000","0.00","15000.00"
"C263","CASTEL SAN NICCOLO'","AR","0.650000","15000.01","28000.00"
"C263","CASTEL SAN NICCOLO'","AR","0.750000","28000.01","55000.00"
"C263","CASTEL SAN NICCOLO'","AR","0.780000","55000.01","75000.00"
"C263","CASTEL SAN NICCOLO'","AR","0.800000","75000.01","999999999.99"
"C265","CASTEL SAN PIETRO TERME","BO","0.550000","0.00","15000.00"
"C265","CASTEL SAN PIETRO TERME","BO","0.650000","15000.01","28000.00"
"C265","CASTEL SAN PIETRO TERME","BO","0.750000","28000.01","55000.00"
"C265","CASTEL SAN PIETRO TERME","BO","0.780000","55000.01","75000.00"
"C265","CASTEL SAN PIETRO TERME","BO","0.800000","75000.01","999999999.99"
"C266","CASTEL SAN PIETRO ROMANO","RM","0.400000","0.00","15000.00"
"C266","CASTEL SAN PIETRO ROMANO","RM","0.500000","15000.01","28000.00"
"C266","CASTEL SAN PIETRO ROMANO","RM","0.600000","28000.01","55000.00"
"C266","CASTEL SAN PIETRO ROMANO","RM","0.700000","55000.01","75000.00"
"C266","CASTEL SAN PIETRO ROMANO","RM","0.800000","75000.01","999999999.99"
"C286","CASTELVETRANO","TP","0.650000","0.00","15000.00"
"C286","CASTELVETRANO","TP","0.700000","15000.01","28000.00"
"C286","CASTELVETRANO","TP","0.750000","28000.01","55000.00"
"C286","CASTELVETRANO","TP","0.780000","55000.01","75000.00"
"C286","CASTELVETRANO","TP","0.800000","75000.01","999999999.99"
"C292","CASTENASO","BO","0.450000","0.00","15000.00"
"C292","CASTENASO","BO","0.500000","15000.01","28000.00"
"C292","CASTENASO","BO","0.750000","28000.01","55000.00"
"C292","CASTENASO","BO","0.790000","55000.01","75000.00"
"C292","CASTENASO","BO","0.800000","75000.01","999999999.99"
"C293","CASTENEDOLO","BS","0.400000","0.00","15000.00"
"C293","CASTENEDOLO","BS","0.500000","15000.01","28000.00"
"C293","CASTENEDOLO","BS","0.600000","28000.01","55000.00"
"C293","CASTENEDOLO","BS","0.700000","55000.01","75000.00"
"C293","CASTENEDOLO","BS","0.800000","75000.01","999999999.99"
"C304","CASTIGLIONE D'ADDA","LO","0.650000","0.00","15000.00"
"C304","CASTIGLIONE D'ADDA","LO","0.750000","15000.01","28000.00"
"C304","CASTIGLIONE D'ADDA","LO","0.780000","28000.01","55000.00"
"C304","CASTIGLIONE D'ADDA","LO","0.790000","55000.01","75000.00"
"C304","CASTIGLIONE D'ADDA","LO","0.800000","75000.01","999999999.99"
"C315","CASTIGLIONE IN TEVERINA","VT","0.200000","0.00","15000.00"
"C315","CASTIGLIONE IN TEVERINA","VT","0.320000","15000.01","28000.00"
"C315","CASTIGLIONE IN TEVERINA","VT","0.450000","28000.01","55000.00"
"C315","CASTIGLIONE IN TEVERINA","VT","0.700000","55000.01","75000.00"
"C315","CASTIGLIONE IN TEVERINA","VT","0.800000","75000.01","999999999.99"
"C343","CASTRONNO","VA","0.500000","0.00","15000.00"
"C343","CASTRONNO","VA","0.770000","15000.01","28000.00"
"C343","CASTRONNO","VA","0.780000","28000.01","55000.00"
"C343","CASTRONNO","VA","0.790000","55000.01","75000.00"
"C343","CASTRONNO","VA","0.800000","75000.01","999999999.99"
"C344","CASTRONOVO DI SICILIA","PA","0.300000","0.00","15000.00"
"C344","CASTRONOVO DI SICILIA","PA","0.400000","15000.01","28000.00"
"C344","CASTRONOVO DI SICILIA","PA","0.500000","28000.01","55000.00"
"C344","CASTRONOVO DI SICILIA","PA","0.600000","55000.01","75000.00"
"C344","CASTRONOVO DI SICILIA","PA","0.700000","75000.01","999999999.99"
"C349","CASTROVILLARI","CS","0.650000","0.00","15000.00"
"C349","CASTROVILLARI","CS","0.680000","15000.01","28000.00"
"C349","CASTROVILLARI","CS","0.750000","28000.01","55000.00"
"C349","CASTROVILLARI","CS","0.780000","55000.01","75000.00"
"C349","CASTROVILLARI","CS","0.800000","75000.01","999999999.99"
"C357","CATTOLICA","RN","0.150000","0.00","15000.00"
"C357","CATTOLICA","RN","0.250000","15000.01","28000.00"
"C357","CATTOLICA","RN","0.400000","28000.01","55000.00"
"C357","CATTOLICA","RN","0.600000","55000.01","75000.00"
"C357","CATTOLICA","RN","0.800000","75000.01","999999999.99"
"C361","CAVA DE' TIRRENI","SA","0.500000","0.00","15000.00"
"C361","CAVA DE' TIRRENI","SA","0.600000","15000.01","28000.00"
"C361","CAVA DE' TIRRENI","SA","0.750000","28000.01","55000.00"
"C361","CAVA DE' TIRRENI","SA","0.790000","55000.01","75000.00"
"C361","CAVA DE' TIRRENI","SA","0.800000","75000.01","999999999.99"
"C365","CAVAGLIO D'AGOGNA","NO","0.580000","0.00","15000.00"
"C365","CAVAGLIO D'AGOGNA","NO","0.650000","15000.01","28000.00"
"C365","CAVAGLIO D'AGOGNA","NO","0.680000","28000.01","55000.00"
"C365","CAVAGLIO D'AGOGNA","NO","0.790000","55000.01","75000.00"
"C365","CAVAGLIO D'AGOGNA","NO","0.800000","75000.01","999999999.99"
"C376","CAVALLERMAGGIORE","CN","0.550000","0.00","15000.00"
"C376","CAVALLERMAGGIORE","CN","0.680000","15000.01","28000.00"
"C376","CAVALLERMAGGIORE","CN","0.780000","28000.01","55000.00"
"C376","CAVALLERMAGGIORE","CN","0.790000","55000.01","75000.00"
"C376","CAVALLERMAGGIORE","CN","0.800000","75000.01","999999999.99"
"C385","CAVASSO NUOVO","PN","0.200000","0.00","15000.00"
"C385","CAVASSO NUOVO","PN","0.400000","15000.01","28000.00"
"C385","CAVASSO NUOVO","PN","0.500000","28000.01","55000.00"
"C385","CAVASSO NUOVO","PN","0.600000","55000.01","75000.00"
"C385","CAVASSO NUOVO","PN","0.700000","75000.01","999999999.99"
"C410","CAZZANO SANT'ANDREA","BG","0.250000","0.00","15000.00"
"C410","CAZZANO SANT'ANDREA","BG","0.350000","15000.01","28000.00"
"C410","CAZZANO SANT'ANDREA","BG","0.550000","28000.01","55000.00"
"C410","CAZZANO SANT'ANDREA","BG","0.650000","55000.01","75000.00"
"C410","CAZZANO SANT'ANDREA","BG","0.800000","75000.01","999999999.99"
"C439","CELLATICA","BS","0.150000","0.00","15000.00"
"C439","CELLATICA","BS","0.200000","15000.01","28000.00"
"C439","CELLATICA","BS","0.250000","28000.01","55000.00"
"C439","CELLATICA","BS","0.300000","55000.01","75000.00"
"C439","CELLATICA","BS","0.350000","75000.01","999999999.99"
"C443","CELLE LIGURE","SV","0.650000","0.00","15000.00"
"C443","CELLE LIGURE","SV","0.700000","15000.01","28000.00"
"C443","CELLE LIGURE","SV","0.750000","28000.01","55000.00"
"C443","CELLE LIGURE","SV","0.775000","55000.01","75000.00"
"C443","CELLE LIGURE","SV","0.800000","75000.01","999999999.99"
"C449","CELLINO ATTANASIO","TE","0.400000","0.00","15000.00"
"C449","CELLINO ATTANASIO","TE","0.500000","15000.01","28000.00"
"C449","CELLINO ATTANASIO","TE","0.600000","28000.01","55000.00"
"C449","CELLINO ATTANASIO","TE","0.700000","55000.01","75000.00"
"C449","CELLINO ATTANASIO","TE","0.800000","75000.01","999999999.99"
"C461","CENESELLI","RO","0.500000","0.00","15000.00"
"C461","CENESELLI","RO","0.600000","15000.01","28000.00"
"C461","CENESELLI","RO","0.700000","28000.01","55000.00"
"C461","CENESELLI","RO","0.750000","55000.01","75000.00"
"C461","CENESELLI","RO","0.800000","75000.01","999999999.99"
"C520","CERNOBBIO","CO","0.300000","0.00","15000.00"
"C520","CERNOBBIO","CO","0.350000","15000.01","28000.00"
"C520","CERNOBBIO","CO","0.400000","28000.01","55000.00"
"C520","CERNOBBIO","CO","0.600000","55000.01","75000.00"
"C520","CERNOBBIO","CO","0.800000","75000.01","999999999.99"
"C527","CERRETO DI SPOLETO","PG","0.600000","0.00","15000.00"
"C527","CERRETO DI SPOLETO","PG","0.650000","15000.01","28000.00"
"C527","CERRETO DI SPOLETO","PG","0.700000","28000.01","55000.00"
"C527","CERRETO DI SPOLETO","PG","0.750000","55000.01","75000.00"
"C527","CERRETO DI SPOLETO","PG","0.800000","75000.01","999999999.99"
"C532","CERRIONE","BI","0.560000","0.00","15000.00"
"C532","CERRIONE","BI","0.580000","15000.01","28000.00"
"C532","CERRIONE","BI","0.600000","28000.01","55000.00"
"C532","CERRIONE","BI","0.780000","55000.01","75000.00"
"C532","CERRIONE","BI","0.800000","75000.01","999999999.99"
"C536","CERRO AL LAMBRO","MI","0.300000","0.00","15000.00"
"C536","CERRO AL LAMBRO","MI","0.600000","15000.01","28000.00"
"H485","ROFRANO","SA","0.300000","15000.01","28000.00"
"H485","ROFRANO","SA","0.450000","28000.01","55000.00"
"H485","ROFRANO","SA","0.650000","55000.01","75000.00"
"H485","ROFRANO","SA","0.800000","75000.01","999999999.99"
"H486","ROGENO","LC","0.490000","0.00","15000.00"
"H486","ROGENO","LC","0.600000","15000.01","28000.00"
"H486","ROGENO","LC","0.700000","28000.01","55000.00"
"H486","ROGENO","LC","0.770000","55000.01","75000.00"
"H486","ROGENO","LC","0.800000","75000.01","999999999.99"
"H490","ROGLIANO","CS","0.550000","0.00","15000.00"
"H490","ROGLIANO","CS","0.720000","15000.01","28000.00"
"H490","ROGLIANO","CS","0.730000","28000.01","55000.00"
"H490","ROGLIANO","CS","0.740000","55000.01","75000.00"
"H490","ROGLIANO","CS","0.750000","75000.01","999999999.99"
"H502","ROMAGNANO SESIA","NO","0.600000","0.00","15000.00"
"H502","ROMAGNANO SESIA","NO","0.700000","15000.01","28000.00"
"H502","ROMAGNANO SESIA","NO","0.780000","28000.01","55000.00"
"H502","ROMAGNANO SESIA","NO","0.790000","55000.01","75000.00"
"H502","ROMAGNANO SESIA","NO","0.800000","75000.01","999999999.99"
"H509","ROMANO DI LOMBARDIA","BG","0.550000","0.00","15000.00"
"H509","ROMANO DI LOMBARDIA","BG","0.720000","15000.01","28000.00"
"H509","ROMANO DI LOMBARDIA","BG","0.750000","28000.01","55000.00"
"H509","ROMANO DI LOMBARDIA","BG","0.780000","55000.01","75000.00"
"H509","ROMANO DI LOMBARDIA","BG","0.800000","75000.01","999999999.99"
"H512","ROMANO D'EZZELINO","VI","0.600000","0.00","15000.00"
"H512","ROMANO D'EZZELINO","VI","0.770000","15000.01","28000.00"
"H512","ROMANO D'EZZELINO","VI","0.780000","28000.01","55000.00"
"H512","ROMANO D'EZZELINO","VI","0.790000","55000.01","75000.00"
"H512","ROMANO D'EZZELINO","VI","0.800000","75000.01","999999999.99"
"H516","ROMBIOLO","VV","0.500000","0.00","15000.00"
"H516","ROMBIOLO","VV","0.600000","15000.01","28000.00"
"H516","ROMBIOLO","VV","0.700000","28000.01","55000.00"
"H516","ROMBIOLO","VV","0.750000","55000.01","75000.00"
"H516","ROMBIOLO","VV","0.800000","75000.01","999999999.99"
"H518","ROMENTINO","NO","0.700000","0.00","15000.00"
"H518","ROMENTINO","NO","0.730000","15000.01","28000.00"
"H518","ROMENTINO","NO","0.750000","28000.01","55000.00"
"H518","ROMENTINO","NO","0.780000","55000.01","75000.00"
"H518","ROMENTINO","NO","0.800000","75000.01","999999999.99"
"H521","RONAGO","CO","0.250000","0.00","15000.00"
"H521","RONAGO","CO","0.350000","15000.01","28000.00"
"H521","RONAGO","CO","0.550000","28000.01","55000.00"
"H521","RONAGO","CO","0.750000","55000.01","75000.00"
"H521","RONAGO","CO","0.800000","75000.01","999999999.99"
"H523","RONCADE","TV","0.550000","0.00","15000.00"
"H523","RONCADE","TV","0.600000","15000.01","28000.00"
"H523","RONCADE","TV","0.650000","28000.01","55000.00"
"H523","RONCADE","TV","0.700000","55000.01","75000.00"
"H523","RONCADE","TV","0.750000","75000.01","999999999.99"
"H525","RONCADELLE","BS","0.300000","0.00","15000.00"
"H525","RONCADELLE","BS","0.400000","15000.01","28000.00"
"H525","RONCADELLE","BS","0.500000","28000.01","55000.00"
"H525","RONCADELLE","BS","0.600000","55000.01","75000.00"
"H525","RONCADELLE","BS","0.700000","75000.01","999999999.99"
"H527","RONCARO","PV","0.510000","0.00","15000.00"
"H527","RONCARO","PV","0.670000","15000.01","28000.00"
"H527","RONCARO","PV","0.720000","28000.01","55000.00"
"H527","RONCARO","PV","0.760000","55000.01","75000.00"
"H527","RONCARO","PV","0.800000","75000.01","999999999.99"
"H531","RONCHI DEI LEGIONARI","GO","0.530000","0.00","15000.00"
"H531","RONCHI DEI LEGIONARI","GO","0.540000","15000.01","28000.00"
"H531","RONCHI DEI LEGIONARI","GO","0.640000","28000.01","55000.00"
"H531","RONCHI DEI LEGIONARI","GO","0.790000","55000.01","75000.00"
"H531","RONCHI DEI LEGIONARI","GO","0.800000","75000.01","999999999.99"
"H536","RONCO SCRIVIA","GE","0.700000","0.00","15000.00"
"H536","RONCO SCRIVIA","GE","0.720000","15000.01","28000.00"
"H536","RONCO SCRIVIA","GE","0.750000","28000.01","55000.00"
"H536","RONCO SCRIVIA","GE","0.790000","55000.01","75000.00"
"H536","RONCO SCRIVIA","GE","0.800000","75000.01","999999999.99"
"H544","RONCOLA","BG","0.300000","0.00","15000.00"
"H544","RONCOLA","BG","0.400000","15000.01","28000.00"
"H544","RONCOLA","BG","0.420000","28000.01","55000.00"
"H544","RONCOLA","BG","0.450000","55000.01","75000.00"
"H544","RONCOLA","BG","0.500000","75000.01","999999999.99"
"H549","RONSECCO","VC","0.400000","0.00","15000.00"
"H549","RONSECCO","VC","0.500000","15000.01","28000.00"
"H549","RONSECCO","VC","0.600000","28000.01","55000.00"
"H549","RONSECCO","VC","0.700000","55000.01","75000.00"
"H549","RONSECCO","VC","0.800000","75000.01","999999999.99"
"H570","ROSIGNANO MARITTIMO","LI","0.440000","0.00","15000.00"
"H570","ROSIGNANO MARITTIMO","LI","0.450000","15000.01","28000.00"
"H570","ROSIGNANO MARITTIMO","LI","0.600000","28000.01","55000.00"
"H570","ROSIGNANO MARITTIMO","LI","0.790000","55000.01","75000.00"
"H570","ROSIGNANO MARITTIMO","LI","0.800000","75000.01","999999999.99"
"H579","ROSSANO","CS","0.400000","0.00","15000.00"
"H579","ROSSANO","CS","0.600000","15000.01","28000.00"
"H579","ROSSANO","CS","0.700000","28000.01","55000.00"
"H579","ROSSANO","CS","0.750000","55000.01","75000.00"
"H579","ROSSANO","CS","0.800000","75000.01","999999999.99"
"H614","ROVESCALA","PV","0.600000","0.00","15000.00"
"H614","ROVESCALA","PV","0.650000","15000.01","28000.00"
"H614","ROVESCALA","PV","0.700000","28000.01","55000.00"
"H614","ROVESCALA","PV","0.750000","55000.01","75000.00"
"H614","ROVESCALA","PV","0.800000","75000.01","999999999.99"
"H622","ROVOLON","PD","0.450000","0.00","15000.00"
"H622","ROVOLON","PD","0.550000","15000.01","28000.00"
"H622","ROVOLON","PD","0.650000","28000.01","55000.00"
"H622","ROVOLON","PD","0.750000","55000.01","75000.00"
"H622","ROVOLON","PD","0.800000","75000.01","999999999.99"
"H625","RUBANO","PD","0.500000","0.00","15000.00"
"H625","RUBANO","PD","0.600000","15000.01","28000.00"
"H625","RUBANO","PD","0.750000","28000.01","55000.00"
"H625","RUBANO","PD","0.760000","55000.01","75000.00"
"H625","RUBANO","PD","0.770000","75000.01","999999999.99"
"H628","RUBIERA","RE","0.450000","0.00","15000.00"
"H628","RUBIERA","RE","0.500000","15000.01","28000.00"
"H628","RUBIERA","RE","0.780000","28000.01","55000.00"
"H628","RUBIERA","RE","0.790000","55000.01","75000.00"
"H628","RUBIERA","RE","0.800000","75000.01","999999999.99"
"H635","RUFINA","FI","0.500000","0.00","15000.00"
"H635","RUFINA","FI","0.550000","15000.01","28000.00"
"H635","RUFINA","FI","0.650000","28000.01","55000.00"
"H635","RUFINA","FI","0.750000","55000.01","75000.00"
"H635","RUFINA","FI","0.800000","75000.01","999999999.99"
"H642","RUSSI","RA","0.500000","0.00","15000.00"
"H642","RUSSI","RA","0.600000","15000.01","28000.00"
"H642","RUSSI","RA","0.700000","28000.01","55000.00"
"H642","RUSSI","RA","0.790000","55000.01","75000.00"
"H642","RUSSI","RA","0.800000","75000.01","999999999.99"
"H643","RUTIGLIANO","BA","0.650000","0.00","15000.00"
"H643","RUTIGLIANO","BA","0.700000","15000.01","28000.00"
"H643","RUTIGLIANO","BA","0.750000","28000.01","55000.00"
"H643","RUTIGLIANO","BA","0.780000","55000.01","75000.00"
"H643","RUTIGLIANO","BA","0.800000","75000.01","999999999.99"
"H652","SABBIONETA","MN","0.600000","0.00","15000.00"
"H652","SABBIONETA","MN","0.650000","15000.01","28000.00"
"H652","SABBIONETA","MN","0.750000","28000.01","55000.00"
"H652","SABBIONETA","MN","0.780000","55000.01","75000.00"
"H652","SABBIONETA","MN","0.800000","75000.01","999999999.99"
"H655","SACCOLONGO","PD","0.400000","0.00","15000.00"
"H655","SACCOLONGO","PD","0.600000","15000.01","28000.00"
"H655","SACCOLONGO","PD","0.700000","28000.01","55000.00"
"H655","SACCOLONGO","PD","0.750000","55000.01","75000.00"
"H655","SACCOLONGO","PD","0.800000","75000.01","999999999.99"
"H657","SACILE","PN","0.450000","0.00","15000.00"
"H657","SACILE","PN","0.500000","15000.01","28000.00"
"H657","SACILE","PN","0.550000","28000.01","55000.00"
"H657","SACILE","PN","0.600000","55000.01","75000.00"
"H657","SACILE","PN","0.700000","75000.01","999999999.99"
"H678","SALA BOLOGNESE","BO","0.550000","0.00","15000.00"
"H678","SALA BOLOGNESE","BO","0.600000","15000.01","28000.00"
"H678","SALA BOLOGNESE","BO","0.620000","28000.01","55000.00"
"H678","SALA BOLOGNESE","BO","0.790000","55000.01","75000.00"
"H678","SALA BOLOGNESE","BO","0.800000","75000.01","999999999.99"
"H691","SALASSA","TO","0.300000","0.00","15000.00"
"H691","SALASSA","TO","0.400000","15000.01","28000.00"
"H691","SALASSA","TO","0.650000","28000.01","55000.00"
"H691","SALASSA","TO","0.750000","55000.01","75000.00"
"H691","SALASSA","TO","0.800000","75000.01","999999999.99"
"H694","SALE","AL","0.400000","0.00","15000.00"
"H694","SALE","AL","0.500000","15000.01","28000.00"
"H694","SALE","AL","0.600000","28000.01","55000.00"
"H694","SALE","AL","0.700000","55000.01","75000.00"
"H694","SALE","AL","0.800000","75000.01","999999999.99"
"H699","SALE MARASINO","BS","0.450000","0.00","15000.00"
"H699","SALE MARASINO","BS","0.550000","15000.01","28000.00"
"H699","SALE MARASINO","BS","0.650000","28000.01","55000.00"
"H699","SALE MARASINO","BS","0.750000","55000.01","75000.00"
"H699","SALE MARASINO","BS","0.800000","75000.01","999999999.99"
"H702","SALERANO CANAVESE","TO","0.500000","0.00","15000.00"
"H702","SALERANO CANAVESE","TO","0.510000","15000.01","28000.00"
"H702","SALERANO CANAVESE","TO","0.520000","28000.01","55000.00"
"H702","SALERANO CANAVESE","TO","0.530000","55000.01","75000.00"
"H702","SALERANO CANAVESE","TO","0.800000","75000.01","999999999.99"
"H726","SALUSSOLA","BI","0.200000","0.00","15000.00"
"H726","SALUSSOLA","BI","0.400000","15000.01","28000.00"
"H726","SALUSSOLA","BI","0.410000","28000.01","55000.00"
"H726","SALUSSOLA","BI","0.420000","55000.01","75000.00"
"H726","SALUSSOLA","BI","0.430000","75000.01","999999999.99"
"H727","SALUZZO","CN","0.550000","0.00","15000.00"
"H727","SALUZZO","CN","0.600000","15000.01","28000.00"
"H727","SALUZZO","CN","0.700000","28000.01","55000.00"
"H727","SALUZZO","CN","0.750000","55000.01","75000.00"
"H727","SALUZZO","CN","0.800000","75000.01","999999999.99"
"H736","SAMARATE","VA","0.650000","0.00","15000.00"
"H736","SAMARATE","VA","0.660000","15000.01","28000.00"
"H736","SAMARATE","VA","0.670000","28000.01","55000.00"
"H736","SAMARATE","VA","0.740000","55000.01","75000.00"
"H736","SAMARATE","VA","0.750000","75000.01","999999999.99"
"H753","SAMONE","TO","0.500000","0.00","15000.00"
"H753","SAMONE","TO","0.600000","15000.01","28000.00"
"H753","SAMONE","TO","0.650000","28000.01","55000.00"
"H753","SAMONE","TO","0.750000","55000.01","75000.00"
"H753","SAMONE","TO","0.800000","75000.01","999999999.99"
"H778","SAN BIAGIO PLATANI","AG","0.560000","0.00","15000.00"
"H778","SAN BIAGIO PLATANI","AG","0.570000","15000.01","28000.00"
"H778","SAN BIAGIO PLATANI","AG","0.580000","28000.01","55000.00"
"H778","SAN BIAGIO PLATANI","AG","0.590000","55000.01","75000.00"
"H778","SAN BIAGIO PLATANI","AG","0.600000","75000.01","999999999.99"
"H781","SAN BIAGIO DI CALLALTA","TV","0.450000","0.00","15000.00"
"H781","SAN BIAGIO DI CALLALTA","TV","0.500000","15000.01","28000.00"
"H781","SAN BIAGIO DI CALLALTA","TV","0.650000","28000.01","55000.00"
"H781","SAN BIAGIO DI CALLALTA","TV","0.700000","55000.01","75000.00"
"H781","SAN BIAGIO DI CALLALTA","TV","0.750000","75000.01","999999999.99"
"H791","SAN CASCIANO IN VAL DI PESA","FI","0.600000","0.00","15000.00"
"A751","BELLINZAGO LOMBARDO","MI","0.500000","15000.01","28000.00"
"A751","BELLINZAGO LOMBARDO","MI","0.550000","28000.01","55000.00"
"A751","BELLINZAGO LOMBARDO","MI","0.600000","55000.01","75000.00"
"A751","BELLINZAGO LOMBARDO","MI","0.650000","75000.01","999999999.99"
"A757","BELLUNO","BL","0.720000","0.00","15000.00"
"A757","BELLUNO","BL","0.730000","15000.01","28000.00"
"A757","BELLUNO","BL","0.780000","28000.01","55000.00"
"A757","BELLUNO","BL","0.790000","55000.01","75000.00"
"A757","BELLUNO","BL","0.800000","75000.01","999999999.99"
"A759","BELLUSCO","MB","0.550000","0.00","15000.00"
"A759","BELLUSCO","MB","0.600000","15000.01","28000.00"
"A759","BELLUSCO","MB","0.650000","28000.01","55000.00"
"A759","BELLUSCO","MB","0.750000","55000.01","75000.00"
"A759","BELLUSCO","MB","0.800000","75000.01","999999999.99"
"A773","BELVEDERE MARITTIMO","CS","0.400000","0.00","15000.00"
"A773","BELVEDERE MARITTIMO","CS","0.500000","15000.01","28000.00"
"A773","BELVEDERE MARITTIMO","CS","0.600000","28000.01","55000.00"
"A773","BELVEDERE MARITTIMO","CS","0.700000","55000.01","75000.00"
"A773","BELVEDERE MARITTIMO","CS","0.800000","75000.01","999999999.99"
"A785","BENTIVOGLIO","BO","0.400000","0.00","15000.00"
"A785","BENTIVOGLIO","BO","0.500000","15000.01","28000.00"
"A785","BENTIVOGLIO","BO","0.550000","28000.01","55000.00"
"A785","BENTIVOGLIO","BO","0.600000","55000.01","75000.00"
"A785","BENTIVOGLIO","BO","0.700000","75000.01","999999999.99"
"A796","BERGEGGI","SV","0.100000","0.00","15000.00"
"A796","BERGEGGI","SV","0.200000","15000.01","28000.00"
"A796","BERGEGGI","SV","0.300000","28000.01","55000.00"
"A796","BERGEGGI","SV","0.600000","55000.01","75000.00"
"A796","BERGEGGI","SV","0.800000","75000.01","999999999.99"
"A799","BERLINGO","BS","0.300000","0.00","15000.00"
"A799","BERLINGO","BS","0.500000","15000.01","28000.00"
"A799","BERLINGO","BS","0.700000","28000.01","55000.00"
"A799","BERLINGO","BS","0.750000","55000.01","75000.00"
"A799","BERLINGO","BS","0.800000","75000.01","999999999.99"
"A802","BERNAREGGIO","MB","0.300000","0.00","15000.00"
"A802","BERNAREGGIO","MB","0.400000","15000.01","28000.00"
"A802","BERNAREGGIO","MB","0.600000","28000.01","55000.00"
"A802","BERNAREGGIO","MB","0.700000","55000.01","75000.00"
"A802","BERNAREGGIO","MB","0.800000","75000.01","999999999.99"
"A805","BERNEZZO","CN","0.600000","0.00","15000.00"
"A805","BERNEZZO","CN","0.610000","15000.01","28000.00"
"A805","BERNEZZO","CN","0.780000","28000.01","55000.00"
"A805","BERNEZZO","CN","0.790000","55000.01","75000.00"
"A805","BERNEZZO","CN","0.800000","75000.01","999999999.99"
"A810","BERTIOLO","UD","0.550000","0.00","15000.00"
"A810","BERTIOLO","UD","0.600000","15000.01","28000.00"
"A810","BERTIOLO","UD","0.650000","28000.01","55000.00"
"A810","BERTIOLO","UD","0.700000","55000.01","75000.00"
"A810","BERTIOLO","UD","0.750000","75000.01","999999999.99"
"A816","BERZO DEMO","BS","0.400000","0.00","15000.00"
"A816","BERZO DEMO","BS","0.500000","15000.01","28000.00"
"A816","BERZO DEMO","BS","0.600000","28000.01","55000.00"
