"cd_categoria_gruppo","ds_categoria_gruppo","fl_gestione_inventario","fl_gestione_magazzino","fl_ammortamento","cd_proprio","livello","data_cancellazione","dacr","utcr","duva","utuv","pg_ver_rec","cd_categoria_padre","fl_gestione_targa","fl_gestione_seriale"
"3.850","APPARECCHIATURE ED IMPIANTI PER PONTI RADIO.","Y","Y","Y","850","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:52.000","SYSTEM","1","3","N","N"
"3.1201","APPARECCHIATURE PER CINEMATOGRAFIA","Y","Y","Y","1201","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:52.000","SYSTEM","1","3","N","N"
"3.1161","APPARECCHIATURE TELEVISIVE","Y","Y","Y","1161","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:52.000","SYSTEM","1","3","N","N"
"3.801","APPARECCHI PER METEREOLOGIA","Y","Y","Y","801","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:52.000","SYSTEM","1","3","N","N"
"3.121","AGGRAFFATRICI","Y","Y","Y","121","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:52.000","SYSTEM","1","3","N","N"
"3.5362","ACCESSORI PER ISTOLOGIA","Y","Y","Y","5362","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:52.000","SYSTEM","1","3","N","N"
"3.5443","ACCESSORI PER MICROSCOPI","Y","Y","Y","5443","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:52.000","SYSTEM","1","3","N","N"
"3.7605","ACCESSORI PER SPETTROFOTOMETRI E SPETTROMETRI","Y","Y","Y","7605","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:52.000","SYSTEM","1","3","N","N"
"3.427","ACCESSORI VARI PER AMPLIFICAZIONE SONORA","Y","Y","Y","427","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:52.000","SYSTEM","1","3","N","N"
"3.2644","ACCESSORI VARI PER CENTRIFUGHE","Y","Y","Y","2644","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:52.000","SYSTEM","1","3","N","N"
"3.2782","ACCESSORI VARI PER CITOFLUORIMETRI","Y","Y","Y","2782","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:52.000","SYSTEM","1","3","N","N"
"3.2784","ACCESSORI VARI PER FLUORIMETRI","Y","Y","Y","2784","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:52.000","SYSTEM","1","3","N","N"
"3.8681","VENTILATORI CENTRIFUGHI","Y","Y","Y","8681","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:52.000","SYSTEM","1","3","N","N"
"3.859","ACCESSORI VARI PER PONTI RADIO","Y","Y","Y","859","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:52.000","SYSTEM","1","3","N","N"
"3.41","ACQUARI","Y","Y","Y","41","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:52.000","SYSTEM","1","3","N","N"
"3.723","ADDOLCITORI E DECALCIFICATORI","Y","Y","Y","723","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:52.000","SYSTEM","1","3","N","N"
"3.441","APPARECCHI PER CONTROLLO E VERIFICA","Y","Y","Y","441","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:52.000","SYSTEM","1","3","N","N"
"3.81","AEROGRAFI","Y","Y","Y","81","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:52.000","SYSTEM","1","3","N","N"
"3.401","APPARECCHI PER AEREOSOLTERAPIA","Y","Y","Y","401","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:52.000","SYSTEM","1","3","N","N"
"3.161","AGITATORI","Y","Y","Y","161","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:52.000","SYSTEM","1","3","N","N"
"3.201","ALIMENTATORI","Y","Y","Y","201","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:52.000","SYSTEM","1","3","N","N"
"3.241","AMPLIFICATORI","Y","Y","Y","241","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:52.000","SYSTEM","1","3","N","N"
"3.281","ANALIZZATORI VARI","Y","Y","Y","281","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:52.000","SYSTEM","1","3","N","N"
"3.282","ANALIZZATORI VARI COMPUTERIZZATI","Y","Y","Y","282","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:52.000","SYSTEM","1","3","N","N"
"3.881","APPARECCHI A RAGGI X","Y","Y","Y","881","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:52.000","SYSTEM","1","3","N","N"
"3.311","APPARECCHI AD ULTRASUONI VARI","Y","Y","Y","311","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:52.000","SYSTEM","1","3","N","N"
"3.681","APPARECCHI DEL PUNTO D'INFIAMMABILITA' DEI LIQUIDI","Y","Y","Y","681","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:52.000","SYSTEM","1","3","N","N"
"3.921","APPARECCHI DI MISURE","Y","Y","Y","921","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:52.000","SYSTEM","1","3","N","N"
"3.321","APPARECCHI DI WARBURG","Y","Y","Y","321","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:52.000","SYSTEM","1","3","N","N"
"3.420","APPARECCHI ED IMPIANTI PER AMPLIFICAZIONE SONORA","Y","Y","Y","420","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:52.000","SYSTEM","1","3","N","N"
"3.1962","VALIGIE","Y","Y","Y","1962","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:52.000","SYSTEM","1","3","N","N"
"3.1363","AEREATORI","Y","Y","Y","1363","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:52.000","SYSTEM","1","3","N","N"
"3.3722","BINDE","Y","Y","Y","3722","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:52.000","SYSTEM","1","3","N","N"
"3.8601","VARIATORI DI TENSIONE","Y","Y","Y","8601","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:52.000","SYSTEM","1","3","N","N"
"3.1721","BAGNOMARIA","Y","Y","Y","1721","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:52.000","SYSTEM","1","3","N","N"
"3.1760","BANCHI","Y","Y","Y","1760","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:52.000","SYSTEM","1","3","N","N"
"3.1762","BANCHI DA FALEGNAMERIA","Y","Y","Y","1762","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:52.000","SYSTEM","1","3","N","N"
"3.1763","BANCHI DA IDRAULICA","Y","Y","Y","1763","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:52.000","SYSTEM","1","3","N","N"
"3.1761","BANCHI DA LABORATORIO","Y","Y","Y","1761","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:52.000","SYSTEM","1","3","N","N"
"3.1764","BANCHI DA OFFICINA","Y","Y","Y","1764","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:52.000","SYSTEM","1","3","N","N"
"3.802","BAROMETRI","Y","Y","Y","802","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:52.000","SYSTEM","1","3","N","N"
"3.1801","BECCHI BUNSEN","Y","Y","Y","1801","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:52.000","SYSTEM","1","3","N","N"
"3.1840","BILANCE","Y","Y","Y","1840","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:53.000","SYSTEM","1","3","N","N"
"3.1843","BILANCE DI PRECISIONE","Y","Y","Y","1843","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:53.000","SYSTEM","1","3","N","N"
"3.1681","BAGNI TERMOSTATICI","Y","Y","Y","1681","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:53.000","SYSTEM","1","3","N","N"
"3.1842","BILANCE MECCANICHE","Y","Y","Y","1842","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:53.000","SYSTEM","1","3","N","N"
"3.8481","TRASFORMATORI","Y","Y","Y","8481","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:53.000","SYSTEM","1","3","N","N"
"3.1861","BINOCOLI/CANOCCHIALI","Y","Y","Y","1861","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:53.000","SYSTEM","1","3","N","N"
"3.1880","BOMBOLE","Y","Y","Y","1880","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:53.000","SYSTEM","1","3","N","N"
"3.1881","BOMBOLE PER GAS","Y","Y","Y","1881","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:53.000","SYSTEM","1","3","N","N"
"3.1921","BORDATRICI","Y","Y","Y","1921","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:53.000","SYSTEM","1","3","N","N"
"3.1961","BORSE","Y","Y","Y","1961","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:53.000","SYSTEM","1","3","N","N"
"3.4122","FORNELLI A GAS","Y","Y","Y","4122","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:53.000","SYSTEM","1","3","N","N"
"3.2001","BOX VARI","Y","Y","Y","2001","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:53.000","SYSTEM","1","3","N","N"
"3.3801","ESTINTORI","Y","Y","Y","3801","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:53.000","SYSTEM","1","3","N","N"
"3.2081","CALIBRI","Y","Y","Y","2081","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:53.000","SYSTEM","1","3","N","N"
"3.2080","CALIBRI E TRUSCHINI","Y","Y","Y","2080","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:53.000","SYSTEM","1","3","N","N"
"3.2121","CAMBIACAMPIONI","Y","Y","Y","2121","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:53.000","SYSTEM","1","3","N","N"
"3.2161","CAMERE DI COLTURA","Y","Y","Y","2161","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:53.000","SYSTEM","1","3","N","N"
"3.1841","BILANCE ELETTRONICHE","Y","Y","Y","1841","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:53.000","SYSTEM","1","3","N","N"
"3.2082","TRUSCHINI","Y","Y","Y","2082","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:53.000","SYSTEM","1","3","N","N"
"3.1322","CAMERE TERMOSTATICHE","Y","Y","Y","1322","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:53.000","SYSTEM","1","3","N","N"
"3.5164","VAGLIATRICI ELETTROMAGNETICHE","Y","Y","Y","5164","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:53.000","SYSTEM","1","3","N","N"
"3.423","UNITA DI PREAMPLIFICAZIONE","Y","Y","Y","423","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:53.000","SYSTEM","1","3","N","N"
"3.1280","ARMADI DA LABORATORIO","Y","Y","Y","1280","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:53.000","SYSTEM","1","3","N","N"
"3.1282","ARMADI DA LABORATORIO IN LEGNO","Y","Y","Y","1282","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:53.000","SYSTEM","1","3","N","N"
"3.1283","ARMADI DA LABORATORIO IN MATERIALI VARI","Y","Y","Y","1283","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:53.000","SYSTEM","1","3","N","N"
"3.1281","ARMADI DA LABORATORIO IN METALLO","Y","Y","Y","1281","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:53.000","SYSTEM","1","3","N","N"
"3.1284","ARMADI DI SICUREZZA PER PRODOTTI CHIMICI","Y","Y","Y","1284","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:53.000","SYSTEM","1","3","N","N"
"3.1321","ARMADI E FRIGO TERMOSTATICI","Y","Y","Y","1321","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:53.000","SYSTEM","1","3","N","N"
"3.424","UNITA DI POTENZA","Y","Y","Y","424","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:53.000","SYSTEM","1","3","N","N"
"3.425","UNITA DI AMPLIFICAZIONE (PREAMPLIFICATORE+POTENZA)","Y","Y","Y","425","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:53.000","SYSTEM","1","3","N","N"
"8.8","Soffiatori","N","Y","N","8","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:49.000","SYSTEM","1","8","N","N"
"0.1","Pulizia locali","N","Y","N","1","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:50.000","SYSTEM","1","0","N","N"
"0.2","Manutenzioni","N","Y","N","2","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:50.000","SYSTEM","1","0","N","N"
"0.3","Acqua - Luce - Gas - Gasolio","N","Y","N","3","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:50.000","SYSTEM","1","0","N","N"
"0.4","Installazioni e Manutenzioni su beni immobili","N","Y","N","4","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2002-04-24T10:47:07.000","FIORETTOT","1","0","N","N"
"0.5","Varie","N","Y","N","5","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:50.000","SYSTEM","1","0","N","N"
"1.0","Gruppo 0","Y","Y","Y","0","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:50.000","SYSTEM","1","1","N","N"
"1.1","Arredi da ufficio (Arredi e Mobili)","Y","Y","Y","1","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:50.000","SYSTEM","1","1","N","N"
"2.0","Gruppo 0","Y","Y","Y","0","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:50.000","SYSTEM","1","2","N","N"
"0.0","Gruppo 0","N","Y","N","0","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:50.000","SYSTEM","1","0","N","N"
"7.0","Gruppo 0","N","Y","N","0","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:50.000","SYSTEM","1","7","N","N"
"8.0","Gruppo 0","N","Y","N","0","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:50.000","SYSTEM","1","8","N","N"
"9.0","Disponibili o non classificabili","N","Y","N","0","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:50.000","SYSTEM","1","9","N","N"
"7.7","Animali","N","Y","N","7","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:50.000","SYSTEM","1","7","N","N"
"7.1","Conservazione e dispensazione di liquidi/solidi/gas","N","Y","N","1","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:50.000","SYSTEM","1","7","N","N"
"7.2","Misurazione  e acquisto liquidi/solidi/gas","N","Y","N","2","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:50.000","SYSTEM","1","7","N","N"
"7.3","Filtrazione e Dialisi","N","Y","N","3","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:50.000","SYSTEM","1","7","N","N"
"7.4","Centrifugazione","N","Y","N","4","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:50.000","SYSTEM","1","7","N","N"
"7.5","Materiali per Colture Batteriche e Colture Cellulari","N","Y","N","5","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:50.000","SYSTEM","1","7","N","N"
"7.6","Microscopia (Materiali fotografici)","N","Y","N","6","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:50.000","SYSTEM","1","7","N","N"
"7.8","Prevenzione e Sicurezza (Igienico sanitari, Dispositivi e accesso","N","Y","N","8","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:50.000","SYSTEM","1","7","N","N"
"7.9","Materiali vari (Materiale plastico e Prodotti Criogenici)","N","Y","N","9","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:50.000","SYSTEM","1","7","N","N"
"8.5","Prodotti Idraulici, termici e  di condizionamento","N","Y","N","5","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:50.000","SYSTEM","1","8","N","N"
"8.6","Serramenti","N","Y","N","6","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:50.000","SYSTEM","1","8","N","N"
"8.2","Prodotti metallici, materiali per officina, utensili ed attrezzat","N","Y","N","2","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:50.000","SYSTEM","1","8","N","N"
"8.3","Prodotti Elettrici (ed elettronici e materiali per telefonia)","N","Y","N","3","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:50.000","SYSTEM","1","8","N","N"
"8.4","Prodotti Elettromeccanici","N","Y","N","4","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:50.000","SYSTEM","1","8","N","N"
"8.1","Cancelleria (e carta)","N","Y","N","1","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:50.000","SYSTEM","1","8","N","N"
"8.7","Stampati","N","Y","N","7","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:50.000","SYSTEM","1","8","N","N"
"1.2","Attrezzature da ufficio (Macchine per ufficio)","Y","Y","Y","2","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:50.000","SYSTEM","1","1","N","N"
"1.9","Informatica (Hardware)","Y","Y","Y","9","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:50.000","SYSTEM","1","1","N","N"
"3.0","Gruppo 0","Y","Y","Y","0","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:50.000","SYSTEM","1","3","N","N"
"3.1","Arredi da laboratorio","Y","Y","Y","1","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:50.000","SYSTEM","1","3","N","N"
"3.2","Piccole attrezzature da laboratorio","Y","Y","Y","2","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:50.000","SYSTEM","1","3","N","N"
"3.3","Apparecchiature da laboratorio (Componenti per impianti distribuz","Y","Y","Y","3","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:50.000","SYSTEM","1","3","N","N"
"3.4","Apparecchiature per diagnosi e terapia","Y","Y","Y","4","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:50.000","SYSTEM","1","3","N","N"
"3.5","Apparecchiature di supporto (stabilizzatori e gruppi di continuit","Y","Y","Y","5","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:50.000","SYSTEM","1","3","N","N"
"3.6","Apparecchiature per determinazioni chimico-fisiche","Y","Y","Y","6","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:50.000","SYSTEM","1","3","N","N"
"3.7","Sistemi ottici e audio (Apparecchiature audiovisive)","Y","Y","Y","7","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:50.000","SYSTEM","1","3","N","N"
"3.8","Attrezzature tecniche ( Apparecchiature elettromeccaniche)","Y","Y","Y","8","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:50.000","SYSTEM","1","3","N","N"
"9.1","Acidi e Basi","N","Y","N","1","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:50.000","SYSTEM","1","9","N","N"
"9.2","Reagenti","N","Y","N","2","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:50.000","SYSTEM","1","9","N","N"
"9.3","Solventi","N","Y","N","3","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:50.000","SYSTEM","1","9","N","N"
"9.4","Indicatori - Coloranti / Tamponi","N","Y","N","4","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:50.000","SYSTEM","1","9","N","N"
"9.5","Enzimi","N","Y","N","5","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:50.000","SYSTEM","1","9","N","N"
"9.6","Standards","N","Y","N","6","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:50.000","SYSTEM","1","9","N","N"
"9.7","Farmaci e Diagnosi","N","Y","N","7","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:50.000","SYSTEM","1","9","N","N"
"9.8","Radiochimici","N","Y","N","8","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:50.000","SYSTEM","1","9","N","N"
"9.9","Mangimi per animali","N","Y","N","9","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:50.000","SYSTEM","1","9","N","N"
"2.1","Libri e pubblicazioni (riviste)","Y","Y","Y","1","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:50.000","SYSTEM","1","2","N","N"
"6.1","Automezzi","Y","Y","Y","1","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:50.000","SYSTEM","1","6","Y","N"
"8.9","Materiale di consumo informatico","N","Y","N","9","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:50.000","SYSTEM","1","8","N","N"
"6.2","Parti di ricambio","Y","Y","Y","2","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:50.000","SYSTEM","1","6","Y","N"
"6.0","Gruppo 0","Y","Y","Y","0","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:50.000","SYSTEM","1","6","Y","N"
"3.9","Altre tipologie di strumentazione","Y","Y","Y","9","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:50.000","SYSTEM","1","3","N","N"
"0.6","Manutenzioni apparecchiature da laboratorio","N","Y","N","6","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:50.000","SYSTEM","1","0","N","N"
"0.7","Noleggi e locazioni","N","Y","N","7","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:50.000","SYSTEM","1","0","N","N"
"0.8","Servizi socio-assistenziali","N","Y","N","8","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:50.000","SYSTEM","1","0","N","N"
"1.4800","MACCHINE DA CALCOLO","Y","Y","Y","4800","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:50.000","SYSTEM","1","1","N","N"
"1.4200","LAVAGNE","Y","Y","Y","4200","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:50.000","SYSTEM","1","1","N","N"
"1.5701","OGGETTI VARI, MACCHINARI PER UFFICIO","Y","Y","Y","5701","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:50.000","SYSTEM","1","1","N","N"
"1.5605","MOBILI VARI","Y","Y","Y","5605","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:50.000","SYSTEM","1","1","N","N"
"1.00","MATERIALE SCIENTIFICO,DI LABORATORIO,ATTREZZATURE TECNICHE E DIDA","Y","Y","Y","00","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:50.000","SYSTEM","1","1","N","N"
"1.8802","MACCHINE TIMBRATRICI","Y","Y","Y","8802","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:50.000","SYSTEM","1","1","N","N"
"1.5403","MACCHINE PER SCRIVERE-MECCANICHE-","Y","Y","Y","5403","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:50.000","SYSTEM","1","1","N","N"
"1.5404","MACCHINE PER SCRIVERE-ELETTRONICHE/STAMPANTI","Y","Y","Y","5404","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:50.000","SYSTEM","1","1","N","N"
"1.5402","MACCHINE PER SCRIVERE-ELETTRONICHE-","Y","Y","Y","5402","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:50.000","SYSTEM","1","1","N","N"
"1.5401","MACCHINE PER SCRIVERE-ELETTRICHE-","Y","Y","Y","5401","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:50.000","SYSTEM","1","1","N","N"
"1.5400","MACCHINE PER SCRIVERE","Y","Y","Y","5400","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:50.000","SYSTEM","1","1","N","N"
"1.5201","MACCHINE PER CUCIRE","Y","Y","Y","5201","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:50.000","SYSTEM","1","1","N","N"
"1.2051","P.C. PORTATILI","Y","Y","Y","2051","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:50.000","SYSTEM","1","1","N","N"
"1.4801","MACCHINE DA CALCOLO -DA TAVOLO-","Y","Y","Y","4801","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:50.000","SYSTEM","1","1","N","N"
"1.4203","PANNELLI A PIU' POSIZIONI","Y","Y","Y","4203","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:50.000","SYSTEM","1","1","N","N"
"1.5001","MACCHINE CONTABILI","Y","Y","Y","5001","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:50.000","SYSTEM","1","1","N","N"
