"cd_unita_operativa","ds_unita_operativa","cd_unita_organizzativa","dt_cancellazione","dacr","utcr","duva","utuv","pg_ver_rec"
"BMM.12.4","Patogeni enterici","NULL","NULL","2017-04-20T16:59:30.000","MIGRAZIONE","2004-01-27T16:57:36.000","FIORETTOT","1"
"BMM.12.5","Patogeni speciali","NULL","NULL","2017-04-20T16:59:30.000","MIGRAZIONE","2004-01-27T16:57:36.000","FIORETTOT","1"
"BMM.12.99",".","NULL","NULL","2017-04-20T16:59:30.000","MIGRAZIONE","2004-01-27T16:57:36.000","FIORETTOT","1"
"CHF.18","Lab. CHIMICA DEL FARMACO","NULL","NULL","2017-04-20T16:59:30.000","MIGRAZIONE","2004-01-29T13:58:51.000","FIORETTOT","1"
"CHF.18.0","Direzione e Segreteria","NULL","NULL","2017-04-20T16:59:30.000","MIGRAZIONE","2004-01-27T16:57:36.000","FIORETTOT","1"
"CHF.18.1","Chimica analitica cosmetici","NULL","NULL","2017-04-20T16:59:30.000","MIGRAZIONE","2004-01-27T16:57:36.000","FIORETTOT","1"
"CHF.18.2","Chimica analitica macromolecol","NULL","NULL","2017-04-20T16:59:30.000","MIGRAZIONE","2004-01-27T16:57:36.000","FIORETTOT","1"
"CHF.18.3","Chimica analitica farmaceutica","NULL","NULL","2017-04-20T16:59:30.000","MIGRAZIONE","2004-01-27T16:57:36.000","FIORETTOT","1"
"CHF.18.4","Chimica sostanze naturali","NULL","NULL","2017-04-20T16:59:30.000","MIGRAZIONE","2004-01-27T16:57:36.000","FIORETTOT","1"
"CHF.18.5","Chimica fisica organica","NULL","NULL","2017-04-20T16:59:30.000","MIGRAZIONE","2004-01-27T16:57:36.000","FIORETTOT","1"
"CHF.18.6","Chimica organica applicata","NULL","NULL","2017-04-20T16:59:30.000","MIGRAZIONE","2004-01-27T16:57:36.000","FIORETTOT","1"
"CHF.18.7","Chimica organica","NULL","NULL","2017-04-20T16:59:30.000","MIGRAZIONE","2004-01-27T16:57:36.000","FIORETTOT","1"
"CHF.18.99",".","NULL","NULL","2017-04-20T16:59:30.000","MIGRAZIONE","2004-01-27T16:57:36.000","FIORETTOT","1"
"CNT.33","CENTRO NAZIONALE TRAPIANTI","000.005","NULL","2017-04-20T16:59:30.000","MIGRAZIONE","2001-10-10T11:57:19.000","SYSTEM","1"
"DG.A8","DIREZIONE GENERALE","NULL","NULL","2017-04-20T16:59:30.000","MIGRAZIONE","2001-10-10T11:57:19.000","SYSTEM","1"
"DSA.A1","DIR. CEN. AFF. AMM. E RIS. ECO","000.000","NULL","2017-04-20T16:59:30.000","MIGRAZIONE","2017-10-09T16:50:32.000","PVILLANI","3"
"DSP.A0","DIR. CEN. RIS. UMAN. AFF. GEN.","001.000","NULL","2017-04-20T16:59:30.000","MIGRAZIONE","2003-12-29T17:54:53.000","MODIFICA1","1"
"EB.22","Lab. EPIDEMIOLOGIA E BIOSTATIS","NULL","NULL","2017-04-20T16:59:30.000","MIGRAZIONE","2004-01-29T13:58:51.000","FIORETTOT","1"
"EB.22.0","Direzione e Segreteria","NULL","NULL","2017-04-20T16:59:30.000","MIGRAZIONE","2004-01-27T16:57:36.000","FIORETTOT","1"
"EB.22.1","Analisi dati epidemiologici","NULL","NULL","2017-04-20T16:59:30.000","MIGRAZIONE","2004-01-27T16:57:36.000","FIORETTOT","1"
"EB.22.10","AIDS e Malattie sess. trasmess","NULL","NULL","2017-04-20T16:59:30.000","MIGRAZIONE","2004-01-27T16:57:36.000","FIORETTOT","1"
"EB.22.2","Epidemiologia clinica","NULL","NULL","2017-04-20T16:59:30.000","MIGRAZIONE","2004-01-27T16:57:36.000","FIORETTOT","1"
"EB.22.3","Indagini campionarie di popola","NULL","NULL","2017-04-20T16:59:30.000","MIGRAZIONE","2004-01-27T16:57:36.000","FIORETTOT","1"
"EB.22.4","Indicatori sorveglianza sanita","NULL","NULL","2017-04-20T16:59:30.000","MIGRAZIONE","2004-01-27T16:57:36.000","FIORETTOT","1"
"EB.22.5","Malattie infettive","NULL","NULL","2017-04-20T16:59:30.000","MIGRAZIONE","2004-01-27T16:57:36.000","FIORETTOT","1"
"EB.22.6","Malattie non infettive","NULL","NULL","2017-04-20T16:59:30.000","MIGRAZIONE","2004-01-27T16:57:36.000","FIORETTOT","1"
"EB.22.7","Metodologie e modelli biostati","NULL","NULL","2017-04-20T16:59:30.000","MIGRAZIONE","2004-01-27T16:57:36.000","FIORETTOT","1"
"EB.22.8","Sistemi informativi epidemiolo","NULL","NULL","2017-04-20T16:59:30.000","MIGRAZIONE","2004-01-27T16:57:36.000","FIORETTOT","1"
"EB.22.9","Valutazione servizi pianificaz","NULL","NULL","2017-04-20T16:59:30.000","MIGRAZIONE","2004-01-27T16:57:36.000","FIORETTOT","1"
"EMA.20","Lab. EMATOLOGIA ED ONCOLOGIA","NULL","NULL","2017-04-20T16:59:30.000","MIGRAZIONE","2004-01-29T13:58:51.000","FIORETTOT","1"
"EMA.20.0","Direzione e Segreteria","NULL","NULL","2017-04-20T16:59:30.000","MIGRAZIONE","2004-01-27T16:57:36.000","FIORETTOT","1"
"EMA.20.1","Ematologia molecolare","NULL","NULL","2017-04-20T16:59:30.000","MIGRAZIONE","2004-01-27T16:57:36.000","FIORETTOT","1"
"EMA.20.2","Ematologia sperimentale","NULL","NULL","2017-04-20T16:59:30.000","MIGRAZIONE","2004-01-27T16:57:36.000","FIORETTOT","1"
"EMA.20.3","Fisiopatologia dell'emostasi","NULL","NULL","2017-04-20T16:59:30.000","MIGRAZIONE","2004-01-27T16:57:36.000","FIORETTOT","1"
"EMA.20.4","Oncologia molecolare","NULL","NULL","2017-04-20T16:59:30.000","MIGRAZIONE","2004-01-27T16:57:36.000","FIORETTOT","1"
"EMA.20.5","Oncologia sperimentale","NULL","NULL","2017-04-20T16:59:30.000","MIGRAZIONE","2004-01-27T16:57:36.000","FIORETTOT","1"
"EMA.20.99",".","NULL","NULL","2017-04-20T16:59:30.000","MIGRAZIONE","2004-01-27T16:57:36.000","FIORETTOT","1"
"FA.24","Lab. FARMACOLOGIA","NULL","NULL","2017-04-20T16:59:30.000","MIGRAZIONE","2004-01-29T13:58:51.000","FIORETTOT","1"
"FA.24.0","Direzione e Segreteria","NULL","NULL","2017-04-20T16:59:30.000","MIGRAZIONE","2004-01-27T16:57:36.000","FIORETTOT","1"
"FA.24.1","Farmacologia biochimica","NULL","NULL","2017-04-20T16:59:30.000","MIGRAZIONE","2004-01-27T16:57:36.000","FIORETTOT","1"
"FA.24.2","Farmacologia cardiovascolare","NULL","NULL","2017-04-20T16:59:30.000","MIGRAZIONE","2004-01-27T16:57:36.000","FIORETTOT","1"
"FA.24.3","Farmacologia endocrina e metab","NULL","NULL","2017-04-20T16:59:30.000","MIGRAZIONE","2004-01-27T16:57:36.000","FIORETTOT","1"
"DIP.TESA1.8","Patol.Infet.Ultrastrutturale","NULL","NULL","2017-04-20T16:59:30.000","MIGRAZIONE","2004-01-19T10:14:20.000","FIORETTOT","1"
"DIP.TESA1.13","Bioingegneria Cardiovascolare","NULL","NULL","2017-04-20T16:59:30.000","MIGRAZIONE","2004-01-27T08:56:38.000","FIORETTOT","1"
"AL.10.1","Alimenti conservati additivi","NULL","NULL","2017-04-20T16:59:30.000","MIGRAZIONE","2004-01-27T16:57:36.000","FIORETTOT","1"
"AL.10.99",".","NULL","NULL","2017-04-20T16:59:30.000","MIGRAZIONE","2004-01-27T16:57:36.000","FIORETTOT","1"
"BC.16.2","Biochimica fisica","NULL","NULL","2017-04-20T16:59:30.000","MIGRAZIONE","2004-01-27T16:57:36.000","FIORETTOT","1"
"BC.16.7","Membrane","NULL","NULL","2017-04-20T16:59:30.000","MIGRAZIONE","2004-01-27T16:57:36.000","FIORETTOT","1"
"BCL.14.1","Analisi chimica clinica farmac","NULL","NULL","2017-04-20T16:59:30.000","MIGRAZIONE","2004-01-27T16:57:36.000","FIORETTOT","1"
"BCL.14.99",".","NULL","NULL","2017-04-20T16:59:30.000","MIGRAZIONE","2004-01-27T16:57:36.000","FIORETTOT","1"
"VIR.50","Lab. VIROLOGIA","NULL","NULL","2017-04-20T16:59:30.000","MIGRAZIONE","2004-01-29T13:58:51.000","FIORETTOT","1"
"VIR.50.4","Infezioni da retrovirus","NULL","NULL","2017-04-20T16:59:30.000","MIGRAZIONE","2004-01-27T16:57:37.000","FIORETTOT","1"
"SA.75.2","materiale vetreria e monouso","NULL","NULL","2017-04-20T16:59:30.000","MIGRAZIONE","2001-10-11T15:53:47.000","SYSTEM","1"
"DFF.12","zuccaro","NULL","NULL","2017-04-20T16:59:30.000","MIGRAZIONE","2002-02-28T13:04:12.000","POLIDORI","1"
"CPO.11","Comitato pari opportunita'","NULL","NULL","2017-04-20T16:59:30.000","MIGRAZIONE","2002-03-20T13:11:12.000","SYSTEM","1"
"CN.ESPS1","CEN. NAZ. EPID. SORV. PROM SAL","000.005","NULL","2017-04-20T16:59:30.000","MIGRAZIONE","2003-12-22T16:15:56.000","MODIFICA1","1"
"DIP.MIPI1","DIP. MAL. INFET. PARAS. IMMUN.","000.006","NULL","2017-04-20T16:59:30.000","MIGRAZIONE","2003-12-22T16:18:42.000","MODIFICA1","1"
"DIP.BICN1.5","Immunoregolazione","NULL","NULL","2017-04-20T16:59:30.000","MIGRAZIONE","2012-01-31T14:57:14.000","LANCIOTTI","1"
"DIP.BICN1.10","Neurologia Sperimentale","NULL","NULL","2017-04-20T16:59:30.000","MIGRAZIONE","2008-05-29T15:37:38.000","FIORETTOT","1"
"DIP.SAAA1.5","Alimentazione, Nutrizione e Sa","NULL","NULL","2017-04-20T16:59:30.000","MIGRAZIONE","2004-01-16T00:00:00.000","FIORETTOT","1"
"DIP.MIPI1.5","AIDS","NULL","NULL","2017-04-20T16:59:30.000","MIGRAZIONE","2004-01-19T00:00:00.000","FIORETTOT","1"
"DIP.MIPI1.10","Malattie Batt.Gastro.e Neurol.","NULL","NULL","2017-04-20T16:59:30.000","MIGRAZIONE","2004-01-19T11:27:36.000","FIORETTOT","1"
"IMM.34.6","Prodotti immunologici","NULL","NULL","2017-04-20T16:59:30.000","MIGRAZIONE","2004-01-27T16:57:36.000","FIORETTOT","1"
"IMM.34.99",".","NULL","NULL","2017-04-20T16:59:30.000","MIGRAZIONE","2004-01-27T16:57:36.000","FIORETTOT","1"
"MBP.40","Lab. METABOLISMO E BIOCHIMICA","NULL","NULL","2017-04-20T16:59:30.000","MIGRAZIONE","2004-02-06T14:08:22.000","FIORETTOT","1"
"MBP.40.0","Direzione e Segreteria","NULL","NULL","2017-04-20T16:59:30.000","MIGRAZIONE","2004-01-27T16:57:36.000","FIORETTOT","1"
"MBP.40.1","Biochimica endocrina","NULL","NULL","2017-04-20T16:59:30.000","MIGRAZIONE","2004-01-27T16:57:36.000","FIORETTOT","1"
"MBP.40.2","Biochimica dei lipidi","NULL","NULL","2017-04-20T16:59:30.000","MIGRAZIONE","2004-01-27T16:57:36.000","FIORETTOT","1"
"MBP.40.3","Biochimica gastroenterica","NULL","NULL","2017-04-20T16:59:30.000","MIGRAZIONE","2004-01-27T16:57:36.000","FIORETTOT","1"
"MBP.40.4","Enzimopatie","NULL","NULL","2017-04-20T16:59:30.000","MIGRAZIONE","2004-01-27T16:57:36.000","FIORETTOT","1"
"MBP.40.5","Neurochimica","NULL","NULL","2017-04-20T16:59:30.000","MIGRAZIONE","2004-01-27T16:57:36.000","FIORETTOT","1"
"MBP.40.99",".","NULL","NULL","2017-04-20T16:59:30.000","MIGRAZIONE","2004-01-27T16:57:36.000","FIORETTOT","1"
"MVE.38","Lab. MEDICINA VETERINARIA","NULL","NULL","2017-04-20T16:59:30.000","MIGRAZIONE","2004-01-29T13:58:51.000","FIORETTOT","1"
"MVE.38.0","Direzione e Segreteria","NULL","NULL","2017-04-20T16:59:30.000","MIGRAZIONE","2004-01-27T16:57:36.000","FIORETTOT","1"
"MVE.38.1","Alimentazione animale","NULL","NULL","2017-04-20T16:59:30.000","MIGRAZIONE","2004-01-27T16:57:36.000","FIORETTOT","1"
"MVE.38.2","Anatomia istopatologica veteri","NULL","NULL","2017-04-20T16:59:30.000","MIGRAZIONE","2004-01-27T16:57:36.000","FIORETTOT","1"
"MVE.38.3","Infezioni batteriche","NULL","NULL","2017-04-20T16:59:30.000","MIGRAZIONE","2004-01-27T16:57:36.000","FIORETTOT","1"
"MVE.38.4","Infezioni parassitarie micot.","NULL","NULL","2017-04-20T16:59:30.000","MIGRAZIONE","2004-01-27T16:57:36.000","FIORETTOT","1"
"MVE.38.5","Infezioni virali","NULL","NULL","2017-04-20T16:59:30.000","MIGRAZIONE","2004-01-27T16:57:36.000","FIORETTOT","1"
"MVE.38.6","Malattie non infettive animali","NULL","NULL","2017-04-20T16:59:30.000","MIGRAZIONE","2004-01-27T16:57:36.000","FIORETTOT","1"
"MVE.38.7","Residui anabolizzanti alimenti","NULL","NULL","2017-04-20T16:59:30.000","MIGRAZIONE","2004-01-27T16:57:36.000","FIORETTOT","1"
"MVE.38.99",".","NULL","NULL","2017-04-20T16:59:30.000","MIGRAZIONE","2004-01-27T16:57:36.000","FIORETTOT","1"
"PA.42","Lab. PARASSITOLOGIA","NULL","NULL","2017-04-20T16:59:30.000","MIGRAZIONE","2004-01-29T13:58:51.000","FIORETTOT","1"
"PA.42.0","Direzione e Segreteria","NULL","NULL","2017-04-20T16:59:30.000","MIGRAZIONE","2004-01-27T16:57:36.000","FIORETTOT","1"
"PA.42.1","Biochimica dei parassiti","NULL","NULL","2017-04-20T16:59:30.000","MIGRAZIONE","2004-01-27T16:57:36.000","FIORETTOT","1"
"PA.42.2","Biologia sistem. Ecol. Vettori","NULL","NULL","2017-04-20T16:59:30.000","MIGRAZIONE","2004-01-27T16:57:36.000","FIORETTOT","1"
"PA.42.3","Malariologia e controllo vett.","NULL","NULL","2017-04-20T16:59:30.000","MIGRAZIONE","2004-01-27T16:57:36.000","FIORETTOT","1"
"PA.42.4","Elmintologia","NULL","NULL","2017-04-20T16:59:30.000","MIGRAZIONE","2004-01-27T16:57:36.000","FIORETTOT","1"
"PA.42.5","Protozoologia","NULL","NULL","2017-04-20T16:59:30.000","MIGRAZIONE","2004-01-27T16:57:36.000","FIORETTOT","1"
"PA.42.99",".","NULL","NULL","2017-04-20T16:59:30.000","MIGRAZIONE","2004-01-27T16:57:36.000","FIORETTOT","1"
"PRE.A-","PRESIDENZA","NULL","NULL","2017-04-20T16:59:30.000","MIGRAZIONE","2001-10-10T11:57:19.000","SYSTEM","1"
"SA.58","Segreteria Serv. Amministativi","NULL","NULL","2017-04-20T16:59:30.000","MIGRAZIONE","2004-01-16T14:21:54.000","FIORETTOT","1"
"SA.60","R.E. Uff. II Programmazione","NULL","NULL","2017-04-20T16:59:30.000","MIGRAZIONE","2004-01-16T14:21:54.000","FIORETTOT","1"
"SA.61","SERVIZIO II - Rapporti Organi","NULL","NULL","2017-04-20T16:59:30.000","MIGRAZIONE","2004-01-16T14:21:54.000","FIORETTOT","1"
"SA.66","R.E. Uff. VI - CED","NULL","NULL","2017-04-20T16:59:30.000","MIGRAZIONE","2004-01-16T14:21:54.000","FIORETTOT","1"
"SA.71","DIVISIONE VI - Bilancio e trat","NULL","NULL","2017-04-20T16:59:30.000","MIGRAZIONE","2004-01-16T12:59:37.000","FIORETTOT","1"
"SA.72","UFFICIO CASSA","NULL","NULL","2017-04-20T16:59:30.000","MIGRAZIONE","2004-01-16T14:21:54.000","FIORETTOT","1"
"SA.74","R.E.Uff.IIIServ.SpeseEcon.Cont","NULL","NULL","2017-04-20T16:59:30.000","MIGRAZIONE","2010-01-22T13:04:34.000","FIORETTOT","1"
"SA.75","CONSEGNATARIO","NULL","NULL","2017-04-20T16:59:30.000","MIGRAZIONE","2001-10-10T11:57:19.000","SYSTEM","1"
"SA.77","R.E. Uff. IV Spese in Economia","NULL","NULL","2017-04-20T16:59:30.000","MIGRAZIONE","2004-01-16T14:21:54.000","FIORETTOT","1"
"SA.78","R.E. Uff. IV Convenzioni","NULL","NULL","2017-04-20T16:59:30.000","MIGRAZIONE","2004-01-16T14:21:54.000","FIORETTOT","1"
"SAC.89","Direz. e Segr. attiv culturali","NULL","NULL","2017-04-20T16:59:30.000","MIGRAZIONE","2001-10-26T15:51:55.000","SYSTEM","1"
"SAE.90","SERVIZIO ATTIVIT? EDITORIALI","NULL","NULL","2017-04-20T16:59:30.000","MIGRAZIONE","2001-10-10T11:57:19.000","SYSTEM","1"
"SB.91","SERVIZIO BIOLOGICO","NULL","NULL","2017-04-20T16:59:30.000","MIGRAZIONE","2001-10-10T11:57:19.000","SYSTEM","1"
"SED.92","SERVIZIO DOCUMENTAZIONE","NULL","NULL","2017-04-20T16:59:30.000","MIGRAZIONE","2001-10-10T11:57:19.000","SYSTEM","1"
"SELD.93","SERVIZIO ELABORAZIONE DATI","NULL","NULL","2017-04-20T16:59:30.000","MIGRAZIONE","2001-10-10T11:57:19.000","SYSTEM","1"
"SGT.A3","Direzione e Segreteria GENERAL","NULL","NULL","2017-04-20T16:59:30.000","MIGRAZIONE","2001-10-10T11:57:19.000","SYSTEM","1"
"SP.59","Segreteria SERV. DEL PERSONALE","NULL","NULL","2017-04-20T16:59:30.000","MIGRAZIONE","2004-01-16T14:35:57.000","FIORETTOT","1"
"SP.62","SERVIZIO III - Organo Collegia","NULL","NULL","2017-04-20T16:59:30.000","MIGRAZIONE","2004-02-13T11:20:16.000","MODIFICA1","1"
"SP.63","R.U. Uff. II Affari Generali","NULL","NULL","2017-04-20T16:59:30.000","MIGRAZIONE","2004-01-26T14:26:01.000","FIORETTOT","1"
"SP.65","DIVISIONE II - Attivit? di ser","NULL","NULL","2017-04-20T16:59:30.000","MIGRAZIONE","2004-01-16T14:35:57.000","FIORETTOT","1"
"SP.67","R.U. Uff. VI  Concorsi","NULL","NULL","2017-04-20T16:59:30.000","MIGRAZIONE","2004-01-16T14:35:57.000","FIORETTOT","1"
"SP.68","R.U. Uff. III Giuridico-Matric","NULL","NULL","2017-04-20T16:59:30.000","MIGRAZIONE","2004-02-06T10:56:09.000","FIORETTOT","1"
"SP.69","R.U. Uff. III Matricola","NULL","NULL","2017-04-20T16:59:30.000","MIGRAZIONE","2004-02-06T10:56:09.000","FIORETTOT","1"
"SP.70","R.U. Uff. VII Organiz.Semplif.","NULL","NULL","2017-04-20T16:59:30.000","MIGRAZIONE","2004-01-16T14:35:57.000","FIORETTOT","1"
"SP.73","R.U. Uff. IV Previd. e Quiesc.","NULL","NULL","2017-04-20T16:59:30.000","MIGRAZIONE","2005-02-02T12:37:44.000","FIORETTOT","1"
"SQSSA.98","SERV. QUALIT? E SICUREZZA SPER","NULL","NULL","2017-04-20T16:59:30.000","MIGRAZIONE","2001-10-10T11:57:19.000","SYSTEM","1"
"SSL.94","UOGT SICUREZ. SAL. LAVORATORI","NULL","NULL","2017-04-20T16:59:30.000","MIGRAZIONE","2009-06-19T15:07:53.000","FIORETTOT","1"
"TCE.46","Lab. TOSSICOLOGIA COMPARATA ED","NULL","NULL","2017-04-20T16:59:30.000","MIGRAZIONE","2004-01-29T13:58:51.000","FIORETTOT","1"
"TCE.46.0","Direzione e Segreteria","NULL","NULL","2017-04-20T16:59:30.000","MIGRAZIONE","2004-01-27T16:57:36.000","FIORETTOT","1"
"TCE.46.1","Biochimica tossicologica","NULL","NULL","2017-04-20T16:59:30.000","MIGRAZIONE","2004-01-27T16:57:36.000","FIORETTOT","1"
"TCE.46.2","Cancerogenesi chimica","NULL","NULL","2017-04-20T16:59:30.000","MIGRAZIONE","2004-01-27T16:57:36.000","FIORETTOT","1"
"TCE.46.3","Ecotossicologia","NULL","NULL","2017-04-20T16:59:30.000","MIGRAZIONE","2004-01-27T16:57:36.000","FIORETTOT","1"
"TCE.46.4","Genotossicit? e mutagenesi","NULL","NULL","2017-04-20T16:59:30.000","MIGRAZIONE","2004-01-27T16:57:36.000","FIORETTOT","1"
"TCE.46.5","Struttura ed attivit?","NULL","NULL","2017-04-20T16:59:30.000","MIGRAZIONE","2004-01-27T16:57:36.000","FIORETTOT","1"
"TCE.46.6","Tossicit? cellulare organo","NULL","NULL","2017-04-20T16:59:30.000","MIGRAZIONE","2004-01-27T16:57:36.000","FIORETTOT","1"
"TCE.46.7","Tossicologia e comportamento","NULL","NULL","2017-04-20T16:59:30.000","MIGRAZIONE","2004-01-27T16:57:36.000","FIORETTOT","1"
"TCE.46.99",".","NULL","NULL","2017-04-20T16:59:30.000","MIGRAZIONE","2004-01-27T16:57:37.000","FIORETTOT","1"
"TOA.44","Lab. TOSSICOLOGIA APPLICATA","NULL","NULL","2017-04-20T16:59:30.000","MIGRAZIONE","2004-01-29T13:58:51.000","FIORETTOT","1"
"TOA.44.0","Direzione e Segreteria","NULL","NULL","2017-04-20T16:59:30.000","MIGRAZIONE","2004-01-27T16:57:37.000","FIORETTOT","1"
"TOA.44.1","Antiparassitari","NULL","NULL","2017-04-20T16:59:30.000","MIGRAZIONE","2004-01-27T16:57:37.000","FIORETTOT","1"
"TOA.44.2","Chimica analitica","NULL","NULL","2017-04-20T16:59:30.000","MIGRAZIONE","2004-01-27T16:57:37.000","FIORETTOT","1"
"TOA.44.3","Elementi in tracce","NULL","NULL","2017-04-20T16:59:30.000","MIGRAZIONE","2004-01-27T16:57:37.000","FIORETTOT","1"
"TOA.44.4","Inventario sostanze chimiche","000.015","NULL","2017-04-20T16:59:30.000","MIGRAZIONE","2004-01-27T16:57:37.000","FIORETTOT","1"
"TOA.44.5","Materiali interesse sanitario","NULL","NULL","2017-04-20T16:59:30.000","MIGRAZIONE","2004-01-27T16:57:37.000","FIORETTOT","1"
"TOA.44.6","Residui di antiparassitari","NULL","NULL","2017-04-20T16:59:30.000","MIGRAZIONE","2004-01-27T16:57:37.000","FIORETTOT","1"
"TOA.44.99",".","NULL","NULL","2017-04-20T16:59:30.000","MIGRAZIONE","2004-01-27T16:57:37.000","FIORETTOT","1"
"UL.48","Lab. ULTRASTRUTTURE","NULL","NULL","2017-04-20T16:59:30.000","MIGRAZIONE","2004-01-29T13:58:51.000","FIORETTOT","1"
"UL.48.0","Direzione e Segreteria","NULL","NULL","2017-04-20T16:59:30.000","MIGRAZIONE","2004-01-27T16:57:37.000","FIORETTOT","1"
"UL.48.1","Citopatologia","NULL","NULL","2017-04-20T16:59:30.000","MIGRAZIONE","2004-01-27T16:57:37.000","FIORETTOT","1"
"UL.48.2","Istopatologia","NULL","NULL","2017-04-20T16:59:30.000","MIGRAZIONE","2004-01-27T16:57:37.000","FIORETTOT","1"
"UL.48.3","Patologia infettiva ultrastrut","NULL","NULL","2017-04-20T16:59:30.000","MIGRAZIONE","2004-01-27T16:57:37.000","FIORETTOT","1"
"UL.48.4","Patologia subcellulare","NULL","NULL","2017-04-20T16:59:30.000","MIGRAZIONE","2004-01-27T16:57:37.000","FIORETTOT","1"
"UL.48.5","Ultrastrutture inquinamento am","NULL","NULL","2017-04-20T16:59:30.000","MIGRAZIONE","2004-01-27T16:57:37.000","FIORETTOT","1"
"UL.48.99",".","NULL","NULL","2017-04-20T16:59:30.000","MIGRAZIONE","2004-01-27T16:57:37.000","FIORETTOT","1"
"UT.96","UOGT GESTIONE TECNICO","NULL","NULL","2017-04-20T16:59:30.000","MIGRAZIONE","2009-06-19T15:04:21.000","FIORETTOT","1"
"VIR.50.0","Direzione e Segreteria","NULL","NULL","2017-04-20T16:59:30.000","MIGRAZIONE","2004-01-27T16:57:37.000","FIORETTOT","1"
"VIR.50.1","Biologia genetica virus animal","NULL","NULL","2017-04-20T16:59:30.000","MIGRAZIONE","2004-01-27T16:57:37.000","FIORETTOT","1"
"VIR.50.2","Infezioni da arbovirus virosi","NULL","NULL","2017-04-20T16:59:30.000","MIGRAZIONE","2004-01-27T16:57:37.000","FIORETTOT","1"
"VIR.50.3","Infezioni da entevirus","NULL","NULL","2017-04-20T16:59:30.000","MIGRAZIONE","2004-01-27T16:57:37.000","FIORETTOT","1"
"VIR.50.5","Infezioni da virus epatitici","NULL","NULL","2017-04-20T16:59:30.000","MIGRAZIONE","2004-01-27T16:57:37.000","FIORETTOT","1"
"VIR.50.6","Infezioni virali apparato resp","NULL","NULL","2017-04-20T16:59:30.000","MIGRAZIONE","2004-01-27T16:57:37.000","FIORETTOT","1"
"VIR.50.8","Malattie degenerative del sist","NULL","NULL","2017-04-20T16:59:30.000","MIGRAZIONE","2004-01-27T16:57:37.000","FIORETTOT","1"
"VIR.50.99",".","NULL","NULL","2017-04-20T16:59:30.000","MIGRAZIONE","2004-01-27T16:57:37.000","FIORETTOT","1"
"SA.75.1","magazzino prodotti chimici","NULL","NULL","2017-04-20T16:59:30.000","MIGRAZIONE","2001-10-11T15:53:47.000","SYSTEM","1"
"SA.75.3","cancelleria stampati","NULL","NULL","2017-04-20T16:59:30.000","MIGRAZIONE","2001-10-11T15:53:47.000","SYSTEM","1"
"SA.75.4","prodotti tecnici","NULL","NULL","2017-04-20T16:59:30.000","MIGRAZIONE","2001-10-11T15:53:47.000","SYSTEM","1"
"SA.75.5","Gestione merce in transito","NULL","NULL","2017-04-20T16:59:30.000","MIGRAZIONE","2001-10-11T15:53:47.000","SYSTEM","1"
"SA.75.6","gas e ghiaccio","NULL","NULL","2017-04-20T16:59:30.000","MIGRAZIONE","2001-10-11T15:53:47.000","SYSTEM","1"
"VIR.50.7","Infezioni virali persistenti","NULL","NULL","2017-04-20T16:59:30.000","MIGRAZIONE","2004-01-27T16:57:37.000","FIORETTOT","1"
"AL.10.7","Procedure e Metodi","NULL","NULL","2017-04-20T16:59:30.000","MIGRAZIONE","2004-01-27T16:57:36.000","FIORETTOT","1"
"VIR.50.9","Servizio stabulario","NULL","NULL","2017-04-20T16:59:30.000","MIGRAZIONE","2004-01-27T16:57:37.000","FIORETTOT","1"
"VIR.50.10","Servizio cucina","NULL","NULL","2017-04-20T16:59:30.000","MIGRAZIONE","2004-01-27T16:57:37.000","FIORETTOT","1"
"PRES.STAMPA","Segr. Presidenza Uff.Stampa","NULL","NULL","2017-04-20T16:59:30.000","MIGRAZIONE","2002-03-22T11:40:16.000","FIORETTOT","1"
"SEG.TEC.GEN.","Segreteria Generale Tecnica","NULL","NULL","2017-04-20T16:59:30.000","MIGRAZIONE","2002-03-22T11:38:35.000","FIORETTOT","1"
"EB.22.11","Ufficio di statistica","NULL","NULL","2017-04-20T16:59:30.000","MIGRAZIONE","2004-01-27T16:57:36.000","FIORETTOT","1"
"DIP.SAAA1","DIP. SANIT?  PUB VET SAN ALIM","000.007","NULL","2017-04-20T16:59:30.000","MIGRAZIONE","2008-06-03T14:22:13.000","MODIFICA1","1"
"DIP.TESA1","DIP. TECNOL. E SALUTE","000.008","NULL","2017-04-20T16:59:30.000","MIGRAZIONE","2003-12-22T16:15:56.000","MODIFICA1","1"
"CN.QARA1","CEN. NAZ.QUAL. ALIM. RIS. ALIM","000.009","NULL","2017-04-20T16:59:30.000","MIGRAZIONE","2003-12-22T16:16:52.000","MODIFICA1","1"
"DIP.AMPP1","DIP. AMB. E PREV. PRIMARIA","000.010","NULL","2017-04-20T16:59:30.000","MIGRAZIONE","2003-12-22T16:18:05.000","MODIFICA1","1"
"DIP.BICN1","DIP. BIOL. CELL. E NEUROS","000.011","NULL","2017-04-20T16:59:30.000","MIGRAZIONE","2003-12-22T16:18:05.000","MODIFICA1","1"
"DIP.EOMM1","DIP. EMA. ONCO. MED. MOLECOL.","000.012","NULL","2017-04-20T16:59:30.000","MIGRAZIONE","2004-01-27T09:51:09.000","FIORETTOT","1"
"DIP.FARM1","DIP. DEL FARMACO","000.013","NULL","2017-04-20T16:59:30.000","MIGRAZIONE","2003-12-22T16:18:42.000","MODIFICA1","1"
