"cd_tipo_attivita","ds_tipo_attivita","livello","cd_tipo_attivita_padre","fl_cancellato","utcr","dacr","utuv","duva","pg_ver_rec"
"451101","Commercio all'ingrosso e al dettaglio di autovetture e di autoveicoli leggeri","2","45","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"451102","Intermediari del commercio di autovetture e di autoveicoli leggeri (incluse le agenzie di compravendita)","2","45","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"451901","Commercio all'ingrosso e al dettaglio di altri autoveicoli","2","45","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"451902","Intermediari del commercio di altri autoveicoli (incluse le agenzie di compravendita)","2","45","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"452010","Riparazioni meccaniche di autoveicoli","2","45","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"452020","Riparazione di carrozzerie di autoveicoli","2","45","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"452030","Riparazione di impianti elettrici e di alimentazione per autoveicoli","2","45","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"452040","Riparazione e sostituzione di pneumatici per autoveicoli","2","45","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"452091","Lavaggio auto","2","45","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"452099","Altre attivit? di manutenzione e di riparazione di autoveicoli","2","45","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"453101","Commercio all'ingrosso di parti e accessori di autoveicoli","2","45","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"453102","Intermediari del commercio di parti ed accessori di autoveicoli","2","45","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"453200","Commercio al dettaglio di parti e accessori di autoveicoli","2","45","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"454011","Commercio all'ingrosso e al dettaglio di motocicli e ciclomotori","2","45","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"454012","Intermediari del commercio di motocicli e ciclomotori","2","45","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"454021","Commercio all'ingrosso e al dettaglio di parti e accessori per motocicli e ciclomotori","2","45","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"454022","Intermediari del commercio di parti ed accessori di motocicli e ciclomotori","2","45","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"454030","Manutenzione e riparazione di motocicli e ciclomotori (inclusi i pneumatici)","2","45","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"461101","Agenti e rappresentanti di materie prime agricole","2","46","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"461102","Agenti e rappresentanti di fiori e piante","2","46","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"461103","Agenti e rappresentanti di animali vivi","2","46","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"461104","Agenti e rappresentanti di fibre tessili gregge e semilavorate; pelli grezze","2","46","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"461105","Procacciatori d'affari di materie prime agricole, animali vivi, materie prime e semilavorati tessili; pelli grezze","2","46","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"461106","Mediatori in materie prime agricole, materie prime e semilavorati tessili; pelli grezze","2","46","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"461107","Mediatori in animali vivi","2","46","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"461201","Agenti e rappresentanti di carburanti, gpl, gas in bombole e simili; lubrificanti","2","46","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"461202","Agenti e rappresentanti di combustibili solidi","2","46","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"461203","Agenti e rappresentanti di minerali, metalli e prodotti semilavorati","2","46","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"461204","Agenti e rappresentanti di prodotti chimici per l'industria","2","46","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"461205","Agenti e rappresentanti di prodotti chimici per l'agricoltura (inclusi i fertilizzanti)","2","46","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"461206","Procacciatori d'affari di combustibili, minerali, metalli e prodotti chimici","2","46","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"461207","Mediatori in combustibili, minerali, metalli e prodotti chimici","2","46","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"461301","Agenti e rappresentanti di legname, semilavorati in legno e legno artificiale","2","46","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"461302","Agenti e rappresentanti di materiale da costruzione (inclusi gli infissi e gli articoli igienico-sanitari); vetro piano","2","46","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"461303","Agenti e rappresentanti di apparecchi ed accessori per riscaldamento e condizionamento e altri prodotti similari","2","46","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"461304","Procacciatori d'affari di legname e materiali da costruzione","2","46","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"461305","Mediatori in legname e materiali da costruzione","2","46","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"461401","Agenti e rappresentanti di macchine, attrezzature ed impianti per l'industria ed il commercio; materiale e apparecchi elettrici ed elettronici per uso non domestico","2","46","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"461402","Agenti e rappresentanti di macchine per costruzioni edili e stradali","2","46","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"461403","Agenti e rappresentanti di macchine, attrezzature per ufficio, attrezzature per le telecomunicazioni, computer e loro periferiche","2","46","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"461404","Agenti e rappresentanti di macchine ed attrezzature per uso agricolo (inclusi i trattori)","2","46","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"461405","Agenti e rappresentanti di navi, aeromobili e altri veicoli (esclusi autoveicoli, motocicli, ciclomotori e biciclette)","2","46","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"461406","Procacciatori d'affari di macchinari, impianti industriali, navi e aeromobili, macchine agricole, macchine per ufficio, attrezzature per le telecomunicazioni, computer e loro periferiche","2","46","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"461407","Mediatori in macchinari, impianti industriali, navi e aeromobili, macchine agricole, macchine per ufficio, attrezzature per le telecomunicazioni, computer e loro periferiche","2","46","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"461501","Agenti e rappresentanti di mobili in legno, metallo e materie plastiche","2","46","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"461502","Agenti e rappresentanti di articoli di ferramenta e di bricolage","2","46","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"461503","Agenti e rappresentanti di articoli casalinghi, porcellane, articoli in vetro eccetera","2","46","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"461504","Agenti e rappresentanti di vernici, carte da parati, stucchi e cornici decorativi","2","46","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"461505","Agenti e rappresentanti di mobili e oggetti di arredamento per la casa in canna, vimini, giunco, sughero, paglia; scope, spazzole, cesti e simili","2","46","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"461506","Procacciatori d'affari di mobili, articoli per la casa e ferramenta","2","46","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"461507","Mediatori in mobili, articoli per la casa e ferramenta","2","46","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"325012","Fabbricazione di apparecchi e strumenti per odontoiatria e di apparecchi medicali (incluse parti staccate e accessori)","2","32","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"325013","Fabbricazione di mobili per uso medico, chirurgico, odontoiatrico e veterinario","2","32","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"325014","Fabbricazione di centrifughe per laboratori","2","32","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"325020","Fabbricazione di protesi dentarie (inclusa riparazione)","2","32","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"325030","Fabbricazione di protesi ortopediche, altre protesi ed ausili (inclusa riparazione)","2","32","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"325040","Fabbricazione di lenti oftalmiche","2","32","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"325050","Fabbricazione di armature per occhiali di qualsiasi tipo; montatura in serie di occhiali comuni","2","32","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"329100","Fabbricazione di scope e spazzole","2","32","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"329911","Fabbricazione di articoli di vestiario ignifughi e protettivi di sicurezza","2","32","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"329912","Fabbricazione di articoli in plastica per la sicurezza personale","2","32","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"329913","Fabbricazione di articoli in metallo per la sicurezza personale","2","32","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"329914","Fabbricazione di maschere antigas","2","32","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"329919","Fabbricazione di altre attrezzature ed altri articoli protettivi di sicurezza","2","32","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"329920","Fabbricazione di ombrelli, bottoni, chiusure lampo, parrucche e affini","2","32","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"329930","Fabbricazione di oggetti di cancelleria","2","32","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"329940","Fabbricazione di casse funebri","2","32","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"329990","Fabbricazione di altri articoli nca","2","32","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"331101","Riparazione e manutenzione di stampi, portastampi, sagome, forme per macchine","2","33","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"331102","Riparazione e manutenzione di utensileria ad azionamento manuale","2","33","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"331103","Riparazione e manutenzione di armi, sistemi d'arma e munizioni","2","33","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"331104","Riparazione e manutenzione di casseforti, forzieri, porte metalliche blindate","2","33","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"331105","Riparazione e manutenzione di armi bianche","2","33","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"331106","Riparazione e manutenzione di container","2","33","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"331107","Riparazione e manutenzione di carrelli per la spesa","2","33","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"331109","Riparazione e manutenzione di altri prodotti in metallo","2","33","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"331210","Riparazione e manutenzione di macchine di impiego generale","2","33","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"331220","Riparazione e manutenzione di forni, fornaci e bruciatori","2","33","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"331230","Riparazione e manutenzione di macchine e apparecchi di sollevamento e movimentazione (esclusi ascensori)","2","33","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"331240","Riparazione e manutenzione di attrezzature di uso non domestico per la refrigerazione e la ventilazione","2","33","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"331251","Riparazione e manutenzione di macchine ed attrezzature per ufficio (esclusi computer, periferiche, fax)","2","33","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"331252","Riparazione e manutenzione di bilance e macchine automatiche per la vendita e la distribuzione","2","33","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"331253","Riparazione e manutenzione di macchine per le industrie chimiche, petrolchimiche e petrolifere","2","33","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"331254","Riparazione e manutenzione di macchine per la dosatura, la confezione e l'imballaggio","2","33","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"331255","Riparazione e manutenzione di estintori (inclusa la ricarica)","2","33","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"331259","Riparazione e manutenzione di altre macchine di impiego generale nca","2","33","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"331260","Riparazione e manutenzione di trattori agricoli","2","33","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"331270","Riparazione e manutenzione di altre macchine per l'agricoltura, la silvicoltura e la zootecnia","2","33","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"331291","Riparazione e manutenzione di parti intercambiabili per macchine utensili","2","33","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"331292","Riparazione e manutenzione di giostre, altalene, padiglioni da tiro al bersaglio ed altre attrezzature per parchi di divertimento","2","33","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"331299","Riparazione e manutenzione di altre macchine per impieghi speciali nca (incluse le macchine utensili)","2","33","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"331301","Riparazione e manutenzione di apparecchiature ottiche, fotografiche e cinematografiche (escluse videocamere)","2","33","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"331303","Riparazione e manutenzione di apparecchi elettromedicali, di materiale medico-chirurgico e veterinario, di apparecchi e strumenti per odontoiatria","2","33","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"331304","Riparazione e manutenzione di apparati di distillazione per laboratori, di centrifughe per laboratori e di macchinari per pulizia ad ultrasuoni per laboratori","2","33","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"331309","Riparazione e manutenzione di altre apparecchiature elettroniche (escluse quelle per le telecomunicazioni ed i computer)","2","33","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"331400","Riparazione e manutenzione di apparecchiature elettriche (esclusi gli elettrodomestici)","2","33","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"331500","Riparazione e manutenzione di navi commerciali e imbarcazioni da diporto (esclusi i loro motori)","2","33","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"331600","Riparazione e manutenzione di aeromobili e di veicoli spaziali","2","33","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"331700","Riparazione e manutenzione di materiale rotabile ferroviario, tranviario, filoviario e per metropolitane (esclusi i loro motori)","2","33","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"331901","Riparazioni di pallets e contenitori in legno per trasporto","2","33","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"331902","Riparazione di prodotti in gomma","2","33","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"331903","Riparazione di articoli in vetro","2","33","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"331904","Riparazioni di altri prodotti in legno nca","2","33","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"331909","Riparazione di altre apparecchiature nca","2","33","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"332001","Installazione di motori, generatori e trasformatori elettrici; di apparecchiature per la distribuzione e il controllo dell'elettricit? (esclusa l'installazione all'interno degli edifici)","2","33","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"332002","Installazione di apparecchi elettrici ed elettronici per telecomunicazioni, di apparecchi trasmittenti radiotelevisivi, di impianti di apparecchiature elettriche ed elettroniche (esclusa l'installazione all'interno degli edifici)","2","33","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"236200","Fabbricazione di prodotti in gesso per l'edilizia","2","23","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"236300","Produzione di calcestruzzo pronto per l'uso","2","23","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"236400","Produzione di malta","2","23","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"236500","Fabbricazione di prodotti in fibrocemento","2","23","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"236900","Fabbricazione di altri prodotti in calcestruzzo, gesso e cemento","2","23","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"237010","Segagione e lavorazione delle pietre e del marmo","2","23","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"237020","Lavorazione artistica del marmo e di altre pietre affini, lavori in mosaico","2","23","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"237030","Frantumazione di pietre e minerali vari non in connessione con l'estrazione","2","23","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"239100","Produzione di prodotti abrasivi","2","23","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"239900","Fabbricazione di altri prodotti in minerali non metalliferi nca","2","23","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"241000","Siderurgia - Fabbricazione di ferro, acciaio e ferroleghe","2","24","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"242010","Fabbricazione di tubi e condotti senza saldatura","2","24","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"242020","Fabbricazione di tubi e condotti saldati e simili","2","24","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"243100","Stiratura a freddo di barre","2","24","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"243200","Laminazione a freddo di nastri","2","24","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"243301","Fabbricazione di pannelli stratificati in acciaio","2","24","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"243302","Profilatura mediante formatura o piegatura a freddo","2","24","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"243400","Trafilatura a freddo","2","24","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"244100","Produzione di metalli preziosi e semilavorati","2","24","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"244200","Produzione di alluminio e semilavorati","2","24","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"244300","Produzione di piombo, zinco e stagno e semilavorati","2","24","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"244400","Produzione di rame e semilavorati","2","24","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"244500","Produzione di altri metalli non ferrosi e semilavorati","2","24","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"244600","Trattamento dei combustibili nucleari (escluso l'arricchimento di uranio e torio)","2","24","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"245100","Fusione di ghisa e produzione di tubi e raccordi in ghisa","2","24","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"245200","Fusione di acciaio","2","24","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"245300","Fusione di metalli leggeri","2","24","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"245400","Fusione di altri metalli non ferrosi","2","24","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"251100","Fabbricazione di strutture metalliche e parti assemblate di strutture","2","25","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"251210","Fabbricazione di porte, finestre e loro telai, imposte e cancelli metallici","2","25","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"251220","Fabbricazione di strutture metalliche per tende da sole, tende alla veneziana e simili","2","25","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"252100","Fabbricazione di radiatori e contenitori in metallo per caldaie per il riscaldamento centrale","2","25","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"252900","Fabbricazione di cisterne, serbatoi e contenitori in metallo per impieghi di stoccaggio o di produzione","2","25","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"253000","Fabbricazione di generatori di vapore (esclusi i contenitori in metallo per caldaie per il riscaldamento centrale ad acqua calda)","2","25","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"254000","Fabbricazione di armi e munizioni","2","25","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"255000","Fucinatura, imbutitura, stampaggio e profilatura dei metalli; metallurgia delle polveri","2","25","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"256100","Trattamento e rivestimento dei metalli","2","25","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"256200","Lavori di meccanica generale","2","25","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"257100","Fabbricazione di articoli di coltelleria, posateria ed armi bianche","2","25","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"257200","Fabbricazione di serrature e cerniere e ferramenta simili","2","25","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"257311","Fabbricazione di utensileria ad azionamento manuale","2","25","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"257312","Fabbricazione di parti intercambiabili per macchine utensili","2","25","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"257320","Fabbricazione di stampi, portastampi, sagome, forme per macchine","2","25","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"259100","Fabbricazione di bidoni in acciaio e contenitori analoghi per il trasporto e l'imballaggio","2","25","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"259200","Fabbricazione di imballaggi leggeri in metallo","2","25","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"259310","Fabbricazione di prodotti fabbricati con fili metallici","2","25","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"259320","Fabbricazione di molle","2","25","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"259330","Fabbricazione di catene fucinate senza saldatura e stampate","2","25","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"259400","Fabbricazione di articoli di bulloneria","2","25","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"259911","Fabbricazione di caraffe e bottiglie isolate in metallo","2","25","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"259919","Fabbricazione di stoviglie, pentolame, vasellame, attrezzi da cucina e altri accessori casalinghi non elettrici, articoli metallici per l'arredamento di stanze da bagno","2","25","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"259920","Fabbricazione di casseforti, forzieri e porte metalliche blindate","2","25","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
"259930","Fabbricazione di oggetti in ferro, in rame ed altri metalli","2","25","N","SYSTEM","2012-01-02T00:00:00.000","SYSTEM","2012-01-02T00:00:00.000","1"
