"report_name","priority","ds_report","dacr","utuv","duva","utcr","pg_ver_rec"
"/gestiva/gestiva/registro_riepilogativo_centro.rpt","5","Stampa registro riepilogativo IVA per centro","2002-10-09T00:00:00.000","$$$$$MIGRAZIONE$$$$$","2002-12-10T00:00:00.000","$$$$$MIGRAZIONE$$$$$","1"
"/cnrdoccont/doccont/regobblig.rpt","5","Registro Obbligazioni","2003-02-20T12:24:54.000","$$$$$MIGRAZIONE$$$$$","2003-02-20T12:24:54.000","$$$$$MIGRAZIONE$$$$$","1"
"/cnrdoccont/doccont/scadobblig.rpt","5","Scadenzario Obbligazioni","2003-02-20T12:25:36.000","$$$$$MIGRAZIONE$$$$$","2003-02-20T12:25:36.000","$$$$$MIGRAZIONE$$$$$","1"
"/docamm/docamm/vpg_missione.rpt","5","Stampa massiva nota e prospetto liquidazione missione","2003-04-10T18:22:16.000","$$$$$MIGRAZIONE$$$$$","2003-04-10T18:22:16.000","$$$$$MIGRAZIONE$$$$$","1"
"/doccont/doccont/vpg_mandato.rpt","5","Stampa massiva mandato","2003-04-10T18:22:16.000","$$$$$MIGRAZIONE$$$$$","2003-04-10T18:22:16.000","$$$$$MIGRAZIONE$$$$$","1"
"/doccont/doccont/vpg_reversale.rpt","5","Stampa massiva reversale","2003-04-10T18:22:16.000","$$$$$MIGRAZIONE$$$$$","2003-04-10T18:22:16.000","$$$$$MIGRAZIONE$$$$$","1"
"/doccont/doccont/vpg_man_rev_ass.rpt","4","Stampa mandato e reversali associate","2003-04-10T18:22:16.000","$$$$$MIGRAZIONE$$$$$","2003-04-10T18:22:16.000","$$$$$MIGRAZIONE$$$$$","1"
"/docamm/docamm/vpg_fondo_economale.rpt","5","Stampa del fondo economale","2003-04-10T18:22:16.000","$$$$$MIGRAZIONE$$$$$","2003-04-10T18:22:16.000","$$$$$MIGRAZIONE$$$$$","1"
"/preventivo/preventivo/variazioni_bilancio.rpt","5","Stampa delle variazioni di bilancio","2003-04-10T18:22:16.000","$$$$$MIGRAZIONE$$$$$","2003-04-10T18:22:16.000","$$$$$MIGRAZIONE$$$$$","1"
"/docamm/docamm/vpg_doc_generico.rpt","5","Stampa massiva documenti generici","2003-04-10T18:22:16.000","$$$$$MIGRAZIONE$$$$$","2003-04-10T18:22:16.000","$$$$$MIGRAZIONE$$$$$","1"
"/docamm/docamm/partitario_compensi.rpt","5","Partitario Anagrafico Compensi","2003-04-10T18:22:16.000","$$$$$MIGRAZIONE$$$$$","2003-04-10T18:22:16.000","$$$$$MIGRAZIONE$$$$$","1"
"/cnrdoccont/doccont/avvpagmnd.rpt","5","Avviso di Pagamento Mandato","2003-04-10T18:22:16.000","$$$$$MIGRAZIONE$$$$$","2003-04-10T18:22:16.000","$$$$$MIGRAZIONE$$$$$","1"
"/cnrdoccont/doccont/giornale_delle_reversali.rpt","5","Stampa Giornale delle Reversali","2003-04-10T18:22:16.000","$$$$$MIGRAZIONE$$$$$","2003-04-10T18:22:16.000","$$$$$MIGRAZIONE$$$$$","1"
"/cnrdoccont/doccont/regaccert.rpt","5","Registro Accertamenti","2003-04-10T18:22:16.000","$$$$$MIGRAZIONE$$$$$","2003-04-10T18:22:16.000","$$$$$MIGRAZIONE$$$$$","1"
"/cnrdoccont/doccont/pagamenti_estero.rpt","5","Situazione Pagamenti all'Estero","2003-06-10T17:21:52.000","$$$$$MIGRAZIONE$$$$$","2003-06-10T17:21:52.000","$$$$$MIGRAZIONE$$$$$","1"
"/cnrdoccont/doccont/regannentratecds.rpt","5","Registro Annotazioni di Entrata su Partita di Giro - CDS","2003-06-10T17:21:52.000","$$$$$MIGRAZIONE$$$$$","2003-06-10T17:21:52.000","$$$$$MIGRAZIONE$$$$$","1"
"/cnrdoccont/doccont/regannentratecnr.rpt","5","Registro Annotazioni di Entrata su Partita di Giro - CNR","2003-06-10T17:21:52.000","$$$$$MIGRAZIONE$$$$$","2003-06-10T17:21:52.000","$$$$$MIGRAZIONE$$$$$","1"
"/cnrdoccont/doccont/regannspesacds.rpt","5","Registro Annotazioni di Spesa su Partita di Giro - CDS","2003-06-10T17:21:52.000","$$$$$MIGRAZIONE$$$$$","2003-06-10T17:21:52.000","$$$$$MIGRAZIONE$$$$$","1"
"/cnrdoccont/doccont/regannspesecnr.rpt","5","Registro Annotazioni di Spesa su Partita di Giro - CNR","2003-06-10T17:21:52.000","$$$$$MIGRAZIONE$$$$$","2003-06-10T17:21:52.000","$$$$$MIGRAZIONE$$$$$","1"
"/cnrpreventivo/pdg/analitica_spese_lda_a1.rpt","4","Situazione ANALITICA  per L.di A. Costi/Spese Anno Corrente","2003-06-10T17:21:52.000","$$$$$MIGRAZIONE$$$$$","2003-06-11T10:30:00.000","CINSAN","2"
"/cnrpreventivo/pdg/sintetica_spese_lda_a1.rpt","4","Situazione sintetica L.di A. Costi/Spese Anno Corrente","2003-06-10T17:21:52.000","$$$$$MIGRAZIONE$$$$$","2003-06-10T11:30:00.000","CINSAN","2"
"/cnrpreventivo/pdg/impdip.rpt","5","Imponibili Fiscali e Previdenziali Dipendenti","2003-06-10T17:21:52.000","$$$$$MIGRAZIONE$$$$$","2003-06-10T17:21:52.000","$$$$$MIGRAZIONE$$$$$","1"
"/cnrdoccont/doccont/stampaordine.rpt","5","Stampa Ordine","2003-06-10T17:21:52.000","$$$$$MIGRAZIONE$$$$$","2003-06-10T17:21:52.000","$$$$$MIGRAZIONE$$$$$","1"
"/cnrdoccont/doccont/scadaccert.rpt","5","Scadenzario Accertamenti","2003-06-30T17:18:23.000","$$$$$MIGRAZIONE$$$$$","2003-06-30T17:18:23.000","$$$$$MIGRAZIONE$$$$$","1"
"/cnrdoccont/doccont/stampasospesiassreversali.rpt","5","Sospesi CNR associati a reversali","2003-10-13T16:32:59.000","$$$$$MIGRAZIONE$$$$$","2003-10-13T16:32:59.000","$$$$$MIGRAZIONE$$$$$","1"
"/cnrpreventivo/pdg/analitica_entrate_lda_a1.rpt","5","Situazione Analitica Linea di Attivit? Ricavi/Entrate Anno corrente","2003-12-19T15:25:53.000","$$$$$MIGRAZIONE$$$$$","2003-12-19T15:25:53.000","$$$$$MIGRAZIONE$$$$$","1"
"/cnrpreventivo/pdg/sintetica_entrate_lda_A1.rpt","5","Situazione Sintetica Linea di Attivit? Ricavi/Entrate Anno corrente","2003-12-19T15:25:53.000","$$$$$MIGRAZIONE$$$$$","2003-12-19T15:25:53.000","$$$$$MIGRAZIONE$$$$$","1"
"/cnrpreventivo/pdg/rendfinentratecds.rpt","5","Rendiconto Finanziario CDS - Entrate","2003-12-19T15:25:53.000","$$$$$MIGRAZIONE$$$$$","2003-12-19T15:25:53.000","$$$$$MIGRAZIONE$$$$$","1"
"/cnrpreventivo/pdg/rendfinspesecds.rpt","5","Rendiconto Finanziario CDS - Spese","2003-12-19T15:25:53.000","$$$$$MIGRAZIONE$$$$$","2003-12-19T15:25:53.000","$$$$$MIGRAZIONE$$$$$","1"
"/cnrpreventivo/pdg/rendfinspesecdsSAC.rpt","5","Rendiconto Finanziario SAC per articolo - Spese","2003-12-19T15:25:53.000","$$$$$MIGRAZIONE$$$$$","2003-12-19T15:25:53.000","$$$$$MIGRAZIONE$$$$$","1"
"/cnrdoccont/doccont/stampasospesiassmnd.rpt","5","STAMPA SOSPESI CNR ASSOCIATI A MANDATI","2003-12-19T15:25:53.000","$$$$$MIGRAZIONE$$$$$","2003-12-19T15:25:53.000","$$$$$MIGRAZIONE$$$$$","1"
"/docamm/docamm/vpg_partitario_compensi.rpt","5","Riepilogo compensi","2003-12-19T15:25:53.000","$$$$$MIGRAZIONE$$$$$","2003-12-19T15:25:53.000","$$$$$MIGRAZIONE$$$$$","1"
"/docamm/docamm/vpg_conguaglio.rpt","5","Prospetto del conguaglio","2003-12-19T15:25:53.000","$$$$$MIGRAZIONE$$$$$","2003-12-19T15:25:53.000","$$$$$MIGRAZIONE$$$$$","1"
"/gestiva/gestiva/liquid_iva_ann_acquisti_vendite.rpt","5","Liquidazione IVA annuale - acquisti/vendite","2003-12-19T15:25:53.000","$$$$$MIGRAZIONE$$$$$","2003-12-19T15:25:53.000","$$$$$MIGRAZIONE$$$$$","1"
"/gestiva/gestiva/liquid_iva_annuale.rpt","5","Liquidazione Iva annuale","2003-12-19T15:25:53.000","$$$$$MIGRAZIONE$$$$$","2003-12-19T15:25:53.000","$$$$$MIGRAZIONE$$$$$","1"
"/doccont/doccont/situaz_singolo_conto.rpt","5","Situazione singolo conto","2004-02-18T16:56:25.000","$$$$$MIGRAZIONE$$$$$","2004-02-18T16:56:25.000","$$$$$MIGRAZIONE$$$$$","1"
"/docamm/docamm/certificazione.rpt","5","Stampa certificazione dei compensi e delle provvigioni","2004-02-18T16:56:25.000","$$$$$MIGRAZIONE$$$$$","2004-02-18T16:56:25.000","$$$$$MIGRAZIONE$$$$$","1"
"/cnrdoccont/doccont/obbligazioni_riportabili.rpt","5","Obbligazioni riportabili","2004-02-18T17:42:39.000","$$$$$MIGRAZIONE$$$$$","2004-02-18T17:42:39.000","$$$$$MIGRAZIONE$$$$$","1"
"/cnrdoccont/doccont/sospesidaassegnare.rpt","5","Sospesi da assegnare","2004-02-18T17:42:39.000","$$$$$MIGRAZIONE$$$$$","2004-02-18T17:42:39.000","$$$$$MIGRAZIONE$$$$$","1"
"/docamm/docamm/estrazione_inps.rpt","5","Estrazione dati INPS","2004-03-23T17:03:32.000","$$$$$MIGRAZIONE$$$$$","2004-03-23T17:03:32.000","$$$$$MIGRAZIONE$$$$$","1"
"/cnrpreventivo/pdg/rendiconto_fin_spese_cnr_dz_cds.rpt","5","Rendiconto Finanziario CNR per CDS - Spese","2004-04-14T17:05:17.000","$$$$$MIGRAZIONE$$$$$","2004-04-14T17:05:17.000","$$$$$MIGRAZIONE$$$$$","1"
"/cnrpreventivo/pdg/rendiconto_fin_entrate_cnr_dz.rpt","5","Rendiconto Finanziario CNR - Entrate","2004-04-14T17:05:17.000","$$$$$MIGRAZIONE$$$$$","2004-04-14T17:05:17.000","$$$$$MIGRAZIONE$$$$$","1"
"/cnrpreventivo/pdg/rendiconto_fin_entrate_cnr_dz_cds.rpt","5","Rendiconto Finanziario CNR - Entrate per CDS","2004-04-14T17:05:17.000","$$$$$MIGRAZIONE$$$$$","2004-04-14T17:05:17.000","$$$$$MIGRAZIONE$$$$$","1"
"/cnrpreventivo/pdg/rendiconto_fin_spese_cnr_dz.rpt","5","Rendiconto Finanziario CNR - Spese","2004-04-14T17:05:17.000","$$$$$MIGRAZIONE$$$$$","2004-04-14T17:05:17.000","$$$$$MIGRAZIONE$$$$$","1"
"/cnrdocamm/docamm/stampa_beni_senza_utilizzatori.rpt","5","Stampa beni senza utilizzatori","2004-04-14T17:05:17.000","$$$$$MIGRAZIONE$$$$$","2004-04-14T17:05:17.000","$$$$$MIGRAZIONE$$$$$","1"
"/cnrdoccont/doccont/obbligazioniperlineediattiv.rpt","4","Obbligazioni per linee di attivit?","2004-06-24T13:51:40.000","$$$$$MIGRAZIONE$$$$$","2004-06-24T13:51:40.000","$$$$$MIGRAZIONE$$$$$","1"
"/cnrpreventivo/pdg/personale_su_linee.rpt","4","Ripartizione del personale su WP/Modulo/Commessa","2004-06-24T13:51:40.000","$$$$$MIGRAZIONE$$$$$","2004-06-24T13:51:40.000","$$$$$MIGRAZIONE$$$$$","1"
"/cnrdocamm/docamm/registro_inventario.rpt","4","Registro inventario","2004-09-24T13:34:08.000","CNR-PG","2004-11-11T00:00:00.000","$$$$$MIGRAZIONE$$$$$","1"
"/cnrdocamm/docamm/elencocompensipervocedelpiano.rpt","5","Elenco Compensi per voce del piano","2004-09-24T13:34:08.000","$$$$$MIGRAZIONE$$$$$","2004-09-24T13:34:08.000","$$$$$MIGRAZIONE$$$$$","1"
"/cnrdocamm/docamm/elencodocumentidenericipervocepiano.rpt","5","Elenco Documenti Generici Passivi per voce del piano","2004-09-24T13:34:08.000","$$$$$MIGRAZIONE$$$$$","2004-09-24T13:34:08.000","$$$$$MIGRAZIONE$$$$$","1"
"/cnrdocamm/docamm/elencofatturepervocepiano.rpt","5","Elenco Fatture per voce del piano","2004-09-24T13:34:08.000","$$$$$MIGRAZIONE$$$$$","2004-09-24T13:34:08.000","$$$$$MIGRAZIONE$$$$$","1"
"/cnrpreventivo/pdg/contoeconomicoriclassificato.rpt","4","Conto Economico Riclassificato","2004-09-24T13:34:08.000","$$$$$MIGRAZIONE$$$$$","2004-09-24T13:34:08.000","$$$$$MIGRAZIONE$$$$$","1"
"/cnrpreventivo/pdg/statopatrimonialericlassificato.rpt","5","Stato Patrimoniale Riclassificato","2004-09-24T13:34:08.000","$$$$$MIGRAZIONE$$$$$","2004-09-24T13:34:08.000","$$$$$MIGRAZIONE$$$$$","1"
"/cnrdocamm/docamm/elencofattureattivepercliente.rpt","5","Elenco Fatture Attive per Cliente","2004-10-12T13:33:32.000","$$$$$MIGRAZIONE$$$$$","2004-10-12T13:33:32.000","$$$$$MIGRAZIONE$$$$$","1"
"/cnrdocamm/docamm/elencofatturefornitori.rpt","5","Elenco Fatture Passive per Fornitore","2004-10-12T13:33:32.000","$$$$$MIGRAZIONE$$$$$","2004-10-12T13:33:32.000","$$$$$MIGRAZIONE$$$$$","1"
"/cnrdoccont/doccont/situazionedicassa.rpt","4","Situazione di cassa","2004-10-12T13:33:32.000","$$$$$MIGRAZIONE$$$$$","2004-10-12T13:33:32.000","$$$$$MIGRAZIONE$$$$$","1"
"/preventivo/pdg/pdgdett_commessa.rpt","5","Piano di gestione per COMMESSA","2005-02-16T00:00:00.000","CR","2005-02-16T00:00:00.000","CR","1"
"/cnrpreventivo/pdg/analitica_spese_lda_comres_a1.rpt","5","Situazione ANALITICA per L.di A. Competenza/Residui Anno Corrente","2005-07-04T00:00:00.000","CED","2005-07-04T00:00:00.000","CED","1"
"/cnrpreventivo/pdg/sintetica_spese_lda_comres_a1.rpt","5","Situazione SINTETICA per L.di A. Competenza/Residui Anno Corrente","2005-07-04T00:00:00.000","CED","2005-07-04T00:00:00.000","CED","1"
"/progettiric/progettiric/elencoprogettila.rpt","5","Elenco Gruppo di Azioni per Progetto/Commessa/Modulo","2005-09-22T17:10:27.000","F","2005-09-22T17:10:27.000","F","1"
"/cnrconfigurazione/contratti/ElencoContratti.rpt","5","Elenco Contratti","2005-11-02T15:43:02.000","F","2005-11-02T15:43:02.000","F","1"
"/cnrpreventivo/pdg/stampa_variazioni_pdg_riepilogo.rpt","4","Stampa Variazioni PdG Riepilogo","2005-11-07T15:31:12.000","F","2005-11-07T15:31:12.000","F","1"
"/cnrpreventivo/pdg/situazione_analitica_gae_res_entrate.rpt","5","Stampa entrate in c/residui","2006-04-19T15:59:29.000","F","2006-04-19T15:59:29.000","F","1"
"/cnrpreventivo/pdg/situazione_analitica_gae_dett_imp_residui.rpt","5","Stampa Dettaglio impegni in c/residui","2006-04-19T15:59:30.000","F","2006-04-19T15:59:30.000","F","1"
"/cnrpreventivo/pdg/situazione_analitica_gae_res_uscite.rpt","5","Stampa uscite in c/residui","2006-04-19T15:59:50.000","F","2006-04-19T15:59:50.000","F","1"
"/progettiric/progettiric/progetti_per_dip_ist.jasper","1","stampa progetti per Dipartimento/Istituto","2006-06-08T15:22:35.000","SPASIA","2006-06-08T15:22:35.000","SPASIA","1"
"/progettiric/progettiric/anagrafica_progetti.jasper","1","stampa anagrafica progetti","2006-06-08T15:22:35.000","SPASIA","2006-06-08T15:22:35.000","SPASIA","1"
"/cnrpreventivo/pdg/situazione_analitica_gae_competenza_x_voce.jasper","3","Stampa entrate/spese in c/competenza per voce","2006-06-08T15:22:35.000","SPASIA","2010-09-17T00:00:00.000","CED_RP","1"
"/preventivo/preventivo/bilancio_fin_cnr_spesa.jasper","2","Stampa del preventivo finanziario parte Spese","2006-06-08T15:22:35.000","SPASIA","2010-09-17T00:00:00.000","CED_RP","1"
"/preventivo/pdg/discrepanze_insieme.jasper","1","Discrepanze Importi Entrate-Spese","2006-06-08T15:22:35.000","SPASIA","2006-06-08T15:22:35.000","SPASIA","1"
"/configurazione/latt/linea_attivita.jasper","1","Stampa delle linee di attivit?","2006-06-08T15:22:35.000","SPASIA","2006-06-08T15:22:35.000","SPASIA","1"
"/preventivo/pdg/pdg_aggregato_etr.jasper","2","Stampa PDG aggregato parte Entrate","2006-06-08T15:22:35.000","SPASIA","2010-09-17T00:00:00.000","CED_RP","1"
"/preventivo/pdg/pdg_aggregato_spe.jasper","2","Stampa PDG aggregato parte spese","2006-06-08T15:22:35.000","SPASIA","2010-09-17T00:00:00.000","CED_RP","1"
"/cnrpreventivo/pdg/libro_giornale.rpt","4","Stampa Libro Giornale","2005-05-24T16:40:19.000","SPASIA","2005-05-24T16:40:19.000","SPASIA","1"
"/cnrdocamm/docamm/reg_inv_ce_sp.jasper","2","Registro inventario ufficiale","2006-09-15T14:11:41.000","SPASIA","2006-09-15T14:11:41.000","SPASIA","1"
"/cnrpreventivo/pdg/situazione_sintetica_rendicontazione_GAE.jasper","3","Stampa Situazione Sintetica Rendicotazione GAE","2008-04-17T17:50:44.000","F","2010-09-17T00:00:00.000","CED_RP","1"
"/cnrpreventivo/pdg/stampa_var_stanziamento_res.jasper","3","Stampa Variazioni Stanziamento Residuo","2008-06-25T17:24:21.000","FG","2010-09-17T00:00:00.000","CED_RP","1"
"/docamm/docamm/compenso_dipendenti.jasper","1","Stampa compenso dipendenti","2008-10-23T17:04:10.000","RP","2008-10-23T17:04:10.000","RP","1"
"/Sigla_Dwh/attivita_sigla.jasper","1","Stampa Attivit? Sigla","2010-02-17T10:15:33.000","FG","2010-02-17T10:15:33.000","FG","1"
"/cnrconfigurazione/pdc/piano_dei_conti_fin.jasper","1","Stampa PdC Finanziario","2010-05-05T08:58:40.000","FG","2010-05-05T08:58:40.000","FG","1"
"/docamm/docamm/certificazione_comunicaz_pignorato.jasper","1","Stampa comunicazione ai terzi pignorati","2012-03-12T15:22:35.000","CED","2012-03-12T15:22:35.000","CED","1"
"/cnrpreventivo/pdg/situazione_sintetica_disp_GAE.jasper","3","Stampa Situazione Sintetica Disponibilit? GAE","2008-03-28T12:47:10.000","F","2010-09-17T00:00:00.000","CED_RP","1"
"/preventivo/pdg/pdg_stato.jasper","1","Stampa stato PDG","2006-06-08T15:22:35.000","SPASIA","2006-06-08T15:22:35.000","SPASIA","1"
"/preventivo/pdg/pdgdett_la_funzione_natura.jasper","1","Stampa PDG per linee di attivit?","2006-06-08T15:22:35.000","SPASIA","2006-06-08T15:22:35.000","SPASIA","1"
"/preventivo/pdg/pdgdett_voce_funzione_natura.jasper","1","Stampa PDG per voce funzione e natura","2006-06-08T15:22:35.000","SPASIA","2006-06-08T15:22:35.000","SPASIA","1"
"/preventivo/pdg/pdguo_voce_funzione_natura.jasper","1","Stampa PDG aggregato per UO","2006-06-08T15:22:35.000","SPASIA","2006-06-08T15:22:35.000","SPASIA","1"
"/configurazione/sto/sto.jasper","1","Stampa della struttura organizzativa","2006-06-08T15:22:35.000","SPASIA","2006-06-08T15:22:35.000","SPASIA","1"
"/configurazione/utenze/utente.jasper","1","Stampa Ruoli/Accessi Utente","2006-06-08T15:22:35.000","SPASIA","2006-06-08T15:22:35.000","SPASIA","1"
"/preventivo/preventivo/bilancio_fin_cnr_entrata.jasper","2","Stampa del Preventivo finanziario parte Entrate","2006-06-08T15:22:35.000","SPASIA","2010-09-17T00:00:00.000","CED_RP","1"
"/preventivo/preventivo/bilancio_fin_cds_entrata.jasper","2","Stampa del Preventivo finanziario CDS parte Entrate","2006-06-08T15:22:35.000","SPASIA","2010-09-17T00:00:00.000","CED_RP","1"
"/preventivo/pdg/docpdgcdrprimo_voce_funzione_natura.jasper","1","Documento dei Piani di Gestione Preventivi","2006-06-08T15:22:35.000","SPASIA","2006-06-08T15:22:35.000","SPASIA","1"
"/preventivo/pdg/docpdgente_voce_funzione_natura.jasper","2","Aggregato per Ente dei Piani di Gestione","2006-06-08T15:22:35.000","SPASIA","2010-09-17T00:00:00.000","CED_RP","1"
"/preventivo/pdg/pdgcdrprimo_voce_funzione_natura.jasper","1","Stampa PDG CDR I livello","2006-06-08T15:22:35.000","SPASIA","2006-06-08T15:22:35.000","SPASIA","1"
"/preventivo/preventivo/bilancio_fin_cds_spesa.jasper","2","Stampa del Preventivo finanziario CDS parte Spese","2006-06-08T15:22:35.000","SPASIA","2010-09-17T00:00:00.000","CED_RP","1"
"/docamm/docamm/fatturaattiva_ncd.jasper","1","Stampa fattura attiva, nota credito-debito su FA","2006-06-08T15:22:35.000","SPASIA","2006-06-08T15:22:35.000","SPASIA","1"
"/doccont/doccont/mandato.jasper","1","Mandato","2006-06-08T15:22:35.000","SPASIA","2006-06-08T15:22:35.000","SPASIA","1"
"/doccont/doccont/reversale.jasper","1","Reversale","2006-06-08T15:22:35.000","SPASIA","2006-06-08T15:22:35.000","SPASIA","1"
"/logs/batchlog.jasper","1","Stampa logs batch applicativi","2006-06-08T15:22:35.000","SPASIA","2006-06-08T15:22:35.000","SPASIA","1"
"/doccont/doccont/distinta_cassiere.jasper","1","Stampa distinta cassiere","2006-06-08T15:22:35.000","SPASIA","2006-06-08T15:22:35.000","SPASIA","1"
"/docamm/docamm/minicarriera_bds.jasper","1","Stampa riepilogativa minicarriera per borsa di studio","2006-06-08T15:22:35.000","SPASIA","2006-06-08T15:22:35.000","SPASIA","1"
"/docamm/docamm/compenso.jasper","1","Stampa compenso","2006-06-08T15:22:35.000","SPASIA","2006-06-08T15:22:35.000","SPASIA","1"
"/gestiva/gestiva/registro_iva_acquisti.jasper","1","Stampa registro iva acquisti","2006-06-08T15:22:35.000","SPASIA","2006-06-08T15:22:35.000","SPASIA","1"
"/gestiva/gestiva/registro_iva_vendite.jasper","1","Stampa registro iva vendite","2006-06-08T15:22:35.000","SPASIA","2006-06-08T15:22:35.000","SPASIA","1"
"/gestiva/gestiva/registro_riepilogativo_uo.jasper","1","Stampa registro riepilogativo IVA per uo","2006-06-08T15:22:35.000","SPASIA","2006-06-08T15:22:35.000","SPASIA","1"
"/preventivo/preventivo/bilancio_fin_cnr_entrata_dz.jasper","2","Stampa del Preventivo finanziario parte Entrate importi diversi da 0","2006-06-08T15:22:35.000","SPASIA","2010-09-17T00:00:00.000","CED_RP","1"
"/preventivo/preventivo/bilancio_fin_cds_entrata_dz.jasper","2","Stampa del Preventivo finanziario CDS parte Entrate impoti diversi da 0","2006-06-08T15:22:35.000","SPASIA","2006-06-08T15:22:35.000","SPASIA","1"
"/preventivo/preventivo/bilancio_fin_cds_spesa_dz.jasper","2","Stampa del Preventivo finanziario CDS parte Spese importi diversi da 0","2006-06-08T15:22:35.000","SPASIA","2010-09-17T00:00:00.000","CED_RP","1"
"/preventivo/preventivo/bilancio_fin_cnr_spesa_dz.jasper","2","Stampa del preventivo finanziario parte Spese importi diversi da 0","2006-06-08T15:22:35.000","SPASIA","2010-09-17T00:00:00.000","CED_RP","1"
"/cnrconfigurazione/pdc/piano_dei_conti_economico.jasper","1","Stampa piano dei conti economico","2006-06-08T15:22:35.000","SPASIA","2006-06-08T15:22:35.000","SPASIA","1"
"/cnrpreventivo/pdg/stampa_pdg_etr_ist.rpt","5","PDG riclassificato secondo la struttura del Bil. di Prev. dell'Ente (Entrate per Istituto)","2005-05-04T14:50:35.000","SPASIA","2005-05-04T14:50:35.000","SPASIA","1"
"/cnrpreventivo/pdg/stampa_pdg_spe_ist.rpt","5","PDG riclassificato secondo la struttura del Bil. di Prev. dell'Ente (Spese per Istituto)","2005-05-04T14:50:35.000","SPASIA","2005-05-04T14:50:35.000","SPASIA","1"
"/cnrpreventivo/pdg/stampa_pdg_etr_dip.rpt","5","PDG riclassificato secondo la struttura del Bil. di Prev. dell'Ente (Entrate per Dipartimento)","2005-05-04T14:50:35.000","SPASIA","2005-05-04T14:50:35.000","SPASIA","1"
"/cnrpreventivo/pdg/stampa_pdg_spe_dip.rpt","5","PDG riclassificato secondo la struttura del Bil. di Prev. dell'Ente (Spese per Dipartimento)","2005-05-04T14:50:35.000","SPASIA","2005-05-04T14:50:35.000","SPASIA","1"
"/cnrconfigurazione/pdc/piano_dei_conti_finanziario_entrate_cnr_esercizio.jasper","1","Stampa piano dei conti finanziario - Entrate CNR","2006-06-08T15:22:35.000","SPASIA","2006-06-08T15:22:35.000","SPASIA","1"
"/cnrconfigurazione/pdc/piano_dei_conti_finanziario_spese_cds_esercizio.jasper","1","Stampa piano dei conti finanziario - Spese CDS","2006-06-08T15:22:35.000","SPASIA","2006-06-08T15:22:35.000","SPASIA","1"
"/cnrdoccont/doccont/giornale_dei_mandati.jasper","2","Stampa giornale dei mandati","2006-06-08T15:22:35.000","SPASIA","2006-06-08T15:22:35.000","SPASIA","1"
"/gestiva/gestiva/registro_iva_differita.jasper","1","Stampa Iva Differita","2006-06-08T15:22:35.000","SPASIA","2006-06-08T15:22:35.000","SPASIA","1"
"/preventivo/pdg/pdg_aggregato_etr_delta.jasper","1","Stampa PDG aggregato parte Entrate solo diff. con aggregato mod. Ente","2006-06-08T15:22:35.000","SPASIA","2006-06-08T15:22:35.000","SPASIA","1"
"/preventivo/pdg/pdg_aggregato_spe_delta.jasper","1","Stampa PDG aggregato parte Spese solo diff. con aggregato mod. Ente","2006-06-08T15:22:35.000","SPASIA","2006-06-08T15:22:35.000","SPASIA","1"
"/preventivo/pdg/pdg_aggregato_spe_var.jasper","3","Stampa variazioni (entrate) indotte da proposte di modifica pdg su aggregato parte Ente","2006-06-08T15:22:35.000","SPASIA","2006-06-08T15:22:35.000","SPASIA","1"
"/preventivo/pdg/pdg_aggregato_etr_var.jasper","3","Stampa variazioni (spese) indotte da proposte di modifica pdg su aggregato parte Ente","2006-06-08T15:22:35.000","SPASIA","2006-06-08T15:22:35.000","SPASIA","1"
"/gestiva/gestiva/liquidazione_iva.jasper","1","Stampa liquidazione IVA","2006-06-08T15:22:35.000","SPASIA","2006-06-08T15:22:35.000","SPASIA","1"
"/gestiva/gestiva/registro_riepilogativo_centro.jasper","1","Stampa registro riepilogativo IVA per centro","2006-06-08T15:22:35.000","SPASIA","2006-06-08T15:22:35.000","SPASIA","1"
"/cnrdoccont/doccont/regobblig.jasper","1","Registro Impegni","2006-06-08T15:22:35.000","SPASIA","2006-06-08T15:22:35.000","SPASIA","1"
"/cnrdoccont/doccont/scadobblig.jasper","1","Scadenzario Impegni","2006-06-08T15:22:35.000","SPASIA","2006-06-08T15:22:35.000","SPASIA","1"
"/docamm/docamm/vpg_missione.jasper","1","Stampa massiva nota e prospetto liquidazione missione","2006-06-08T15:22:35.000","SPASIA","2010-11-17T00:00:00.000","CED","1"
"/doccont/doccont/vpg_mandato.jasper","1","Stampa massiva mandato","2006-06-08T15:22:35.000","SPASIA","2010-11-17T00:00:00.000","CED","1"
"/doccont/doccont/vpg_reversale.jasper","3","Stampa massiva reversale","2006-06-08T15:22:35.000","SPASIA","2010-11-17T00:00:00.000","CED","1"
"/doccont/doccont/vpg_man_rev_ass.jasper","1","Stampa mandato e reversali associate","2006-06-08T15:22:35.000","SPASIA","2006-06-08T15:22:35.000","SPASIA","1"
"/doccont/doccont/distinta_cassiere_provvisoria.jasper","1","Stampa distinta cassiere provvisoria","2015-12-23T11:53:53.000","CED_RP","2015-12-23T15:22:35.000","CED_RP","1"
"/preventivo/preventivo/stampa_pdg_rendges_all.jasper","2","Stampa Rendiconto Gestionale","2017-03-13T00:00:00.000","S.I.","2017-03-13T00:00:00.000","S.I.","1"
"/cnrbilaterali/bilaterali/blt_visite_annulla_provvedimento_impegno_cnr.jasper","2","Stampa Annullamento Provvedimento Impegno","2012-02-06T00:00:00.000","S.I.","2012-02-06T00:00:00.000","S.I.","1"
