"cd_help","page","help_url","duva","utuv","dacr","utcr","pg_ver_rec","ds_page","flag_man"
"0020800000","/gestiva00/riepilogativi_provvisori_iva.jsp","/helpres/help_not_found.html","2002-12-02T10:33:02.000","$$$$$MIGRAZIONE$$$$$","2002-12-02T10:33:02.000","$$$$$MIGRAZIONE$$$$$","1","Riepilogativi provvisori iva - Riepilogativi provvisori IVA","N"
"0020900000","/gestiva00/riepilogo_iva_differita.jsp","/helpres/help_not_found.html","2002-12-02T10:33:02.000","$$$$$MIGRAZIONE$$$$$","2002-12-02T10:33:02.000","$$$$$MIGRAZIONE$$$$$","1","Riepilogo iva differita - Riepilogo Iva ad esigibilit? differita","N"
"0000200000","/doccont00/accertamento_pgiro.jsp","/helpres/300 - 60 documenti contabili - accertamento - annotazione entrata partita di giro.htm","2002-12-04T00:00:00.000","CIN","2002-04-22T19:14:17.000","$$$$$MIGRAZIONE$$$$$","1","Accertamento pgiro - Gestione Annotazione d'Entrata su Partita di Giro","N"
"0000300000","/anagraf00/anagrafica.jsp","http://servizi.si.cnr.it/wiki/index.php/Anagrafica_clienti/fornitori","2010-02-26T13:55:52.000","CED_FG","2002-04-22T19:14:17.000","$$$$$MIGRAZIONE$$$$$","1","Anagrafica - Gestione anagrafico","Y"
"0000400000","/coepcoan00/ass_anag_conto.jsp","/helpres/help_not_found.html","2002-04-22T19:14:17.000","$$$$$MIGRAZIONE$$$$$","2002-04-22T19:14:17.000","$$$$$MIGRAZIONE$$$$$","1","Ass anag conto - Associazione anagrafica conto","N"
"0000500000","/config00/ass_cap_entrata_cnr_conto_econom_ricavo.jsp","http://servizi.si.cnr.it/wiki/index.php/Associazioni_Voci","2002-04-22T19:14:17.000","$$$$$MIGRAZIONE$$$$$","2002-04-22T19:14:17.000","$$$$$MIGRAZIONE$$$$$","1","Ass cap entrata cnr conto econom ricavo - Associazione Cap. Entrata Cnr - Conto EP Ricavo","Y"
"0000600000","/config00/ass_cap_entrata_cnr_natura.jsp","http://servizi.si.cnr.it/wiki/index.php/Associazioni_Voci","2002-12-04T00:00:00.000","CIN","2002-04-22T19:14:17.000","$$$$$MIGRAZIONE$$$$$","1","Ass cap entrata cnr natura - Associazione Cap. Entrata CNR - Natura","Y"
"0005300000","/utenze00/gestione_accessi_per_ruolo.jsp","http://servizi.si.cnr.it/wiki/index.php/Gestione_Utenze","2002-12-04T00:00:00.000","CIN","2010-04-26T19:14:23.000","CED","1","Gestione accessi per ruolo - Gestione Accessi per Ruolo","Y"
"0005400000","/utenze00/gestione_utenza_amministratore.jsp","/helpres/help_not_found.html","2002-04-22T19:14:23.000","$$$$$MIGRAZIONE$$$$$","2002-04-22T19:14:23.000","$$$$$MIGRAZIONE$$$$$","1","Gestione utenza amministratore - Gestione Utenza Amministratore","N"
"0005500000","/config00/gruppo_linea_attivita.jsp","/helpres/help_not_found.html","2002-04-22T19:14:23.000","$$$$$MIGRAZIONE$$$$$","2002-04-22T19:14:23.000","$$$$$MIGRAZIONE$$$$$","1","Gruppo linea attivita - Gruppo linea attivita","N"
"0005600000","/docamm00/gruppoinvent.jsp","/helpres/110 - 45 configurazione - tabelle riferimento fatture - Categoria gruppo inventario.htm","2002-12-04T00:00:00.000","CIN","2002-04-22T19:14:24.000","$$$$$MIGRAZIONE$$$$$","1","Gruppoinvent - Categoria Gruppo Inventario","N"
"0005700000","/docamm00/gruppoiva.jsp","/helpres/110 - 20 configurazione - tabelle riferimento fatture - gruppo iva.htm","2002-12-04T00:00:00.000","CIN","2002-04-22T19:14:24.000","$$$$$MIGRAZIONE$$$$$","1","Gruppoiva - Gruppo Iva","N"
"0005800000","/util/header.jsp","/helpres/help_not_found.html","2002-04-22T19:14:24.000","$$$$$MIGRAZIONE$$$$$","2002-04-22T19:14:24.000","$$$$$MIGRAZIONE$$$$$","1","Header - <%= it.cnr.contab.Version.getApplicationTitleAndVersion()%>","N"
"0005900000","/ibm/store.jsp","/helpres/help_not_found.html","2002-04-22T19:14:24.000","$$$$$MIGRAZIONE$$$$$","2002-04-22T19:14:24.000","$$$$$MIGRAZIONE$$$$$","1","HelpBuilder - \"),\"","N"
"0006000000","/inventario00/id_inventario.jsp","/helpres/600 - 10  inventario - configurazione.htm","2002-12-04T00:00:00.000","CIN","2002-04-22T19:14:24.000","$$$$$MIGRAZIONE$$$$$","1","Id inventario - ID Inventario","N"
"0006100000","/doccont00/impegno_pgiro.jsp","/helpres/300 - 18 documenti contabili - obbligazione - annotazione di spesa su partite di giro.htm","2002-12-04T00:00:00.000","CIN","2002-04-22T19:14:24.000","$$$$$MIGRAZIONE$$$$$","1","Impegno pgiro - Gestione Annotazione di Spesa su Partita di Giro","N"
"0006200000","/util/index.jsp","/helpres/help_not_found.html","2002-04-22T19:14:24.000","$$$$$MIGRAZIONE$$$$$","2002-04-22T19:14:24.000","$$$$$MIGRAZIONE$$$$$","1","Index - <%= it.cnr.contab.Version.getApplicationTitleAndVersion()%>","N"
"0006300000","/config00/insieme_la.jsp","/helpres/help_not_found.html","2002-04-22T19:14:24.000","$$$$$MIGRAZIONE$$$$$","2002-04-22T19:14:24.000","$$$$$MIGRAZIONE$$$$$","1","Insieme la - Insieme Linea Attivita","N"
"0006400000","/inventario00/inventario_aggrega.jsp","/helpres/help_not_found.html","2002-04-22T19:14:24.000","$$$$$MIGRAZIONE$$$$$","2002-04-22T19:14:24.000","$$$$$MIGRAZIONE$$$$$","1","Inventario aggrega - Buono Carico Inventario","N"
"0006500000","/inventario00/inventario_ap_ch.jsp","/helpres/600 - 15  inventario - apertura-chiusura.htm","2002-12-04T00:00:00.000","CIN","2002-04-22T19:14:25.000","$$$$$MIGRAZIONE$$$$$","1","Inventario ap ch - Apertura/Chiusura Inventario","N"
"0006600000","/inventario00/inventario_consegnatario.jsp","http://servizi.si.cnr.it/wiki/index.php/Consegnatario","2010-02-16T15:29:26.000","CED_FG","2002-04-22T19:14:25.000","$$$$$MIGRAZIONE$$$$$","1","Inventario consegnatario - Consegnatario Inventario","Y"
"0006700000","/config00/linea_attivita.jsp","http://servizi.si.cnr.it/wiki/index.php/Gruppi_di_Azioni_Elementari_-_GAE","2002-12-04T00:00:00.000","CIN","2002-04-22T19:14:25.000","$$$$$MIGRAZIONE$$$$$","1","Linea attivita - Linea attivita","Y"
"0006800000","/doccont00/lista_accertamenti.jsp","/helpres/300 - 50 documenti contabili - accertamento - registra accertamento.htm","2002-12-04T00:00:00.000","CIN","2002-04-22T19:14:25.000","$$$$$MIGRAZIONE$$$$$","1","Lista accertamenti - Gestione Accertamenti di Competenza","N"
"0006900000","/docamm00/lista_documenti_amministrativi.jsp","/helpres/help_not_found.html","2002-04-22T19:14:25.000","$$$$$MIGRAZIONE$$$$$","2002-04-22T19:14:25.000","$$$$$MIGRAZIONE$$$$$","1","Lista documenti amminstrativi - Ricerca di un documento amministrativo","N"
"0007000000","/doccont00/lista_obbligazioni.jsp","/helpres/300 - 12 documenti contabili - obbligazione - registra obbligazione e provvisoria e definitiva.htm","2002-12-04T00:00:00.000","CIN","2002-04-22T19:14:25.000","$$$$$MIGRAZIONE$$$$$","1","Lista obbligazioni - Gestione Obbligazioni Definitive","N"
"0007100000","/doccont00/lista_reversali.jsp","/helpres/300 - 72 documenti contabili - reversali - reversali provvisorie.htm","2002-12-04T00:00:00.000","CIN","2002-04-22T19:14:25.000","$$$$$MIGRAZIONE$$$$$","1","Lista reversali - Gestione Reversali Provvisorie","N"
"0007200000","/utenze00/lista_unita_organizzative.jsp","/helpres/help_not_found.html","2002-04-22T19:14:25.000","$$$$$MIGRAZIONE$$$$$","2002-04-22T19:14:25.000","$$$$$MIGRAZIONE$$$$$","1","Lista unita organizzative - Unita organizzative","N"
"0007300000","/doccont00/main_accertamento.jsp","/helpres/300 - 50 documenti contabili - accertamento - registra accertamento.htm","2002-12-04T00:00:00.000","CIN","2002-04-22T19:14:25.000","$$$$$MIGRAZIONE$$$$$","1","Main accertamento - Gestione Accertamento","N"
"0007400000","/prevent00/main_bilancio_cds.jsp","/helpres/200 - 65  preventivi - bilancio preventivo - preventivo cds.htm","2002-12-04T00:00:00.000","CIN","2002-04-22T19:14:26.000","$$$$$MIGRAZIONE$$$$$","1","Main bilancio cds - Bilancio preventivo CDS","N"
"0007500000","/prevent00/main_bilancio_cnr.jsp","/helpres/200 - 60  preventivi - bilancio preventivo - preventivo cnr.htm","2002-12-04T00:00:00.000","CIN","2002-04-22T19:14:26.000","$$$$$MIGRAZIONE$$$$$","1","Main bilancio cnr - Bilancio preventivo CNR","N"
"0007600000","/config00/main_cds.jsp","/helpres/100 - 20 configurazione - struttura organizzativa - gestione centri di spesa.htm","2002-12-04T00:00:00.000","CIN","2002-04-22T19:14:26.000","$$$$$MIGRAZIONE$$$$$","1","Main cds - Gestione Centri di Spesa","N"
"0007700000","/doccont00/main_mandato.jsp","/helpres/700 - 61 Mandati di Regolarizzazione.pdf","2002-12-04T00:00:00.000","CIN","2002-04-22T19:14:26.000","$$$$$MIGRAZIONE$$$$$","1","Main mandato - Gestione Mandato","N"
"0007800000","/doccont00/main_mandato_accreditamento.jsp","/helpres/300 - 42 documenti contabili - mandato - accreditamento cnr cds.htm","2002-12-04T00:00:00.000","CIN","2002-04-22T19:14:26.000","$$$$$MIGRAZIONE$$$$$","1","Main mandato accreditamento - Gestione Mandato Accreditamento CNR - CdS","N"
"0007900000","/missioni00/main_missione.jsp","http://servizi.si.cnr.it/wiki/index.php/Missioni","2010-02-26T13:56:00.000","CED_FG","2002-04-22T19:14:26.000","$$$$$MIGRAZIONE$$$$$","1","Main missione - Missione","Y"
"0008000000","/doccont00/main_obbligazione.jsp","/helpres/300 - 12 documenti contabili - obbligazione - registra obbligazione e provvisoria e definitiva.htm","2002-12-04T00:00:00.000","CIN","2002-04-22T19:14:26.000","$$$$$MIGRAZIONE$$$$$","1","Main obbligazione - Gestione Obbligazione","N"
"0008100000","/doccont00/main_reversale.jsp","/helpres/300 - 70 documenti contabili - reversali - registra reversale.htm","2002-12-04T00:00:00.000","CIN","2002-04-22T19:14:26.000","$$$$$MIGRAZIONE$$$$$","1","Main reversale - Gestione Reversale","N"
"0008200000","/coepcoan00/main_scrittura_p_doppia.jsp","/helpres/700 - 30 coep - scritture in partita doppia.htm","2002-12-04T00:00:00.000","CIN","2002-04-22T19:14:26.000","$$$$$MIGRAZIONE$$$$$","1","Main scrittura p doppia - Scrittura in partita doppia","N"
"0008300000","/utenze00/main_template.jsp","/helpres/100 - 10 configurazione - gestione utenze - creazione .htm","2002-12-04T00:00:00.000","CIN","2002-04-22T19:14:27.000","$$$$$MIGRAZIONE$$$$$","1","Main template - Gestione Template","N"
"0008400000","/utenze00/main_utenza.jsp","http://servizi.si.cnr.it/wiki/index.php/Gestione_Utenze","2002-12-04T00:00:00.000","CIN","2010-04-26T19:14:27.000","CED","1","Main utenza - Gestione utenza","Y"
"0008500000","/doccont00/mandato_accreditamento_wizard_1.jsp","/helpres/300 - 40 documenti contabili - mandato - accreditamento cnr cds - generazione.htm","2002-12-04T00:00:00.000","CIN","2002-04-22T19:14:27.000","$$$$$MIGRAZIONE$$$$$","1","Mandato accreditamento wizard 1 - Mandato di accreditamento CNR -> Cds","N"
"0008600000","/doccont00/mandato_accreditamento_wizard_2.jsp","/helpres/300 - 41 documenti contabili - mandato - accreditamento cnr cds - gestione.htm","2002-12-04T00:00:00.000","CIN","2002-04-22T19:14:27.000","$$$$$MIGRAZIONE$$$$$","1","Mandato accreditamento wizard 2 - Mandato di accreditamento CNR -> Cds","N"
"0008700000","/util/menu_stampa.jsp","/helpres/help_not_found.html","2002-04-22T19:14:27.000","$$$$$MIGRAZIONE$$$$$","2002-04-22T19:14:27.000","$$$$$MIGRAZIONE$$$$$","1","Menu stampa - ","N"
"0008800000","/utenze00/menu_title.jsp","/helpres/help_not_found.html","2002-04-22T19:14:27.000","$$$$$MIGRAZIONE$$$$$","2002-04-22T19:14:27.000","$$$$$MIGRAZIONE$$$$$","1","Menu title - ","N"
"0008900000","/util/messagebar.jsp","/helpres/help_not_found.html","2002-04-22T19:14:28.000","$$$$$MIGRAZIONE$$$$$","2002-04-22T19:14:28.000","$$$$$MIGRAZIONE$$$$$","1","Messagebar - ","N"
"0009000000","/missioni00/missione_abbattimenti.jsp","/helpres/400 - 57 documenti amministrativi spesa - tabelle di riferimento Missioni - registra abbattimenti.htm","2002-12-04T00:00:00.000","CIN","2002-04-22T19:14:28.000","$$$$$MIGRAZIONE$$$$$","1","Missione abbattimenti - Missione Abbattimenti","N"
"0009200000","/missioni00/missione_rimborso_km.jsp","/helpres/400 - 52 documenti amministrativi spesa - tabelle di riferimento Missioni - registra rimborso km.htm","2002-12-04T00:00:00.000","CIN","2002-04-22T19:14:28.000","$$$$$MIGRAZIONE$$$$$","1","Missione rimborso km - Missione Rimborso Km ","N"
"0009300000","/missioni00/missione_tariffario_auto.jsp","/helpres/400 - 53 documenti amministrativi spesa - tabelle di riferimento Missioni - registra tariffario auto.htm","2002-12-04T00:00:00.000","CIN","2002-04-22T19:14:28.000","$$$$$MIGRAZIONE$$$$$","1","Missione tariffario auto - Missione Tariffario Auto","N"
"0009400000","/missioni00/missione_tipo_pasto.jsp","/helpres/400 - 55 documenti amministrativi spesa - tabelle di riferimento Missioni - registra tipo pasto.htm","2002-12-04T00:00:00.000","CIN","2002-04-22T19:14:28.000","$$$$$MIGRAZIONE$$$$$","1","Missione tipo pasto - Tipo Pasto","N"
"0009600000","/anagraf00/modalita_pagamento.jsp","/helpres/100 - 62 configurazione - anagrafica - tipi di modalita pagamento.htm","2002-12-04T00:00:00.000","CIN","2002-04-22T19:14:28.000","$$$$$MIGRAZIONE$$$$$","1","Modalita pagamento - Modalit; di pagamento","N"
"0009700000","/docamm00/modalita_trasporto.jsp","/helpres/help_not_found.html","2002-04-22T19:14:28.000","$$$$$MIGRAZIONE$$$$$","2002-04-22T19:14:28.000","$$$$$MIGRAZIONE$$$$$","1","ModalitaTrasporto - Modalita Trasporto","N"
"0009800000","/docamm00/natura_transazione.jsp","/helpres/help_not_found.html","2002-04-22T19:14:29.000","$$$$$MIGRAZIONE$$$$$","2002-04-22T19:14:29.000","$$$$$MIGRAZIONE$$$$$","1","NaturaTransazione - Natura Transazione","N"
"0009900000","/docamm00/nomenclatura_combinata.jsp","/helpres/help_not_found.html","2002-04-22T19:14:29.000","$$$$$MIGRAZIONE$$$$$","2002-04-22T19:14:29.000","$$$$$MIGRAZIONE$$$$$","1","NomenclaturaCombinata - Nomenclatura Combinata","N"
"0010000000","/util/offline_print_report.jsp","/helpres/help_not_found.html","2002-04-22T19:14:29.000","$$$$$MIGRAZIONE$$$$$","2002-04-22T19:14:29.000","$$$$$MIGRAZIONE$$$$$","1","Offline print report - Stampa offline","N"
"0010100000","/doccont00/ordine.jsp","/helpres/300 - 17 documenti contabili - obbligazione - emetti ordine.htm","2002-12-04T00:00:00.000","CIN","2002-04-22T19:14:29.000","$$$$$MIGRAZIONE$$$$$","1","Ordine - Ordine","N"
"0010200000","/util/page_expired.jsp","/helpres/help_not_found.html","2002-04-22T19:14:29.000","$$$$$MIGRAZIONE$$$$$","2002-04-22T19:14:29.000","$$$$$MIGRAZIONE$$$$$","1","Page expired - Logo","N"
"0010300000","/config00/pdc_ep_capoconto.jsp","/helpres/help_not_found.html","2002-04-22T19:14:29.000","$$$$$MIGRAZIONE$$$$$","2002-04-22T19:14:29.000","$$$$$MIGRAZIONE$$$$$","1","Pdc ep capoconto - Gestione Piano dei Conti Econ./Patr. - Capoconto","N"
"0010400000","/config00/pdc_ep_conto.jsp","/helpres/help_not_found.html","2002-04-22T19:14:29.000","$$$$$MIGRAZIONE$$$$$","2002-04-22T19:14:29.000","$$$$$MIGRAZIONE$$$$$","1","Pdc ep conto - Gestione Piano dei Conti Econ./Patr. - Conto","N"
"0010500000","/config00/pdc_fin_cds_entrate.jsp","/helpres/100 - 46 configurazione - piano dei conti finanziario - capitolo cds entrata.htm","2002-12-04T00:00:00.000","CIN","2002-04-22T19:14:29.000","$$$$$MIGRAZIONE$$$$$","1","Pdc fin cds entrate - Piano dei conti CDS - Gestione entrate","N"
"0010600000","/config00/pdc_fin_cds_spese.jsp","http://servizi.si.cnr.it/wiki/index.php/Piano_dei_conti_finanziario","2002-12-04T00:00:00.000","CIN","2002-04-22T19:14:29.000","$$$$$MIGRAZIONE$$$$$","1","Pdc fin cds spese - Piano dei conti CDS - Gestione spese","Y"
"0010700000","/config00/pdc_fin_cnr_entrate_capitolo.jsp","http://servizi.si.cnr.it/wiki/index.php/Piano_dei_conti_finanziario","2002-12-04T00:00:00.000","CIN","2002-04-22T19:14:30.000","$$$$$MIGRAZIONE$$$$$","1","Pdc fin cnr entrate capitolo - Piano dei conti CNR - Gestione entrate","Y"
"0010800000","/config00/pdc_fin_cnr_entrate_categoria.jsp","/helpres/100 - 40 configurazione - piano dei conti finanziario - categoria cnr entrata.htm","2002-12-04T00:00:00.000","CIN","2002-04-22T19:14:30.000","$$$$$MIGRAZIONE$$$$$","1","Pdc fin cnr entrate categoria - Piano dei conti CNR - Gestione entrate","N"
"0010900000","/config00/pdc_fin_cnr_spese.jsp","/helpres/100 - 44 configurazione - piano dei conti finanziario - capitolo cnr spesa.htm","2002-12-04T00:00:00.000","CIN","2002-04-22T19:14:30.000","$$$$$MIGRAZIONE$$$$$","1","Pdc fin cnr spese - Piano dei conti CNR - Gestione spese","N"
"0011000000","/prevent00/pdg_aggregato.jsp","/helpres/200 - 40 preventivi - piano di gestione - piano di gestione aggregato.htm","2002-12-04T00:00:00.000","CIN","2002-04-22T19:14:30.000","$$$$$MIGRAZIONE$$$$$","1","Pdg aggregato - Piano di Gestione","N"
"0011100000","/prevent00/pdg_aggregato_etr.jsp","/helpres/200 - 40 preventivi - piano di gestione - piano di gestione aggregato.htm","2002-12-04T00:00:00.000","CIN","2002-04-22T19:14:30.000","$$$$$MIGRAZIONE$$$$$","1","Pdg aggregato etr - RICAVI / ENTRATE","N"
"0011200000","/prevent00/pdg_aggregato_spe.jsp","/helpres/200 - 40 preventivi - piano di gestione - piano di gestione aggregato.htm","2002-12-04T00:00:00.000","CIN","2002-04-22T19:14:30.000","$$$$$MIGRAZIONE$$$$$","1","Pdg aggregato spe - COSTI / SPESE","N"
"0011300000","/pdg00/pdg_main.jsp","/helpres/200 - 19 preventivi - piano di gestione - dettaglio delle spese ed entrate.htm","2002-12-04T00:00:00.000","CIN","2002-04-22T19:14:30.000","$$$$$MIGRAZIONE$$$$$","1","Pdg main -   Piano di Gestione","N"
"0011400000","/pdg00/pdg_stampe.jsp","/helpres/help_not_found.html","2002-04-22T19:14:30.000","$$$$$MIGRAZIONE$$$$$","2002-04-22T19:14:30.000","$$$$$MIGRAZIONE$$$$$","1","Pdg stampe - Piano di Gestione","N"
"0011500000","/pdg00/preventivo_etr.jsp","/helpres/200 - 18 preventivi - piano di gestione - dettaglio delle entrate.htm","2002-12-04T00:00:00.000","CIN","2002-04-22T19:14:31.000","$$$$$MIGRAZIONE$$$$$","1","Preventivo etr -   RICAVI / ENTRATE","N"
"0011600000","/pdg00/preventivo_spe.jsp","/helpres/200 - 17 preventivi - piano di gestione - dettaglio delle spese e costi.htm","2002-12-04T00:00:00.000","CIN","2002-04-22T19:14:31.000","$$$$$MIGRAZIONE$$$$$","1","Preventivo spe -   COSTI / SPESE","N"
"0011700000","/prevent00/preventivo_stampe.jsp","/helpres/help_not_found.html","2002-04-22T19:14:31.000","$$$$$MIGRAZIONE$$$$$","2002-04-22T19:14:31.000","$$$$$MIGRAZIONE$$$$$","1","Preventivo stampe - Preventivo finanziario CNR","N"
"0011800000","/utenze00/primo_login.jsp","/helpres/000 - 10 identificazione nel sistema.htm","2002-12-04T00:00:00.000","CIN","2002-04-22T19:14:31.000","$$$$$MIGRAZIONE$$$$$","1","Primo login - Login","N"
"0011900000","/util/print.jsp","/helpres/help_not_found.html","2002-04-22T19:14:31.000","$$$$$MIGRAZIONE$$$$$","2002-04-22T19:14:31.000","$$$$$MIGRAZIONE$$$$$","1","Print - ","N"
"0012000000","/util/print_menu.jsp","/helpres/help_not_found.html","2002-04-22T19:14:31.000","$$$$$MIGRAZIONE$$$$$","2002-04-22T19:14:31.000","$$$$$MIGRAZIONE$$$$$","1","Print menu - ","N"
"0012100000","/util/print_report.jsp","/helpres/help_not_found.html","2002-04-22T19:14:31.000","$$$$$MIGRAZIONE$$$$$","2002-04-22T19:14:31.000","$$$$$MIGRAZIONE$$$$$","1","Print report - Anteprima di stampa","N"
"0021000000","/doccont00/sospeso_riscontro.jsp","/helpres/help_not_found.html","2002-12-02T10:33:04.000","$$$$$MIGRAZIONE$$$$$","2002-12-02T10:33:04.000","$$$$$MIGRAZIONE$$$$$","1","Sospeso Riscontro - Gestione sospeso/riscontro","N"
"0021100000","/gestiva00/stampa_definitiva_registri_iva.jsp","/helpres/450 - 13  iva - registri iva definitivi.htm","2002-12-04T00:00:00.000","CIN","2002-12-02T10:33:05.000","$$$$$MIGRAZIONE$$$$$","1","Stampa definitiva registri iva - Stampa definitiva registri IVA","N"
"0021200000","/gestiva00/stampa_provvisoria_registri_iva.jsp","/helpres/450 - 10  iva - registri iva provvisori.htm","2002-12-04T00:00:00.000","CIN","2002-12-02T10:33:05.000","$$$$$MIGRAZIONE$$$$$","1","Stampa provvisoria registri iva - Stampa provvisoria registri IVA","N"
"100000007","/pdg00/pdg_variazione.jsp","/helpres/200 - 40 preventivi - piano di gestione - variazioni al piano di gestione.htm","2006-05-16T17:27:40.000","SPASIA","2006-05-16T17:27:40.000","SPASIA","1","Variazioni al piano di gestione","N"
"100000009","/inventario00/aggiornamento_inventario.jsp","http://servizi.si.cnr.it/wiki/index.php/Aggiornamento","2010-02-16T15:29:31.000","CED_FG","2010-02-16T15:29:31.000","CED_FG","1","Aggiorn. Inventario - Aggiornamento Inventario","Y"
"100000020","/progettiric00/progetto_ricerca_commesse.jsp","http://servizi.si.cnr.it/wiki/index.php/Anagrafica_Progetti","2010-02-16T15:29:31.000","CED_FG","2010-02-16T15:29:31.000","CED_FG","1","Aggiorn. Inventario - Aggiornamento Inventario","Y"
"100000025","/docamm00/ricerca_documenti_amministrativi_fatturazione_elettronica.jsp","http://servizi.si.cnr.it/wiki/index.php/Fattura_Elettronica_Attiva","2010-04-13T11:28:07.000","CED_FG","2002-04-22T19:14:22.000","$$$$$MIGRAZIONE$$$$$","1","Fattura attiva -  <%=(bp.getModel() instanceof Nota_di_credito_attivaBulk) ?\"Nota di Credito\":(bp.getModel() instanceof Nota_di_debito_attivaBulk)?\"Nota di Debito\":\"Fattura Attiva\"%>","Y"
"100000022","/config00/ass_ev_siope.jsp","http://servizi.si.cnr.it/wiki/index.php/Associazioni_Voci","2010-02-16T15:29:31.000","CED_FG","2010-02-16T15:29:31.000","CED_FG","1","Aggiorn. Inventario - Aggiornamento Inventario","Y"
"100000023","/config00/ass_tipologia_istat_siope.jsp","http://servizi.si.cnr.it/wiki/index.php/Associazioni_Voci","2010-02-16T15:29:31.000","CED_FG","2010-02-16T15:29:31.000","CED_FG","1","Aggiorn. Inventario - Aggiornamento Inventario","Y"
"100000024","/docamm00/fattura_passiva_elettronica.jsp","http://servizi.si.cnr.it/wiki/index.php/Fattura_Elettronica_Passiva","2010-04-13T11:28:04.000","CED_FG","2002-04-22T19:14:22.000","$$$$$MIGRAZIONE$$$$$","1","Fattura passiva -  <%=(bp.getModel() instanceof Nota_di_creditoBulk) ?\"Nota di Credito\":(bp.getModel() instanceof Nota_di_debitoBulk)?\"Nota di Debito\":\"Fattura Passiva\"%>","Y"
"100000021","/progettiric00/progetto_ricerca.jsp","http://servizi.si.cnr.it/wiki/index.php/Anagrafica_Area_Progettuale","2010-02-16T15:29:31.000","CED_FG","2010-02-16T15:29:31.000","CED_FG","1","Aggiorn. Inventario - Aggiornamento Inventario","Y"
"0000700000","/config00/ass_cap_spesa_cds_conto_econom_costo.jsp","http://servizi.si.cnr.it/wiki/index.php/Associazioni_Voci","2002-04-22T19:14:17.000","$$$$$MIGRAZIONE$$$$$","2002-04-22T19:14:17.000","$$$$$MIGRAZIONE$$$$$","1","Ass cap spesa cds conto econom costo - Associazione Cap. Spesa Cds - Conto EP Costo","Y"
"0000800000","/config00/ass_cap_spesa_cds_tipo_intervento.jsp","/helpres/100 - 49 configurazione - piano dei conti finanziario - associazioni.htm","2002-12-04T00:00:00.000","CIN","2002-04-22T19:14:17.000","$$$$$MIGRAZIONE$$$$$","1","Ass cap spesa cds tipo intervento - Associazione Cap. Spesa CDS - Tipologia di intervento","N"
"0000900000","/config00/ass_cap_spesa_cnr_natura_cap_entrata_cds.jsp","http://servizi.si.cnr.it/wiki/index.php/Piano_dei_conti_finanziario","2002-12-04T00:00:00.000","CIN","2002-04-22T19:14:17.000","$$$$$MIGRAZIONE$$$$$","1","Ass cap spesa cnr natura cap entrata cds - Associazione Cap. Spesa CNR - Natura - Cap. Entrata CDS","Y"
"0001000000","/config00/ass_cdp_ev_col_pdg.jsp","/helpres/help_not_found.html","2002-04-22T19:14:18.000","$$$$$MIGRAZIONE$$$$$","2002-04-22T19:14:18.000","$$$$$MIGRAZIONE$$$$$","1","Ass cdp ev col pdg - Configurazione associazione Cap. Spesa CDS personale - Colonna Pdg","N"
"0001100000","/inventario00/ass_inv_bene_fattura.jsp","/helpres/help_not_found.html","2002-04-22T19:14:18.000","$$$$$MIGRAZIONE$$$$$","2002-04-22T19:14:18.000","$$$$$MIGRAZIONE$$$$$","1","Ass inv bene fattura - Associa Righe Fattura - Beni","N"
"0001200000","/inventario00/ass_inventario_uo.jsp","/helpres/help_not_found.html","2002-04-22T19:14:18.000","$$$$$MIGRAZIONE$$$$$","2002-04-22T19:14:18.000","$$$$$MIGRAZIONE$$$$$","1","Ass inventario uo - Associazioni tipo linea attivita - CDR","N"
"0001300000","/compensi00/ass_ti_rapp_ti_tratt.jsp","/helpres/400 - 66 documenti amministrativi spesa - tabelle di riferimento Compensi - registra Ass Tipo Tratt - Tipo Rapp.htm","2002-12-04T00:00:00.000","CIN","2002-04-22T19:14:18.000","$$$$$MIGRAZIONE$$$$$","1","Ass ti rapp ti tratt - Associazione Tipo Rapporto/Tipo Trattamento","N"
"0001400000","/config00/ass_tipo_la_cdr.jsp","/helpres/help_not_found.html","2002-04-22T19:14:18.000","$$$$$MIGRAZIONE$$$$$","2002-04-22T19:14:18.000","$$$$$MIGRAZIONE$$$$$","1","Ass tipo la cdr - Associazioni tipo linea attivita - CDR","N"
"0001500000","/config00/ass_titolo_cnr_titolo_cds.jsp","http://servizi.si.cnr.it/wiki/index.php/Piano_dei_conti_finanziario","2002-12-04T00:00:00.000","CIN","2002-04-22T19:14:18.000","$$$$$MIGRAZIONE$$$$$","1","Ass titolo cnr titolo cds - Associazione Titolo Spesa CNR - Titolo Spesa CDS","Y"
"0001600000","/docamm00/attivita.jsp","/helpres/help_not_found.html","2002-04-22T19:14:18.000","$$$$$MIGRAZIONE$$$$$","2002-04-22T19:14:18.000","$$$$$MIGRAZIONE$$$$$","1","Attivita - Codici Attivita ","N"
"0001700000","/docamm00/beneservizio.jsp","/helpres/110 - 40 configurazione - tabelle riferimento fatture - beni e servizi.htm","2002-12-04T00:00:00.000","CIN","2002-04-22T19:14:18.000","$$$$$MIGRAZIONE$$$$$","1","Beneservizio - Bene Servizio","N"
"0001800000","/prevent00/bilancio_prev_cds_det_etr.jsp","/helpres/200 - 65  preventivi - bilancio preventivo - preventivo cds.htm","2002-12-04T00:00:00.000","CIN","2002-04-22T19:14:18.000","$$$$$MIGRAZIONE$$$$$","1","Bilancio prev cds det etr - Dettagli bilancio / ENTRATE","N"
